Time elapsed (s),Time elapsed (s),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3758405531,3.350283337,27.875,13.669,20.18,14.689,8.716,19.77,1612.608,0.832,395.856,24.983,14.285,10.298,0,0,0,0,0,5950.056,1.564,0,262.565,10.224,143.913,14.152,133.208,7.981,6.136,26.022,259.416,30.108,4.079,2.457,26.191,16.975,25.513,-3.704,0,12.457,4.476,1,0,3.947,3.131,0.001,1.162,2.812,0.004,0.005,15.036,12.374,12.622,13.38,12.823,12.649,14.144,13.026,14.661,13.15,12.341,12.544,12.489,11.169,11.173,12.868,15.544,0,0
3758405533,3.375483338,27.878,13.648,20.18,14.717,8.742,19.764,1635.979,0.81,395.823,25.005,14.286,10.424,0,0,0,0,0,5917.462,1.572,0,259.662,10.216,143.906,14.116,133.166,7.972,6.11,26.045,259.113,30.065,4.014,2.457,26.188,16.975,25.511,-3.704,0,12.473,4.501,1,0,3.902,3.063,0.001,1.084,2.847,0.004,0.005,15.016,12.353,12.609,13.385,12.829,12.641,14.146,13.044,14.684,13.152,12.35,12.537,12.499,11.17,11.174,12.863,15.537,0,0
3758405534,3.403150002,27.863,13.659,20.18,14.691,8.746,19.88,1636.43,0.836,395.862,25.003,14.286,10.522,0,0,0,0,0,5929.435,1.58,0,260.736,10.206,143.867,14.108,133.02,7.939,6.135,26.044,259.121,30.066,4.016,2.457,26.158,16.975,25.502,-3.704,0,12.45,4.511,1,0,3.919,3.113,0.001,1.142,2.887,0.004,0.005,15.022,12.353,12.606,13.399,12.812,12.645,14.143,13.025,14.647,13.144,12.341,12.542,12.485,11.158,11.165,12.858,15.545,0,0
3758405536,3.435050003,27.878,13.632,20.181,14.701,8.733,19.879,1609.901,0.837,395.839,24.994,14.286,10.675,0,0,0,0,0,5942.577,1.581,0,260.499,10.193,143.82,14.079,132.978,7.929,6.115,26.048,259.13,30.068,4.013,2.457,26.185,16.975,25.508,-3.704,0,12.442,4.512,1,0,3.915,3.103,0.001,1.029,2.842,0.004,0.005,15.026,12.349,12.605,13.401,12.806,12.634,14.135,13.019,14.635,13.147,12.342,12.54,12.506,11.169,11.17,12.854,15.523,0,0
3758405538,3.459833336,27.866,13.703,20.18,14.701,8.729,19.878,1653.986,0.807,395.861,24.993,14.286,10.77,0,0,0,0,0,5945.583,1.566,0,262.536,10.21,143.759,14.072,132.857,7.902,6.135,26.039,259.05,30.056,4.011,2.457,26.187,16.975,25.512,-3.704,0,12.443,4.541,1,0,3.946,3.104,0.001,1.288,2.83,0.004,0.005,15.018,12.349,12.601,13.399,12.808,12.643,14.146,13.033,14.651,13.144,12.346,12.533,12.491,11.149,11.16,12.839,15.537,0,0
3758405539,3.48763334,27.867,13.685,20.179,14.719,8.738,19.88,1638.009,0.857,395.861,24.983,14.287,10.93,0,0,0,0,0,5919.065,1.578,0,261.076,10.193,143.839,14.086,132.97,7.928,6.125,26.017,259.109,30.065,4.041,2.457,26.141,16.975,25.526,-3.704,0,12.435,4.508,1,0,3.925,3.171,0.001,1.223,2.832,0.004,0.005,15.013,12.352,12.596,13.385,12.798,12.622,14.146,13.008,14.618,13.13,12.337,12.527,12.482,11.153,11.162,12.843,15.549,0,0
3758405542,3.523266673,27.852,13.664,20.179,14.693,8.736,19.88,1641.738,0.839,395.871,24.971,14.286,10.95,0,0,0,0,0,5940.79,1.555,0,263.443,10.198,143.76,14.072,132.917,7.916,6.122,26.053,259.264,30.087,4.028,2.457,26.156,16.975,25.512,-3.704,0,12.432,4.516,1,0,3.959,3.127,0.001,1.173,2.858,0.004,0.005,15.012,12.365,12.623,13.363,12.797,12.617,14.123,12.992,14.596,13.14,12.334,12.54,12.493,11.165,11.167,12.842,15.547,0,0
3758405544,3.559283336,27.875,13.649,20.18,14.679,8.731,19.879,1646.328,0.843,395.862,25.012,14.286,10.899,0,0,0,0,0,5901.433,1.573,0,261.201,10.195,143.783,14.084,132.776,7.884,6.165,26.038,259.423,30.109,4.065,2.457,26.161,16.975,25.522,-3.704,0,12.423,4.539,1,0,3.926,3.126,0.001,1.092,2.861,0.004,0.005,14.994,12.36,12.584,13.365,12.795,12.625,14.112,13.001,14.562,13.128,12.337,12.537,12.499,11.158,11.169,12.839,15.527,0,0
3758405546,3.589100003,27.848,13.646,20.18,14.706,8.743,19.815,1631.77,0.848,395.852,25.019,14.286,10.699,0,0,0,0,0,5931.876,1.561,0,260.894,10.183,143.769,14.066,132.965,7.927,6.105,26.059,259.166,30.073,4.008,2.457,26.188,16.975,25.508,-3.704,0,12.416,4.489,1,0,3.92,3.125,0.001,1.116,2.863,0.004,0.005,14.965,12.349,12.6,13.372,12.797,12.622,14.126,13.005,14.562,13.14,12.324,12.526,12.484,11.147,11.164,12.834,15.533,0,0
3758405547,3.616316668,27.826,13.642,20.18,14.698,8.73,19.879,1644.022,0.831,395.838,24.988,14.287,10.721,0,0,0,0,0,5912.131,1.556,0,258.552,10.19,143.714,14.072,133.021,7.939,6.099,26.034,259.1,30.063,4.023,2.457,26.177,16.975,25.509,-3.704,0,12.418,4.479,1,0,3.885,3.103,0.001,1.132,2.838,0.004,0.005,14.954,12.345,12.596,13.36,12.782,12.626,14.12,12.995,14.524,13.133,12.32,12.523,12.479,11.156,11.164,12.835,15.524,0,0
3758405549,3.646483334,27.847,13.691,20.179,14.668,8.762,19.88,1637.284,0.846,395.872,24.99,14.286,10.674,0,0,0,0,0,5903.21,1.591,0,259.56,10.184,143.747,14.066,133.131,7.964,6.067,26.032,259.24,30.083,4.045,2.457,26.167,16.975,25.524,-3.704,0,12.417,4.452,1,0,3.9,3.141,0.001,1.273,2.958,0.004,0.005,14.967,12.345,12.597,13.356,12.78,12.622,14.097,12.998,14.487,13.118,12.322,12.526,12.493,11.155,11.157,12.83,15.528,0,0
3758405551,3.676050003,27.842,13.668,20.18,14.7,8.761,19.764,1623.72,0.838,395.86,24.989,14.288,10.659,0,0,0,0,0,5960.64,1.565,0,258.98,10.177,143.716,14.069,132.848,7.9,6.135,26.039,259.081,30.061,4.015,2.457,26.16,16.975,25.492,-3.704,0,12.432,4.532,1,0,3.892,3.113,0.001,1.198,2.915,0.004,0.005,14.961,12.313,12.586,13.355,12.788,12.611,14.086,13.004,14.487,13.115,12.338,12.521,12.481,11.148,11.151,12.831,15.524,0,0
3758405553,3.711933335,27.859,13.663,20.18,14.687,8.755,19.878,1635.298,0.823,395.902,24.969,14.285,10.585,0,0,0,0,0,5917.631,1.575,0,260.828,10.156,143.686,14.147,132.802,7.89,6.223,26.017,259.427,30.11,4.087,2.457,26.17,16.975,25.503,-3.704,0,12.428,4.538,1,0,3.923,3.087,0.001,1.163,2.915,0.004,0.005,14.958,12.319,12.585,13.349,12.771,12.608,14.09,12.979,14.472,13.122,12.315,12.51,12.487,11.153,11.157,12.833,15.532,0,0
3758405555,3.739950005,27.845,13.682,20.18,14.687,8.748,19.879,1623.382,0.835,395.816,24.967,14.286,10.597,0,0,0,0,0,5935.751,1.573,0,260.069,10.158,143.583,14.151,132.952,7.923,6.193,26.051,259.145,30.07,4.013,2.457,26.155,16.975,25.537,-3.704,0,12.411,4.488,1,0,3.91,3.127,0.001,1.244,2.897,0.004,0.005,14.965,12.332,12.586,13.343,12.775,12.61,14.075,12.967,14.42,13.113,12.307,12.517,12.486,11.156,11.165,12.828,15.517,0,0
3758405557,3.775683339,27.852,13.688,20.18,14.689,8.724,19.879,1642.948,0.822,395.862,24.984,14.285,10.53,0,0,0,0,0,5931.191,1.576,0,259.891,10.14,143.597,14.156,132.777,7.884,6.238,26.02,259.181,30.075,4.049,2.457,26.144,16.975,25.528,-3.704,0,12.404,4.52,1,0,3.909,3.122,0.001,1.256,2.834,0.004,0.005,14.929,12.302,12.572,13.327,12.767,12.593,14.075,12.96,14.4,13.107,12.308,12.502,12.469,11.133,11.134,12.819,15.516,0,0
3758405559,3.811700002,27.858,13.649,20.18,14.662,8.72,19.764,1666.318,0.844,395.832,25.004,14.286,10.481,0,0,0,0,0,5936.703,1.573,0,260.997,10.147,143.512,14.161,132.596,7.843,6.284,26.034,259.061,30.058,4.017,2.457,26.171,16.975,25.527,-3.704,0,12.403,4.561,1,0,3.926,3.135,0.001,1.113,2.853,0.004,0.005,14.957,12.308,12.569,13.324,12.77,12.604,14.065,12.968,14.41,13.106,12.301,12.504,12.475,11.148,11.141,12.823,15.526,0,0
3758405561,3.841650001,27.876,13.629,20.18,14.681,8.725,19.879,1644.199,0.872,395.862,25.002,14.285,10.195,0,0,0,0,0,5930.588,1.582,0,261.282,10.151,143.544,14.244,132.752,7.878,6.332,26.034,259.312,30.094,4.053,2.457,26.16,16.975,25.519,-3.704,0,12.413,4.534,1,0,3.932,3.162,0.001,1.023,2.845,0.004,0.005,14.966,12.303,12.557,13.324,12.771,12.607,14.075,12.969,14.435,13.115,12.297,12.493,12.468,11.125,11.127,12.832,15.518,0,0
3758405562,3.872016668,27.858,13.621,20.18,14.661,8.76,19.765,1636.565,0.846,395.823,24.996,14.287,10.07,0,0,0,0,0,5946.057,1.571,0,261.037,10.141,143.562,14.243,132.637,7.852,6.356,26.039,259.249,30.084,4.039,2.457,26.162,16.975,25.534,-3.704,0,12.402,4.55,1,0,3.928,3.094,0.001,1.016,2.96,0.004,0.005,14.967,12.299,12.554,13.316,12.758,12.601,14.078,12.961,14.455,13.097,12.289,12.493,12.462,11.129,11.134,12.834,15.524,0,0
3758405564,3.902100007,27.87,13.646,20.18,14.672,8.744,19.837,1628.417,0.837,395.879,24.991,14.287,10.123,0,0,0,0,0,5927.73,1.579,0,260.086,10.133,143.519,14.311,132.654,7.857,6.42,26.006,258.881,30.032,4.02,2.457,26.177,16.975,25.528,-3.704,0,12.387,4.531,1,0,3.916,3.106,0.001,1.085,2.906,0.004,0.005,14.955,12.296,12.559,13.32,12.763,12.585,14.076,12.937,14.467,13.083,12.281,12.49,12.458,11.121,11.125,12.83,15.532,0,0
3758405566,3.931500006,27.859,13.654,20.179,14.663,8.742,19.88,1599.312,0.828,395.879,25.017,14.286,9.996,0,0,0,0,0,5940.837,1.56,0,261.966,10.14,143.478,14.352,132.837,7.898,6.42,26.028,258.924,30.039,4.005,2.457,26.175,16.975,25.53,-3.704,0,12.4,4.502,1,0,3.944,3.097,0.001,1.13,2.912,0.004,0.005,14.95,12.302,12.556,13.328,12.751,12.581,14.072,12.946,14.479,13.1,12.283,12.491,12.465,11.114,11.115,12.839,15.525,0,0
3758405568,3.959050004,27.889,13.655,20.18,14.663,8.738,19.766,1659.7,0.795,395.843,25.021,14.287,9.781,0,0,0,0,0,5909.311,1.581,0,259.609,10.136,143.512,14.408,132.671,7.86,6.513,26.027,259.132,30.068,4.035,2.457,26.168,16.975,25.514,-3.704,0,12.394,4.534,1,0,3.911,3.045,0.001,1.092,2.901,0.004,0.005,14.952,12.295,12.557,13.32,12.746,12.582,14.054,12.939,14.469,13.101,12.282,12.484,12.446,11.112,11.112,12.84,15.526,0,0
3758405570,3.994516667,27.86,13.645,20.178,14.681,8.739,19.764,1640.349,0.864,395.871,25.002,14.286,9.65,0,0,0,0,0,5943.271,1.573,0,261.075,10.141,143.494,14.45,132.804,7.89,6.525,26,259.319,30.095,4.089,2.457,26.163,16.975,25.533,-3.704,0,12.393,4.502,1,0,3.934,3.152,0.001,1.096,2.881,0.004,0.005,14.917,12.288,12.548,13.335,12.746,12.601,14.056,12.934,14.495,13.095,12.297,12.488,12.441,11.108,11.118,12.839,15.522,0,0
3758405571,4.022083338,27.863,13.657,20.18,14.676,8.732,19.879,1617.814,0.841,395.847,24.99,14.286,9.634,0,0,0,0,0,5931.702,1.56,0,260.792,10.149,143.515,14.486,132.702,7.867,6.584,26.009,259.205,30.078,4.063,2.457,26.181,16.975,25.523,-3.704,0,12.393,4.526,1,0,3.931,3.128,0.001,1.133,2.868,0.004,0.005,14.927,12.287,12.551,13.329,12.762,12.59,14.06,12.93,14.518,13.093,12.293,12.483,12.444,11.108,11.118,12.844,15.52,0,0
3758405573,4.052666672,27.872,13.697,20.18,14.678,8.721,19.88,1663.297,0.816,395.848,24.983,14.286,9.65,0,0,0,0,0,5908.759,1.572,0,261.078,10.146,143.555,14.543,132.69,7.864,6.644,26.016,259.045,30.056,4.033,2.457,26.186,16.975,25.531,-3.704,0,12.403,4.539,1,0,3.936,3.12,0.001,1.262,2.838,0.004,0.005,14.919,12.287,12.546,13.336,12.749,12.574,14.063,12.931,14.515,13.083,12.276,12.475,12.443,11.101,11.119,12.842,15.509,0,0
3758405575,4.083333333,27.877,13.687,20.179,14.676,8.746,19.878,1633.928,0.868,395.838,25.005,14.286,9.782,0,0,0,0,0,5929.611,1.575,0,261.184,10.145,143.539,14.583,132.677,7.861,6.687,26.016,259.277,30.088,4.066,2.457,26.188,16.975,25.506,-3.704,0,12.397,4.536,1,0,3.939,3.185,0.001,1.219,2.905,0.004,0.005,14.921,12.258,12.53,13.319,12.733,12.576,14.043,12.927,14.526,13.078,12.269,12.476,12.44,11.09,11.102,12.847,15.524,0,0
3758405577,4.113366667,27.897,13.693,20.18,14.672,8.724,19.88,1654.518,0.834,395.847,25.031,14.288,9.803,0,0,0,0,0,5935.177,1.566,0,262.338,10.154,143.535,14.656,132.692,7.865,6.756,25.993,259.327,30.096,4.096,2.457,26.154,16.975,25.531,-3.704,0,12.404,4.539,1,0,3.959,3.146,0.001,1.211,2.851,0.004,0.005,14.96,12.275,12.542,13.309,12.73,12.563,14.05,12.937,14.524,13.068,12.269,12.477,12.447,11.094,11.104,12.853,15.508,0,0
3758405579,4.141916672,27.853,13.7,20.18,14.674,8.737,19.88,1642.472,0.858,395.894,25.01,14.286,9.738,0,0,0,0,0,5919.362,1.574,0,262.209,10.15,143.579,14.691,132.828,7.896,6.76,25.994,259.117,30.066,4.066,2.457,26.17,16.975,25.52,-3.704,0,12.387,4.491,1,0,3.957,3.184,0.001,1.296,2.884,0.004,0.005,15.007,12.281,12.532,13.31,12.724,12.574,14.052,12.945,14.569,13.076,12.278,12.486,12.446,11.09,11.111,12.841,15.517,0,0
3758405580,4.170650005,27.869,13.692,20.18,14.691,8.73,19.879,1638.202,0.844,395.862,25,14.286,9.743,0,0,0,0,0,5931.963,1.581,0,260.004,10.144,143.555,14.747,132.799,7.889,6.823,25.993,259.046,30.056,4.057,2.457,26.168,16.975,25.519,-3.704,0,12.393,4.504,1,0,3.925,3.158,0.001,1.246,2.845,0.004,0.005,15.032,12.285,12.538,13.305,12.726,12.581,14.056,12.966,14.554,13.088,12.268,12.478,12.438,11.089,11.111,12.852,15.524,0,0
3758405582,4.194616667,27.857,13.648,20.179,14.666,8.738,19.88,1634.935,0.839,395.862,25.006,14.287,9.572,0,0,0,0,0,5945.11,1.577,0,261.753,10.17,143.53,14.785,132.784,7.886,6.865,26,259.235,30.083,4.076,2.457,26.166,16.975,25.522,-3.704,0,12.385,4.5,1,0,3.952,3.114,0.001,1.108,2.897,0.004,0.005,15.066,12.286,12.547,13.296,12.733,12.57,14.055,12.949,14.56,13.058,12.253,12.468,12.438,11.079,11.097,12.852,15.527,0,0
3758405584,4.225683339,27.876,13.681,20.181,14.677,8.735,19.879,1635.338,0.835,395.868,25.013,14.285,9.539,0,0,0,0,0,5937.312,1.567,0,263.195,10.17,143.65,14.776,132.791,7.887,6.854,26.02,259.067,30.059,4.032,2.457,26.188,16.975,25.536,-3.704,0,12.393,4.506,1,0,3.973,3.133,0.001,1.201,2.877,0.004,0.005,15.094,12.279,12.545,13.289,12.736,12.585,14.059,12.958,14.601,13.07,12.265,12.476,12.438,11.078,11.105,12.86,15.503,0,0
3758405586,4.261350004,27.902,13.658,20.18,14.654,8.735,19.88,1630.352,0.836,395.832,24.982,14.286,9.48,0,0,0,0,0,5921.736,1.586,0,262.631,10.171,143.649,14.799,132.942,7.921,6.843,25.993,259.15,30.07,4.071,2.457,26.171,16.975,25.534,-3.704,0,12.386,4.465,1,0,3.966,3.117,0.001,1.087,2.903,0.004,0.005,15.125,12.276,12.548,13.29,12.724,12.559,14.06,12.968,14.621,13.068,12.259,12.47,12.443,11.083,11.106,12.851,15.525,0,0
3758405588,4.29446667,27.895,13.666,20.18,14.683,8.732,19.879,1623.613,0.83,395.839,25.013,14.286,9.474,0,0,0,0,0,5952.195,1.558,0,262.561,10.179,143.656,14.78,133.026,7.94,6.805,26.018,259.331,30.096,4.072,2.457,26.189,16.975,25.555,-3.704,0,12.409,4.469,1,0,3.963,3.115,0.001,1.123,2.861,0.004,0.005,15.148,12.281,12.53,13.29,12.725,12.561,14.066,12.968,14.631,13.069,12.258,12.468,12.444,11.061,11.087,12.865,15.53,0,0
3758405589,4.31891667,27.902,13.695,20.18,14.709,8.716,19.88,1623.732,0.822,395.863,25.012,14.286,9.53,0,0,0,0,0,5906.39,1.587,0,261.855,10.181,143.695,14.818,133.034,7.942,6.842,26.005,259.246,30.084,4.073,2.457,26.19,16.975,25.544,-3.704,0,12.423,4.48,1,0,3.954,3.133,0.001,1.214,2.786,0.004,0.005,15.152,12.292,12.54,13.289,12.724,12.567,14.08,12.966,14.652,13.059,12.259,12.459,12.448,11.081,11.094,12.868,15.534,0,0
3758405592,4.35593334,27.887,13.67,20.18,14.678,8.727,19.764,1630.927,0.808,395.861,24.981,14.286,9.556,0,0,0,0,0,5906.84,1.575,0,261.223,10.183,143.704,14.807,133.048,7.945,6.827,26.019,259.539,30.126,4.1,2.457,26.164,16.975,25.527,-3.704,0,12.418,4.472,1,0,3.943,3.109,0.001,1.148,2.853,0.004,0.005,15.162,12.274,12.517,13.291,12.738,12.569,14.073,12.974,14.69,13.069,12.268,12.437,12.427,11.066,11.073,12.87,15.55,0,0
3758405593,4.385950001,27.891,13.708,20.18,14.673,8.745,19.878,1611.067,0.831,395.862,25,14.286,9.502,0,0,0,0,0,5934.271,1.584,0,261.004,10.197,143.712,14.816,133.095,7.956,6.825,26.033,259.224,30.081,4.042,2.457,26.183,16.975,25.525,-3.704,0,12.434,4.478,1,0,3.939,3.139,0.001,1.273,2.906,0.004,0.005,15.161,12.297,12.54,13.28,12.726,12.565,14.075,12.986,14.669,13.053,12.262,12.452,12.456,11.088,11.1,12.874,15.516,0,0
3758405596,4.424650002,27.901,13.72,20.18,14.696,8.732,19.88,1621.947,0.808,395.848,25.002,14.286,9.47,0,0,0,0,0,5949.785,1.57,0,261.91,10.195,143.779,14.795,133.031,7.942,6.819,26,259.191,30.076,4.07,2.457,26.168,16.975,25.514,-3.704,0,12.429,4.488,1,0,3.954,3.116,0.001,1.299,2.846,0.004,0.005,15.168,12.284,12.534,13.294,12.737,12.566,14.081,13.015,14.697,13.061,12.269,12.462,12.455,11.079,11.098,12.873,15.536,0,0
3758405597,4.452833335,27.882,13.66,20.179,14.686,8.725,19.88,1643.997,0.82,395.864,24.993,14.287,9.469,0,0,0,0,0,5926.92,1.588,0,262.526,10.196,143.77,14.792,133.084,7.954,6.804,26.001,259.423,30.109,4.102,2.457,26.179,16.975,25.553,-3.704,0,12.448,4.494,1,0,3.963,3.099,0.001,1.119,2.839,0.004,0.005,15.157,12.271,12.509,13.275,12.714,12.562,14.072,13.005,14.697,13.058,12.252,12.449,12.437,11.073,11.085,12.884,15.518,0,0
3758405599,4.476633334,27.882,13.725,20.18,14.703,8.742,19.763,1644.052,0.846,395.885,25.01,14.287,9.613,0,0,0,0,0,5956.257,1.571,0,261.262,10.206,143.771,14.759,133.062,7.949,6.775,26.027,259.326,30.096,4.062,2.457,26.197,16.975,25.566,-3.704,0,12.429,4.481,1,0,3.942,3.177,0.001,1.341,2.862,0.004,0.005,15.2,12.281,12.53,13.287,12.719,12.566,14.071,13.013,14.706,13.067,12.259,12.461,12.45,11.088,11.084,12.878,15.532,0,0
3758405600,4.503866673,27.883,13.681,20.18,14.701,8.71,19.861,1638.897,0.822,395.887,25,14.285,9.756,0,0,0,0,0,5956.465,1.584,0,261.104,10.201,143.817,14.76,132.975,7.929,6.796,26.021,259.517,30.123,4.096,2.457,26.175,16.975,25.535,-3.704,0,12.454,4.525,1,0,3.941,3.165,0.001,1.192,2.782,0.004,0.005,15.239,12.283,12.532,13.282,12.719,12.567,14.087,13.01,14.673,13.054,12.251,12.466,12.444,11.085,11.087,12.889,15.528,0,0
3758405602,4.534016673,27.898,13.667,20.179,14.679,8.719,19.88,1627.885,0.84,395.824,25.004,14.286,9.714,0,0,0,0,0,5950.365,1.592,0,259.747,10.188,143.795,14.766,132.996,7.933,6.798,26.033,259.553,30.127,4.088,2.457,26.194,16.975,25.526,-3.704,0,12.446,4.512,1,0,3.92,3.14,0.001,1.123,2.831,0.004,0.005,15.227,12.293,12.529,13.302,12.74,12.579,14.096,13.013,14.698,13.058,12.258,12.467,12.45,11.087,11.1,12.885,15.54,0,0
3758405604,4.565383339,27.9,13.67,20.179,14.673,8.729,19.764,1666.742,0.827,395.837,24.985,14.286,9.755,0,0,0,0,0,5962.536,1.563,0,262.512,10.198,143.736,14.743,132.932,7.919,6.79,26.048,259.371,30.102,4.047,2.457,26.195,16.975,25.537,-3.704,0,12.447,4.528,1,0,3.961,3.115,0.001,1.128,2.865,0.004,0.005,15.214,12.29,12.534,13.28,12.72,12.559,14.087,12.999,14.701,13.05,12.252,12.457,12.439,11.09,11.094,12.882,15.533,0,0
3758405606,4.593800004,27.876,13.645,20.18,14.7,8.72,19.764,1635.02,0.872,395.856,25.002,14.288,9.914,0,0,0,0,0,5915.179,1.583,0,261.886,10.186,143.784,14.713,132.966,7.927,6.752,26.015,259.319,30.095,4.073,2.457,26.183,16.975,25.537,-3.704,0,12.434,4.507,1,0,3.951,3.177,0.001,1.075,2.808,0.004,0.005,15.21,12.304,12.547,13.303,12.735,12.579,14.098,13.02,14.718,13.063,12.274,12.474,12.449,11.097,11.104,12.87,15.535,0,0
3758405608,4.623300004,27.894,13.693,20.18,14.7,8.73,19.763,1631.822,0.835,395.896,24.973,14.285,10.019,0,0,0,0,0,5947.309,1.574,0,261.497,10.187,143.726,14.719,132.976,7.929,6.755,26.04,259.288,30.09,4.044,2.457,26.18,16.975,25.577,-3.704,0,12.431,4.502,1,0,3.945,3.144,0,1.219,2.837,0.004,0.005,15.179,12.309,12.554,13.316,12.745,12.577,14.092,13.016,14.714,13.07,12.288,12.483,12.459,11.107,11.115,12.873,15.539,0,0
3758405609,4.653050001,27.887,13.72,20.18,14.687,8.72,19.88,1600.553,0.832,395.833,25.037,14.286,9.896,0,0,0,0,0,5934.016,1.556,0,263.17,10.196,143.731,14.674,132.938,7.92,6.719,26.028,259.387,30.104,4.07,2.457,26.191,16.975,25.541,-3.704,0,12.446,4.525,1,0,3.97,3.164,0.001,1.321,2.825,0.004,0.005,15.173,12.298,12.557,13.353,12.75,12.585,14.094,13.016,14.737,13.07,12.283,12.477,12.463,11.099,11.102,12.877,15.545,0,0
3758405611,4.683033339,27.892,13.667,20.18,14.672,8.72,19.88,1654.529,0.796,395.846,24.992,14.285,9.977,0,0,0,0,0,5903.251,1.566,0,262.091,10.204,143.773,14.66,132.82,7.894,6.731,26.017,259.191,30.076,4.053,2.457,26.181,16.975,25.53,-3.704,0,12.435,4.541,1,0,3.954,3.066,0.001,1.132,2.842,0.004,0.005,15.136,12.302,12.555,13.348,12.763,12.588,14.107,13.053,14.717,13.092,12.299,12.479,12.467,11.094,11.107,12.871,15.541,0,0
3758405613,4.713166674,27.883,13.65,20.18,14.683,8.732,19.764,1627.152,0.858,395.832,25.039,14.286,10.133,0,0,0,0,0,5919.77,1.582,0,262.561,10.204,143.809,14.636,133.126,7.963,6.638,26.001,259.271,30.088,4.08,2.457,26.187,16.975,25.564,-3.704,0,12.441,4.478,1,0,3.96,3.15,0.001,1.085,2.861,0.004,0.005,15.131,12.31,12.566,13.33,12.759,12.572,14.108,13.031,14.733,13.092,12.294,12.48,12.466,11.114,11.11,12.871,15.529,0,0
3758405615,4.743500002,27.868,13.651,20.18,14.692,8.725,19.763,1640.052,0.826,395.854,25.007,14.286,10.18,0,0,0,0,0,5946.91,1.593,0,263.102,10.206,143.812,14.593,133.216,7.983,6.575,26.017,259.236,30.083,4.059,2.457,26.178,16.975,25.539,-3.704,0,12.442,4.459,1,0,3.966,3.103,0.001,1.108,2.831,0.004,0.005,15.13,12.313,12.56,13.333,12.775,12.584,14.122,13.041,14.738,13.107,12.313,12.505,12.486,11.123,11.133,12.868,15.528,0,0
3758405617,4.774716671,27.884,13.678,20.18,14.696,8.737,19.88,1625.13,0.841,395.863,24.992,14.285,10.135,0,0,0,0,0,5964.293,1.59,0,262.154,10.207,143.821,14.563,133.049,7.946,6.583,26.032,259.558,30.128,4.09,2.457,26.193,16.975,25.547,-3.704,0,12.424,4.478,1,0,3.951,3.139,0.001,1.179,2.859,0.004,0.005,15.119,12.304,12.552,13.346,12.759,12.595,14.11,13.039,14.754,13.097,12.295,12.481,12.485,11.115,11.119,12.86,15.521,0,0
3758405618,4.798683333,27.861,13.662,20.18,14.68,8.75,19.764,1625.036,0.824,395.833,25.034,14.286,10.182,0,0,0,0,0,5959.552,1.582,0,262.591,10.222,143.825,14.542,133.235,7.987,6.521,25.998,259.52,30.123,4.119,2.457,26.184,16.975,25.545,-3.704,0,12.435,4.448,1,0,3.958,3.092,0.001,1.155,2.912,0.004,0.005,15.127,12.311,12.568,13.365,12.77,12.602,14.126,13.047,14.771,13.105,12.319,12.489,12.483,11.124,11.13,12.861,15.535,0,0
3758405620,4.834483337,27.86,13.655,20.18,14.667,8.729,19.879,1626.813,0.822,395.854,25.004,14.285,10.146,0,0,0,0,0,5959.198,1.574,0,259.574,10.224,143.896,14.497,133.116,7.961,6.502,26.024,259.08,30.061,4.03,2.457,26.196,16.975,25.54,-3.704,0,12.443,4.482,1,0,3.911,3.099,0.001,1.133,2.874,0.004,0.005,15.132,12.316,12.572,13.353,12.779,12.592,14.102,13.029,14.76,13.112,12.311,12.492,12.48,11.121,11.127,12.87,15.52,0,0
3758405622,4.862866672,27.855,13.643,20.18,14.668,8.734,19.763,1657.487,0.826,395.833,25.012,14.286,10.182,0,0,0,0,0,5932.429,1.585,0,260.623,10.209,143.905,14.447,133.117,7.961,6.452,26.013,259.379,30.103,4.084,2.457,26.203,16.975,25.538,-3.704,0,12.45,4.489,1,0,3.926,3.091,0.001,1.096,2.885,0.004,0.005,15.124,12.319,12.58,13.339,12.764,12.59,14.111,13.028,14.754,13.09,12.312,12.491,12.479,11.12,11.134,12.869,15.53,0,0
