Time elapsed (s),Time elapsed (s),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3758402378,0.782316669,25.832,12.634,21.821,13.172,7.88,21.622,1616.23,0.852,395.611,24.274,14.277,8.773,0,0,0,0,0,5928.526,1.594,0,250.614,8.892,137.925,12.772,127.216,6.606,6.133,25.448,254.47,29.401,3.947,2.457,24.778,16.975,23.59,-3.704,0,11.037,4.431,1,0,3.778,2.945,0.001,0.347,2.453,0.004,0.005,13.266,10.838,11.084,11.863,11.341,11.161,12.567,11.509,13.135,11.642,10.873,11.07,11.033,9.713,9.725,11.41,14.003,0,0
3758402380,0.810149995,25.83,12.654,21.821,13.19,7.885,21.623,1635.472,0.82,395.611,24.285,14.278,8.827,0,0,0,0,0,5943.57,1.58,0,250.362,8.906,137.779,12.741,127.303,6.626,6.082,25.419,254.654,29.428,4.002,2.457,24.749,16.975,23.601,-3.704,0,11.054,4.428,1,0,3.775,2.905,0.001,0.417,2.445,0.004,0.005,13.265,10.848,11.098,11.877,11.324,11.173,12.57,11.532,13.136,11.639,10.881,11.081,11.04,9.729,9.723,11.421,14.009,0,0
3758402382,0.839949997,25.833,12.689,21.82,13.192,7.873,21.506,1641.825,0.842,395.625,24.275,14.278,8.879,0,0,0,0,0,5920.526,1.588,0,249.913,8.896,137.844,12.71,127.206,6.604,6.073,25.424,254.599,29.42,3.989,2.457,24.772,16.975,23.609,-3.704,0,11.041,4.438,1,0,3.767,2.971,0.001,0.535,2.41,0.004,0.005,13.244,10.84,11.085,11.881,11.33,11.177,12.588,11.541,13.128,11.658,10.877,11.07,11.036,9.734,9.727,11.426,14.011,0,0
3758402383,0.870116663,25.827,12.698,21.82,13.212,7.864,21.506,1621.458,0.85,395.633,24.26,14.278,8.954,0,0,0,0,0,5935.164,1.584,0,250.858,8.902,137.797,12.708,127.3,6.626,6.049,25.42,254.42,29.394,3.968,2.457,24.751,16.975,23.596,-3.704,0,11.041,4.415,1,0,3.781,2.994,0.001,0.575,2.363,0.004,0.005,13.253,10.855,11.106,11.88,11.327,11.164,12.578,11.521,13.146,11.656,10.877,11.082,11.047,9.723,9.72,11.418,14.007,0,0
3758402385,0.894583329,25.809,12.707,21.82,13.196,7.898,21.621,1608.118,0.826,395.617,24.263,14.277,8.946,0,0,0,0,0,5928.688,1.568,0,249.943,8.879,137.825,12.677,127.205,6.603,6.041,25.413,254.41,29.393,3.973,2.457,24.767,16.975,23.585,-3.704,0,11.06,4.457,1,0,3.767,2.943,0.001,0.63,2.473,0.004,0.005,13.243,10.86,11.105,11.869,11.331,11.18,12.567,11.52,13.132,11.654,10.877,11.078,11.054,9.73,9.734,11.427,13.989,0,0
3758402387,0.927316666,25.799,12.672,21.821,13.186,7.882,21.622,1656.104,0.811,395.607,24.252,14.278,8.949,0,0,0,0,0,5901.612,1.597,0,251.024,8.886,137.722,12.695,127.17,6.595,6.067,25.419,254.449,29.398,3.973,2.457,24.751,16.975,23.601,-3.704,0,11.06,4.465,1,0,3.784,2.905,0.001,0.524,2.441,0.004,0.005,13.234,10.846,11.103,11.851,11.344,11.177,12.562,11.524,13.133,11.658,10.88,11.068,11.034,9.72,9.714,11.415,13.998,0,0
3758402389,0.958316668,25.826,12.66,21.821,13.186,7.911,21.622,1638.896,0.866,395.639,24.277,14.277,8.955,0,0,0,0,0,5949.824,1.568,0,250.096,8.888,137.755,12.702,127.154,6.592,6.077,25.421,254.498,29.405,3.978,2.457,24.755,16.975,23.598,-3.704,0,11.044,4.453,1,0,3.77,2.966,0.001,0.446,2.517,0.004,0.005,13.241,10.864,11.137,11.859,11.35,11.169,12.578,11.537,13.137,11.67,10.886,11.092,11.055,9.738,9.74,11.411,14.011,0,0
3758402390,0.988999995,25.826,12.637,21.82,13.172,7.888,21.622,1641.285,0.846,395.613,24.261,14.277,8.914,0,0,0,0,0,5901.654,1.585,0,252.915,8.9,137.763,12.7,127.055,6.568,6.099,25.394,254.167,29.358,3.958,2.457,24.77,16.975,23.6,-3.704,0,11.05,4.481,1,0,3.814,2.933,0.001,0.366,2.475,0.004,0.005,13.254,10.85,11.122,11.883,11.352,11.185,12.593,11.542,13.114,11.683,10.883,11.082,11.053,9.733,9.734,11.413,14.002,0,0
3758402392,1.016650001,25.829,12.648,21.82,13.198,7.87,21.623,1629.391,0.849,395.602,24.281,14.277,8.799,0,0,0,0,0,5928.879,1.57,0,254.528,8.894,137.818,12.696,127.067,6.571,6.092,25.423,254.185,29.36,3.931,2.457,24.776,16.975,23.608,-3.704,0,11.041,4.47,1,0,3.837,2.956,0.001,0.4,2.395,0.004,0.005,13.23,10.866,11.146,11.887,11.354,11.198,12.598,11.538,13.074,11.686,10.899,11.092,11.049,9.739,9.744,11.415,14.015,0,0
3758402394,1.040266665,25.83,12.667,21.821,13.205,7.878,21.622,1629.425,0.835,395.61,24.28,14.277,8.755,0,0,0,0,0,5905.053,1.584,0,252.908,8.907,137.79,12.71,127.129,6.585,6.091,25.414,254.608,29.421,4.001,2.457,24.794,16.975,23.583,-3.704,0,11.049,4.463,1,0,3.813,2.942,0.001,0.463,2.408,0.004,0.005,13.24,10.881,11.152,11.887,11.343,11.184,12.593,11.524,13.089,11.678,10.882,11.083,11.044,9.743,9.747,11.419,14.006,0,0
3758402395,1.064649995,25.811,12.652,21.82,13.176,7.897,21.622,1642.195,0.85,395.611,24.254,14.278,8.771,0,0,0,0,0,5905.18,1.58,0,249.733,8.917,137.847,12.727,127.275,6.619,6.074,25.411,254.303,29.377,3.96,2.457,24.757,16.975,23.591,-3.704,0,11.057,4.437,1,0,3.765,2.921,0.001,0.44,2.494,0.004,0.005,13.234,10.873,11.158,11.888,11.353,11.196,12.608,11.53,13.092,11.683,10.905,11.092,11.052,9.745,9.748,11.414,14.015,0,0
3758402397,1.09145,25.837,12.629,21.821,13.178,7.865,21.622,1615.918,0.847,395.62,24.261,14.277,8.784,0,0,0,0,0,5928.018,1.59,0,251.926,8.915,137.895,12.744,127.333,6.633,6.078,25.434,254.669,29.43,3.99,2.457,24.776,16.975,23.591,-3.704,0,11.064,4.431,1,0,3.798,2.947,0.001,0.323,2.407,0.004,0.005,13.224,10.878,11.164,11.91,11.374,11.202,12.624,11.546,13.109,11.696,10.923,11.102,11.046,9.762,9.754,11.43,14.002,0,0
3758402398,1.120166667,25.837,12.679,21.821,13.169,7.886,21.623,1628.687,0.82,395.592,24.275,14.277,8.735,0,0,0,0,0,5937.126,1.595,0,250.549,8.914,137.883,12.729,127.247,6.613,6.083,25.441,254.56,29.414,3.966,2.457,24.764,16.975,23.608,-3.704,0,11.049,4.436,1,0,3.777,2.921,0.001,0.496,2.473,0.004,0.005,13.238,10.881,11.182,11.913,11.382,11.208,12.618,11.539,13.122,11.698,10.91,11.107,11.056,9.763,9.767,11.418,14.012,0,0
3758402400,1.155816666,25.839,12.663,21.82,13.193,7.874,21.622,1661.203,0.835,395.595,24.267,14.278,8.682,0,0,0,0,0,5946.161,1.584,0,249.608,8.896,137.882,12.731,127.166,6.594,6.104,25.421,254.329,29.381,3.953,2.457,24.772,16.975,23.626,-3.704,0,11.059,4.465,1,0,3.763,2.941,0.001,0.44,2.414,0.004,0.005,13.232,10.881,11.156,11.894,11.367,11.198,12.614,11.539,13.116,11.685,10.909,11.106,11.058,9.76,9.751,11.43,14.004,0,0
3758402403,1.192733335,25.829,12.629,21.819,13.155,7.886,21.622,1634.537,0.872,395.624,24.252,14.278,8.607,0,0,0,0,0,5927.103,1.595,0,252.945,8.919,137.8,12.748,127.308,6.627,6.088,25.42,254.711,29.436,4.009,2.457,24.762,16.975,23.606,-3.704,0,11.049,4.422,1,0,3.814,2.968,0.001,0.332,2.49,0.004,0.005,13.24,10.882,11.163,11.918,11.38,11.205,12.62,11.531,13.125,11.71,10.929,11.101,11.065,9.762,9.769,11.429,14.018,0,0
3758402405,1.222666669,25.818,12.698,21.821,13.156,7.88,21.623,1609.039,0.842,395.618,24.271,14.278,8.542,0,0,0,0,0,5946.116,1.587,0,250.544,8.905,137.901,12.758,127.176,6.597,6.128,25.435,254.604,29.42,3.979,2.457,24.758,16.975,23.607,-3.704,0,11.064,4.467,1,0,3.778,2.971,0.001,0.586,2.475,0.004,0.005,13.217,10.866,11.152,11.905,11.366,11.205,12.606,11.534,13.082,11.685,10.928,11.095,11.049,9.763,9.769,11.427,14.003,0,0
3758402406,1.254700001,25.84,12.697,21.82,13.183,7.88,21.622,1646.441,0.813,395.641,24.268,14.278,8.611,0,0,0,0,0,5932.501,1.571,0,253.391,8.908,137.841,12.734,127.256,6.615,6.086,25.419,254.469,29.401,3.976,2.457,24.77,16.975,23.612,-3.704,0,11.06,4.444,1,0,3.82,2.924,0.001,0.554,2.44,0.004,0.005,13.22,10.867,11.151,11.916,11.365,11.192,12.608,11.52,13.081,11.686,10.913,11.092,11.048,9.749,9.764,11.423,14.021,0,0
3758402408,1.284566665,25.83,12.641,21.821,13.154,7.891,21.621,1600.464,0.855,395.626,24.249,14.278,8.565,0,0,0,0,0,5905.357,1.584,0,253.783,8.923,137.854,12.74,127.36,6.639,6.067,25.391,254.393,29.39,3.993,2.457,24.749,16.975,23.605,-3.704,0,11.062,4.423,1,0,3.827,2.948,0.001,0.373,2.504,0.004,0.005,13.224,10.863,11.141,11.912,11.362,11.211,12.607,11.537,13.104,11.671,10.918,11.086,11.053,9.751,9.751,11.429,14.009,0,0
3758402410,1.320166667,25.83,12.645,21.819,13.154,7.901,21.622,1659.832,0.803,395.633,24.268,14.277,8.69,0,0,0,0,0,5927.148,1.588,0,253.496,8.918,137.92,12.714,127.14,6.588,6.093,25.413,254.461,29.4,3.981,2.457,24.783,16.975,23.588,-3.704,0,11.051,4.463,1,0,3.822,2.862,0.001,0.389,2.532,0.004,0.005,13.227,10.869,11.141,11.893,11.363,11.203,12.613,11.537,13.107,11.685,10.91,11.1,11.056,9.755,9.762,11.425,14.012,0,0
3758402412,1.347849997,25.816,12.643,21.821,13.168,7.895,21.622,1682.991,0.871,395.603,24.287,14.277,8.723,0,0,0,0,0,5934.239,1.568,0,253.392,8.929,137.896,12.681,127.347,6.636,6.012,25.406,254.671,29.43,4.018,2.457,24.774,16.975,23.631,-3.704,0,11.064,4.428,1,0,3.819,2.971,0.001,0.403,2.498,0.004,0.005,13.229,10.87,11.139,11.891,11.375,11.203,12.616,11.542,13.119,11.687,10.917,11.103,11.067,9.761,9.761,11.432,14.014,0,0
3758402413,1.371350002,25.83,12.7,21.821,13.185,7.887,21.622,1683.065,0.898,395.595,24.278,14.277,8.947,0,0,0,0,0,5900.983,1.582,0,250.541,8.91,137.949,12.679,127.287,6.622,6.023,25.415,254.453,29.399,3.977,2.457,24.76,16.975,23.603,-3.704,0,11.057,4.435,1,0,3.776,3.056,0.001,0.579,2.458,0.004,0.005,13.209,10.863,11.124,11.909,11.38,11.211,12.618,11.544,13.098,11.693,10.925,11.098,11.049,9.747,9.747,11.423,14.019,0,0
3758402415,1.402033329,25.849,12.685,21.821,13.174,7.884,21.623,1625.388,0.795,395.596,24.288,14.278,8.924,0,0,0,0,0,5901.254,1.582,0,253.797,8.925,137.863,12.694,127.274,6.619,6.042,25.429,254.689,29.433,3.997,2.457,24.745,16.975,23.62,-3.704,0,11.055,4.436,1,0,3.825,3.047,0.001,0.499,2.463,0.004,0.005,13.229,10.879,11.144,11.915,11.392,11.208,12.63,11.553,13.128,11.702,10.932,11.119,11.072,9.771,9.778,11.425,14.006,0,0
