Time elapsed (s),Time elapsed (s),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3758402417,1.43695,25.837,12.683,21.821,13.17,7.907,21.622,1628.359,0.831,395.62,24.27,14.278,8.895,0,0,0,0,0,5924.962,1.584,0,250.905,8.923,137.932,12.667,127.226,6.608,6.026,25.453,254.535,29.411,3.951,2.457,24.774,16.975,23.613,-3.704,0,11.055,4.447,1,0,3.78,2.929,0.001,0.509,2.528,0.004,0.005,13.201,10.865,11.136,11.914,11.384,11.204,12.632,11.551,13.113,11.704,10.917,11.096,11.057,9.745,9.752,11.428,14.014,0,0
3758402419,1.464549994,25.847,12.662,21.82,13.188,7.881,21.622,1642.219,0.834,395.616,24.28,14.277,8.832,0,0,0,0,0,5927.326,1.586,0,251.361,8.921,137.923,12.655,127.395,6.648,5.975,25.441,254.515,29.408,3.96,2.457,24.755,16.975,23.614,-3.704,0,11.069,4.421,1,0,3.787,2.935,0.001,0.422,2.438,0.004,0.005,13.214,10.874,11.152,11.917,11.387,11.213,12.652,11.558,13.138,11.716,10.928,11.109,11.069,9.764,9.765,11.433,14.012,0,0
3758402421,1.494816669,25.836,12.667,21.82,13.168,7.87,21.623,1617.9,0.85,395.612,24.253,14.278,8.812,0,0,0,0,0,5931.965,1.604,0,252.555,8.926,137.913,12.644,127.226,6.608,6.003,25.429,254.511,29.407,3.972,2.457,24.766,16.975,23.612,-3.704,0,11.066,4.458,1,0,3.805,2.97,0.001,0.456,2.432,0.004,0.005,13.213,10.89,11.173,11.923,11.381,11.213,12.625,11.564,13.135,11.692,10.918,11.106,11.062,9.765,9.767,11.433,14.016,0,0
3758402422,1.520166667,25.836,12.647,21.821,13.168,7.88,21.621,1617.901,0.822,395.638,24.296,14.279,8.872,0,0,0,0,0,5959.679,1.586,0,251.492,8.926,137.936,12.665,127.29,6.623,6.009,25.442,254.837,29.454,4.005,2.457,24.782,16.975,23.581,-3.704,0,11.077,4.454,1,0,3.789,2.906,0.001,0.383,2.459,0.004,0.005,13.203,10.876,11.15,11.906,11.378,11.216,12.626,11.573,13.145,11.709,10.932,11.11,11.064,9.762,9.763,11.431,14.011,0,0
3758402425,1.556000002,25.844,12.645,21.82,13.177,7.883,21.623,1630.11,0.836,395.659,24.279,14.278,8.89,0,0,0,0,0,5959.682,1.579,0,251.435,8.919,137.935,12.645,127.392,6.647,5.965,25.428,254.724,29.438,4.004,2.457,24.767,16.975,23.632,-3.704,0,11.061,4.413,1,0,3.788,2.904,0.001,0.369,2.456,0.004,0.005,13.208,10.879,11.141,11.899,11.362,11.21,12.628,11.555,13.148,11.692,10.928,11.095,11.063,9.773,9.766,11.43,14.013,0,0
3758402426,1.585983332,25.843,12.646,21.82,13.16,7.888,21.622,1641.973,0.836,395.626,24.283,14.278,8.901,0,0,0,0,0,5919.94,1.604,0,250.121,8.918,137.902,12.642,127.317,6.629,5.98,25.441,254.775,29.445,3.997,2.457,24.772,16.975,23.622,-3.704,0,11.084,4.455,1,0,3.768,2.923,0.001,0.371,2.49,0.004,0.005,13.225,10.883,11.151,11.916,11.378,11.212,12.63,11.584,13.141,11.702,10.931,11.099,11.056,9.769,9.751,11.432,14.007,0,0
3758402429,1.622533329,25.845,12.661,21.821,13.183,7.905,21.622,1608.984,0.85,395.642,24.304,14.277,9,0,0,0,0,0,5960.53,1.586,0,250.421,8.902,137.897,12.597,127.299,6.625,5.939,25.439,254.965,29.472,4.027,2.457,24.786,16.975,23.624,-3.704,0,11.061,4.436,1,0,3.772,2.945,0.001,0.423,2.505,0.004,0.005,13.223,10.878,11.145,11.91,11.363,11.203,12.624,11.591,13.142,11.696,10.92,11.108,11.059,9.762,9.747,11.418,14.005,0,0
3758402430,1.649916665,25.82,12.659,21.82,13.172,7.891,21.622,1633.109,0.812,395.611,24.267,14.278,8.986,0,0,0,0,0,5931.899,1.59,0,250.206,8.902,137.826,12.596,127.167,6.594,5.969,25.457,254.715,29.436,3.973,2.457,24.772,16.975,23.603,-3.704,0,11.062,4.468,1,0,3.768,2.892,0.001,0.448,2.484,0.004,0.005,13.24,10.886,11.16,11.91,11.372,11.22,12.636,11.576,13.146,11.7,10.933,11.112,11.056,9.778,9.758,11.431,14.021,0,0
3758402432,1.68008333,25.828,12.692,21.82,13.174,7.879,21.622,1662.773,0.84,395.634,24.269,14.278,8.981,0,0,0,0,0,5937.183,1.585,0,249.4,8.895,137.828,12.578,127.34,6.635,5.91,25.446,254.772,29.445,3.992,2.457,24.761,16.975,23.618,-3.704,0,11.058,4.423,1,0,3.755,2.966,0.001,0.555,2.449,0.004,0.005,13.234,10.877,11.156,11.913,11.361,11.21,12.638,11.563,13.094,11.701,10.925,11.104,11.049,9.765,9.757,11.425,14.02,0,0
3758402434,1.707483331,25.83,12.662,21.82,13.179,7.902,21.623,1638.053,0.874,395.618,24.288,14.278,8.872,0,0,0,0,0,5929.449,1.586,0,249.286,8.905,137.794,12.555,127.171,6.595,5.926,25.42,254.389,29.39,3.963,2.457,24.778,16.975,23.613,-3.704,0,11.07,4.475,1,0,3.755,2.985,0.001,0.448,2.501,0.004,0.005,13.234,10.872,11.152,11.92,11.374,11.217,12.64,11.572,13.099,11.702,10.924,11.107,11.053,9.758,9.755,11.42,14.022,0,0
3758402435,1.731199996,25.828,12.639,21.82,13.173,7.888,21.622,1638.023,0.845,395.618,24.291,14.278,8.992,0,0,0,0,0,5930.736,1.584,0,253.589,8.915,137.841,12.559,127.085,6.575,5.951,25.436,254.656,29.428,3.986,2.457,24.769,16.975,23.632,-3.704,0,11.06,4.484,1,0,3.819,2.933,0.001,0.367,2.473,0.004,0.005,13.252,10.887,11.153,11.909,11.372,11.226,12.633,11.565,13.073,11.698,10.924,11.116,11.073,9.778,9.76,11.419,14.02,0,0
3758402437,1.761733333,25.854,12.622,21.819,13.177,7.875,21.621,1624.744,0.849,395.644,24.277,14.279,8.959,0,0,0,0,0,5930.625,1.59,0,251.599,8.919,137.887,12.558,127.137,6.588,5.938,25.437,254.525,29.409,3.966,2.457,24.791,16.975,23.625,-3.704,0,11.049,4.461,1,0,3.789,2.928,0.001,0.269,2.433,0.004,0.005,13.247,10.891,11.161,11.92,11.389,11.22,12.641,11.575,13.045,11.707,10.937,11.124,11.077,9.783,9.781,11.419,14.013,0,0
3758402438,1.787533331,25.836,12.651,21.82,13.182,7.893,21.622,1617.763,0.83,395.657,24.289,14.277,9.004,0,0,0,0,0,5936.647,1.589,0,253.756,8.896,137.901,12.55,127.118,6.583,5.934,25.43,254.584,29.418,3.981,2.457,24.788,16.975,23.626,-3.704,0,11.043,4.46,1,0,3.822,2.914,0.001,0.401,2.476,0.004,0.005,13.245,10.904,11.179,11.915,11.387,11.212,12.643,11.557,13.024,11.695,10.934,11.131,11.089,9.795,9.791,11.417,14.01,0,0
3758402440,1.820916669,25.828,12.645,21.82,13.182,7.886,21.622,1623.266,0.822,395.611,24.304,14.278,8.995,0,0,0,0,0,5935.937,1.596,0,251.481,8.897,137.796,12.556,127.139,6.588,5.935,25.445,254.741,29.44,3.989,2.457,24.792,16.975,23.63,-3.704,0,11.042,4.454,1,0,3.787,2.902,0.001,0.392,2.457,0.004,0.005,13.246,10.891,11.161,11.943,11.39,11.223,12.639,11.569,13.018,11.707,10.946,11.114,11.074,9.773,9.777,11.414,14.017,0,0
3758402442,1.849349999,25.85,12.654,21.82,13.186,7.889,21.623,1622.093,0.829,395.634,24.318,14.277,8.826,0,0,0,0,0,5946.922,1.582,0,250.128,8.896,137.803,12.592,127.137,6.587,5.971,25.461,254.71,29.436,3.968,2.457,24.773,16.975,23.624,-3.704,0,11.047,4.46,1,0,3.767,2.915,0.001,0.39,2.461,0.004,0.005,13.252,10.886,11.171,11.929,11.383,11.223,12.618,11.551,13.023,11.703,10.929,11.129,11.084,9.79,9.781,11.418,14.029,0,0
3758402444,1.880916667,25.819,12.634,21.82,13.18,7.896,21.623,1638.489,0.827,395.611,24.288,14.278,8.922,0,0,0,0,0,5925.295,1.572,0,250.962,8.889,137.8,12.591,127.183,6.598,5.96,25.442,254.926,29.467,4.018,2.457,24.774,16.975,23.62,-3.704,0,11.044,4.446,1,0,3.78,2.896,0.001,0.364,2.486,0.004,0.005,13.239,10.88,11.159,11.934,11.39,11.22,12.616,11.561,13.029,11.715,10.953,11.13,11.08,9.785,9.782,11.422,14.014,0,0
3758402446,1.917183336,25.828,12.674,21.821,13.203,7.899,21.623,1660.792,0.846,395.631,24.282,14.278,8.926,0,0,0,0,0,5907.14,1.596,0,248.904,8.874,137.767,12.604,126.857,6.522,6.049,25.441,254.788,29.447,3.999,2.457,24.784,16.975,23.62,-3.704,0,11.049,4.526,1,0,3.75,2.951,0.001,0.491,2.466,0.004,0.005,13.225,10.874,11.154,11.927,11.377,11.219,12.617,11.554,12.999,11.695,10.93,11.105,11.067,9.77,9.759,11.418,14.02,0,0
3758402448,1.945466661,25.827,12.7,21.822,13.209,7.871,21.622,1637.782,0.872,395.635,24.275,14.277,8.982,0,0,0,0,0,5947.124,1.594,0,249.437,8.854,137.696,12.623,126.957,6.546,6.045,25.429,254.627,29.424,3.988,2.457,24.779,16.975,23.636,-3.704,0,11.038,4.492,1,0,3.759,3.026,0.001,0.584,2.385,0.004,0.005,13.241,10.883,11.183,11.935,11.382,11.222,12.614,11.542,13.017,11.704,10.931,11.129,11.092,9.8,9.792,11.402,14.006,0,0
3758402450,1.974316669,25.816,12.666,21.821,13.21,7.882,21.623,1639.792,0.845,395.61,24.254,14.278,9.212,0,0,0,0,0,5944.559,1.585,0,251.218,8.869,137.607,12.626,126.969,6.548,6.044,25.429,254.565,29.415,3.98,2.457,24.751,16.975,23.637,-3.704,0,11.036,4.488,1,0,3.786,2.954,0.001,0.48,2.412,0.004,0.005,13.219,10.879,11.177,11.937,11.388,11.21,12.615,11.55,13.002,11.703,10.927,11.118,11.092,9.781,9.775,11.4,13.999,0,0
3758402451,2.004349995,25.826,12.658,21.821,13.198,7.879,21.623,1642.229,0.847,395.642,24.304,14.278,9.186,0,0,0,0,0,5929.371,1.59,0,253.089,8.869,137.676,12.631,126.812,6.512,6.086,25.462,254.447,29.398,3.93,2.457,24.777,16.975,23.62,-3.704,0,11.017,4.506,1,0,3.813,2.954,0.001,0.437,2.419,0.004,0.005,13.215,10.871,11.143,11.925,11.383,11.223,12.635,11.541,13.001,11.71,10.939,11.101,11.075,9.778,9.767,11.395,14.006,0,0
3758402453,2.032033332,25.836,12.66,21.819,13.183,7.877,21.622,1619.765,0.85,395.619,24.278,14.279,9.204,0,0,0,0,0,5937.245,1.594,0,254.016,8.9,137.674,12.663,127.069,6.572,6.058,25.45,254.501,29.406,3.949,2.457,24.778,16.975,23.638,-3.704,0,11.023,4.451,1,0,3.828,2.961,0.001,0.43,2.433,0.004,0.005,13.215,10.873,11.153,11.914,11.375,11.216,12.633,11.518,13.02,11.706,10.928,11.105,11.092,9.78,9.764,11.394,14.014,0,0
3758402455,2.067799997,25.807,12.661,21.821,13.211,7.882,21.621,1634.663,0.825,395.657,24.277,14.278,9.244,0,0,0,0,0,5944.503,1.58,0,251.493,8.889,137.818,12.687,126.993,6.554,6.1,25.427,254.665,29.429,3.996,2.457,24.779,16.975,23.619,-3.704,0,11.019,4.465,1,0,3.791,2.918,0.001,0.472,2.412,0.004,0.005,13.205,10.879,11.158,11.919,11.378,11.209,12.642,11.532,13.021,11.699,10.917,11.11,11.08,9.78,9.762,11.401,14.006,0,0
3758402457,2.103466662,25.816,12.687,21.82,13.2,7.879,21.622,1626.731,0.841,395.637,24.301,14.279,9.254,0,0,0,0,0,5922.266,1.587,0,251.49,8.898,137.767,12.712,127.159,6.593,6.086,25.448,254.735,29.439,3.985,2.457,24.764,16.975,23.64,-3.704,0,11.016,4.423,1,0,3.79,2.964,0.001,0.551,2.418,0.004,0.005,13.217,10.877,11.144,11.909,11.367,11.214,12.639,11.546,13.041,11.702,10.912,11.111,11.059,9.765,9.759,11.392,14.008,0,0
3758402460,2.139199996,25.806,12.693,21.82,13.214,7.862,21.622,1616.594,0.832,395.647,24.286,14.28,9.224,0,0,0,0,0,5932.861,1.581,0,250.414,8.885,137.805,12.695,127.183,6.598,6.063,25.448,254.47,29.401,3.948,2.457,24.773,16.975,23.635,-3.704,0,11.011,4.413,1,0,3.774,2.964,0.001,0.584,2.355,0.004,0.005,13.21,10.867,11.141,11.908,11.358,11.208,12.622,11.538,13.067,11.697,10.91,11.101,11.063,9.764,9.762,11.384,13.999,0,0
3758402461,2.166716663,25.817,12.671,21.821,13.217,7.91,21.623,1657.038,0.821,395.673,24.281,14.278,9.204,0,0,0,0,0,5922.145,1.58,0,251.845,8.891,137.745,12.713,127.347,6.637,6.043,25.466,254.878,29.46,3.988,2.457,24.771,16.975,23.622,-3.704,0,11.012,4.376,1,0,3.795,2.903,0.001,0.494,2.478,0.004,0.005,13.219,10.86,11.139,11.907,11.369,11.198,12.628,11.553,13.091,11.694,10.916,11.096,11.07,9.763,9.76,11.389,14.002,0,0
3758402463,2.194883331,25.823,12.647,21.821,13.204,7.87,21.622,1620.08,0.867,395.632,24.282,14.279,9.092,0,0,0,0,0,5921.044,1.575,0,250.649,8.9,137.772,12.688,127.246,6.613,6.042,25.475,254.729,29.439,3.957,2.457,24.776,16.975,23.62,-3.704,0,11.029,4.416,1,0,3.776,2.983,0.001,0.402,2.389,0.004,0.005,13.212,10.869,11.159,11.908,11.379,11.199,12.633,11.569,13.094,11.694,10.913,11.109,11.066,9.76,9.763,11.392,14,0,0
3758402465,2.225266663,25.829,12.687,21.82,13.21,7.873,21.622,1652.41,0.825,395.664,24.301,14.279,9.058,0,0,0,0,0,5912.939,1.601,0,249.934,8.912,137.814,12.692,127.283,6.622,6.037,25.459,254.524,29.409,3.944,2.457,24.78,16.975,23.644,-3.704,0,11.034,4.413,1,0,3.766,2.941,0.001,0.533,2.39,0.004,0.005,13.221,10.862,11.155,11.899,11.367,11.204,12.63,11.546,13.085,11.682,10.917,11.107,11.071,9.763,9.763,11.395,14,0,0
3758402466,2.252883331,25.818,12.666,21.821,13.198,7.892,21.622,1664.384,0.862,395.649,24.278,14.278,9.046,0,0,0,0,0,5955.362,1.583,0,253.415,8.909,137.868,12.676,127.208,6.604,6.038,25.496,254.504,29.406,3.904,2.457,24.76,16.975,23.63,-3.704,0,11.043,4.439,1,0,3.817,2.975,0.001,0.476,2.454,0.004,0.005,13.202,10.827,11.13,11.898,11.361,11.199,12.63,11.546,13.064,11.672,10.906,11.069,11.057,9.729,9.735,11.401,14.001,0,0
3758402468,2.280866663,25.799,12.624,21.82,13.216,7.894,21.622,1647.818,0.876,395.626,24.262,14.278,9.083,0,0,0,0,0,5927.076,1.576,0,250.478,8.902,137.856,12.679,127.185,6.599,6.047,25.47,254.754,29.442,3.966,2.457,24.756,16.975,23.649,-3.704,0,11.043,4.444,1,0,3.774,2.965,0.001,0.355,2.438,0.004,0.005,13.203,10.832,11.135,11.879,11.355,11.201,12.606,11.535,13.058,11.662,10.904,11.086,11.047,9.741,9.748,11.396,13.999,0,0
3758402470,2.317333333,25.815,12.634,21.82,13.196,7.882,21.622,1640.827,0.857,395.637,24.298,14.279,8.955,0,0,0,0,0,5914.897,1.585,0,250.442,8.899,137.825,12.67,127.145,6.589,6.048,25.486,254.62,29.423,3.93,2.457,24.779,16.975,23.636,-3.704,0,11.04,4.451,1,0,3.772,2.95,0.001,0.367,2.429,0.004,0.005,13.223,10.832,11.134,11.881,11.345,11.194,12.59,11.5,13.063,11.662,10.886,11.091,11.05,9.735,9.744,11.399,13.989,0,0
3758402472,2.34708333,25.854,12.671,21.821,13.207,7.857,21.623,1633.84,0.849,395.65,24.294,14.278,8.945,0,0,0,0,0,5928.578,1.597,0,251.973,8.907,137.812,12.657,127.099,6.579,6.045,25.482,254.706,29.435,3.947,2.457,24.768,16.975,23.645,-3.704,0,11.035,4.456,1,0,3.796,2.978,0.001,0.446,2.351,0.004,0.005,13.202,10.827,11.122,11.878,11.351,11.186,12.611,11.526,13.079,11.661,10.891,11.069,11.041,9.731,9.734,11.401,13.991,0,0
3758402474,2.374783333,25.817,12.704,21.82,13.204,7.888,21.621,1614.501,0.84,395.621,24.283,14.278,8.961,0,0,0,0,0,5949.887,1.593,0,252.345,8.903,137.846,12.658,127.187,6.599,6.026,25.469,254.778,29.445,3.971,2.457,24.77,16.975,23.64,-3.704,0,11.038,4.439,1,0,3.801,2.97,0.001,0.611,2.436,0.004,0.005,13.197,10.849,11.12,11.883,11.359,11.198,12.604,11.524,13.096,11.679,10.887,11.082,11.061,9.734,9.736,11.397,14.012,0,0
3758402475,2.403516666,25.818,12.648,21.82,13.203,7.891,21.622,1584.517,0.818,395.619,24.288,14.279,8.95,0,0,0,0,0,5942.276,1.588,0,251.267,8.904,137.829,12.614,127.222,6.607,5.974,25.449,254.725,29.438,3.983,2.457,24.772,16.975,23.641,-3.704,0,11.053,4.445,1,0,3.785,2.895,0.001,0.413,2.445,0.004,0.005,13.183,10.833,11.119,11.868,11.354,11.167,12.608,11.527,13.085,11.669,10.884,11.08,11.051,9.722,9.724,11.4,14.014,0,0
3758402477,2.431949997,25.827,12.693,21.82,13.222,7.871,21.623,1580.508,0.785,395.648,24.293,14.278,8.793,0,0,0,0,0,5934.184,1.575,0,249.266,8.913,137.835,12.624,127.317,6.63,5.961,25.469,254.657,29.428,3.953,2.457,24.788,16.975,23.639,-3.704,0,11.046,4.416,1,0,3.754,2.882,0.001,0.559,2.37,0.004,0.005,13.173,10.824,11.116,11.884,11.346,11.181,12.574,11.511,13.052,11.661,10.88,11.074,11.043,9.715,9.718,11.407,13.993,0,0
3758402479,2.462833333,25.805,12.669,21.821,13.198,7.886,21.622,1609.519,0.78,395.633,24.296,14.278,8.839,0,0,0,0,0,5913.821,1.587,0,251.23,8.921,137.877,12.633,127.116,6.583,6.017,25.46,254.722,29.437,3.971,2.457,24.753,16.975,23.664,-3.704,0,11.033,4.45,1,0,3.784,2.851,0.001,0.507,2.438,0.004,0.005,13.171,10.843,11.121,11.885,11.356,11.175,12.582,11.514,13.024,11.663,10.881,11.091,11.046,9.737,9.738,11.396,13.987,0,0
3758402481,2.492599996,25.826,12.678,21.821,13.217,7.878,21.621,1639.992,0.813,395.625,24.284,14.281,8.732,0,0,0,0,0,5932.782,1.579,0,252.014,8.91,137.912,12.585,127.204,6.603,5.949,25.475,254.713,29.436,3.955,2.457,24.791,16.975,23.616,-3.704,0,11.032,4.429,1,0,3.794,2.914,0.001,0.504,2.393,0.004,0.005,13.17,10.83,11.113,11.898,11.365,11.196,12.603,11.516,12.994,11.684,10.898,11.09,11.047,9.742,9.74,11.397,13.996,0,0
3758402482,2.521183332,25.831,12.687,21.821,13.225,7.896,21.506,1630.3,0.848,395.705,24.284,14.279,8.615,0,0,0,0,0,5918.653,1.591,0,249.578,8.9,137.864,12.618,127.151,6.591,5.994,25.464,254.867,29.459,3.989,2.457,24.744,16.975,23.651,-3.704,0,11.031,4.439,1,0,3.759,2.964,0.001,0.53,2.431,0.004,0.005,13.171,10.833,11.126,11.894,11.38,11.212,12.602,11.524,12.993,11.674,10.903,11.087,11.039,9.737,9.745,11.405,14,0,0
3758402485,2.557149998,25.828,12.66,21.821,13.228,7.878,21.622,1669.782,0.836,395.658,24.279,14.279,8.658,0,0,0,0,0,5939.197,1.591,0,249.871,8.881,137.812,12.621,127.137,6.588,6,25.46,254.649,29.427,3.961,2.457,24.772,16.975,23.639,-3.704,0,11.046,4.459,1,0,3.764,2.939,0.001,0.442,2.38,0.004,0.005,13.179,10.846,11.137,11.898,11.37,11.201,12.598,11.52,12.977,11.688,10.911,11.097,11.072,9.76,9.758,11.41,14,0,0
3758402486,2.587083332,25.824,12.654,21.819,13.207,7.887,21.623,1636.488,0.882,395.646,24.301,14.278,8.552,0,0,0,0,0,5939.536,1.577,0,250.611,8.906,137.728,12.599,127.117,6.583,5.983,25.466,254.825,29.452,3.98,2.457,24.8,16.975,23.647,-3.704,0,11.053,4.47,1,0,3.774,3,0.001,0.427,2.431,0.004,0.005,13.192,10.84,11.13,11.883,11.367,11.204,12.595,11.517,12.953,11.683,10.911,11.092,11.064,9.753,9.757,11.409,13.994,0,0
3758402488,2.614533329,25.828,12.656,21.82,13.216,7.885,21.622,1634.163,0.844,395.642,24.31,14.278,8.696,0,0,0,0,0,5915.751,1.585,0,250.055,8.868,137.841,12.628,126.96,6.546,6.049,25.47,254.81,29.45,3.974,2.457,24.792,16.975,23.656,-3.704,0,11.05,4.504,1,0,3.767,2.943,0.001,0.427,2.412,0.004,0.005,13.187,10.853,11.131,11.898,11.372,11.199,12.6,11.523,12.98,11.682,10.909,11.099,11.059,9.747,9.751,11.412,13.992,0,0
3758402489,2.63853333,25.833,12.693,21.82,13.193,7.892,21.622,1608.154,0.841,395.634,24.288,14.278,8.73,0,0,0,0,0,5930.484,1.571,0,250.969,8.889,137.669,12.656,127.187,6.599,6.024,25.473,254.952,29.471,3.992,2.457,24.769,16.975,23.631,-3.704,0,11.024,4.425,1,0,3.78,2.961,0.001,0.551,2.46,0.004,0.005,13.211,10.85,11.141,11.901,11.359,11.192,12.592,11.513,12.973,11.672,10.903,11.109,11.064,9.765,9.762,11.402,13.999,0,0
3758402491,2.66813333,25.834,12.622,21.821,13.189,7.873,21.622,1653.844,0.811,395.626,24.281,14.279,8.774,0,0,0,0,0,5906.886,1.568,0,251.702,8.894,137.768,12.678,126.997,6.555,6.09,25.478,254.536,29.411,3.926,2.457,24.783,16.975,23.635,-3.704,0,11.024,4.47,1,0,3.792,2.876,0.001,0.299,2.415,0.004,0.005,13.214,10.83,11.114,11.896,11.36,11.191,12.604,11.529,12.987,11.675,10.907,11.104,11.045,9.755,9.749,11.406,13.997,0,0
3758402493,2.695383334,25.832,12.629,21.82,13.211,7.855,21.622,1649.334,0.864,395.656,24.308,14.278,8.689,0,0,0,0,0,5900.859,1.583,0,252.338,8.884,137.791,12.686,127.03,6.563,6.09,25.507,254.618,29.423,3.909,2.457,24.805,16.975,23.656,-3.704,0,11.028,4.465,1,0,3.801,2.973,0.001,0.328,2.341,0.004,0.005,13.213,10.84,11.124,11.919,11.366,11.198,12.605,11.507,12.999,11.67,10.921,11.091,11.049,9.748,9.753,11.401,14.002,0,0
3758402495,2.725816663,25.835,12.661,21.821,13.192,7.877,21.622,1629.742,0.858,395.632,24.302,14.277,8.604,0,0,0,0,0,5926.879,1.576,0,252.353,8.907,137.743,12.722,127.069,6.572,6.117,25.495,254.839,29.454,3.954,2.457,24.787,16.975,23.654,-3.704,0,11.04,4.469,1,0,3.802,2.974,0.001,0.435,2.422,0.004,0.005,13.225,10.867,11.139,11.907,11.368,11.2,12.63,11.512,12.991,11.672,10.914,11.092,11.079,9.757,9.748,11.404,13.994,0,0
3758402497,2.756000002,25.838,12.657,21.819,13.204,7.875,21.622,1640.393,0.836,395.602,24.28,14.278,8.575,0,0,0,0,0,5915.145,1.566,0,250.841,8.901,137.847,12.72,127.106,6.58,6.107,25.49,254.757,29.442,3.946,2.457,24.777,16.975,23.635,-3.704,0,11.036,4.456,1,0,3.78,2.937,0.001,0.417,2.403,0.004,0.005,13.193,10.85,11.134,11.891,11.361,11.195,12.614,11.509,12.999,11.667,10.901,11.077,11.054,9.741,9.754,11.407,14.009,0,0
3758402499,2.79255,25.821,12.69,21.821,13.224,7.876,21.622,1633.537,0.848,395.625,24.301,14.279,8.487,0,0,0,0,0,5898.765,1.588,0,249.493,8.905,137.822,12.722,127.246,6.613,6.076,25.496,254.724,29.438,3.936,2.457,24.796,16.975,23.643,-3.704,0,11.04,4.427,1,0,3.759,2.979,0.001,0.557,2.38,0.004,0.005,13.222,10.868,11.143,11.868,11.354,11.189,12.607,11.507,12.968,11.665,10.901,11.087,11.064,9.751,9.766,11.413,14.004,0,0
3758402500,2.819616667,25.841,12.683,21.82,13.202,7.875,21.621,1637.887,0.84,395.666,24.284,14.278,8.538,0,0,0,0,0,5933.874,1.586,0,251.241,8.898,137.838,12.745,127.22,6.607,6.104,25.464,254.914,29.465,3.995,2.457,24.771,16.975,23.67,-3.704,0,11.049,4.442,1,0,3.787,2.962,0.001,0.502,2.405,0.004,0.005,13.238,10.877,11.145,11.888,11.35,11.201,12.614,11.511,12.985,11.671,10.899,11.098,11.065,9.752,9.775,11.415,14.028,0,0
3758402502,2.851799997,25.85,12.659,21.821,13.201,7.855,21.622,1645.933,0.845,395.625,24.298,14.279,8.555,0,0,0,0,0,5931.316,1.572,0,248.798,8.869,137.804,12.74,127.045,6.566,6.141,25.476,255.04,29.483,4,2.457,24.78,16.975,23.64,-3.704,0,11.05,4.484,1,0,3.75,2.965,0.001,0.407,2.354,0.004,0.005,13.213,10.854,11.145,11.907,11.374,11.209,12.622,11.52,13.009,11.695,10.915,11.103,11.075,9.76,9.755,11.424,14.025,0,0
3758402504,2.883183328,25.83,12.662,21.821,13.209,7.882,21.622,1640.58,0.855,395.647,24.297,14.278,8.477,0,0,0,0,0,5908.291,1.59,0,247.809,8.861,137.676,12.738,126.913,6.535,6.169,25.491,254.762,29.443,3.947,2.457,24.791,16.975,23.652,-3.704,0,11.052,4.517,1,0,3.735,2.966,0.001,0.447,2.414,0.004,0.005,13.201,10.85,11.147,11.9,11.365,11.195,12.615,11.524,13.049,11.687,10.921,11.102,11.065,9.753,9.763,11.416,13.996,0,0
3758402506,2.911549997,25.847,12.694,21.821,13.199,7.885,21.621,1643.356,0.848,395.634,24.29,14.279,8.521,0,0,0,0,0,5938.318,1.572,0,250.002,8.863,137.64,12.796,126.939,6.541,6.222,25.493,254.695,29.434,3.934,2.457,24.778,16.975,23.647,-3.704,0,11.038,4.497,1,0,3.769,2.977,0.001,0.533,2.434,0.004,0.005,13.198,10.85,11.151,11.896,11.373,11.201,12.616,11.538,13.074,11.681,10.919,11.103,11.062,9.752,9.773,11.411,14.014,0,0
3758402507,2.938883328,25.832,12.65,21.82,13.207,7.87,21.622,1609.74,0.852,395.66,24.291,14.279,8.546,0,0,0,0,0,5907.131,1.575,0,250.152,8.857,137.649,12.828,126.769,6.502,6.293,25.486,254.589,29.418,3.927,2.457,24.787,16.975,23.663,-3.704,0,11.032,4.53,1,0,3.773,2.96,0.001,0.4,2.385,0.004,0.005,13.199,10.838,11.142,11.88,11.362,11.192,12.609,11.524,13.067,11.67,10.893,11.089,11.064,9.749,9.756,11.411,14.015,0,0
