Test Name,T_exv_in (°C),P_exv_in (PSIG),T_evap_in(°C),T_evap_out(°C),P_evap_out (PSIG),m_r (kg/hr_),Q_r (kW)
ricoil_CC1.csv,26.376582089552244,269.92600895522384,12.963785074626855,16.198253731343243,146.76425074626866,291.62915223880594,15.282269877929275
ricoil_CC2.csv,27.02767187500001,275.29635546875,13.957035156249958,17.669222656249985,151.8607265625,300.4908671875,15.718878178369406
ricoil_CC3.csv,27.706689655172397,278.95907881773394,12.179059113300525,15.317748768472882,141.8355763546798,281.05649261083744,14.544663030714762
ricoil_CC4.csv,27.47450251256282,277.7902663316583,12.844522613065294,16.3343266331658,145.4100351758794,287.63670351758793,14.957392738414764
ricoil_CC5.csv,26.315193050193045,270.8870115830116,13.453714285714284,16.76186486486489,149.237416988417,295.70618146718147,15.521180909348677
ricoil_CC6.csv,26.699418367346937,274.4282823129252,14.426676870748281,18.471700680272136,154.43123129251703,304.38430272108843,16.00963586945058
ricoil_CC7.csv,27.248908745247036,276.94117490494295,12.669349809885944,16.095585551330828,144.29473384030416,285.0833840304183,14.849887136690008
ricoil_CC8.csv,27.037600619195075,276.08088235294116,13.396637770897826,16.966712074303416,148.2680526315789,292.8118544891641,15.303867833993058
