Test Name,T_w_in (°C),P_w_in (PSIG),T_w_out (°C),dp_w (in W.G.),m_w (kg/h),Q_w (kW)
ricoil_CC1.csv,26.867973134328338,19.859916417910448,22.94584477611943,-21.989367164179107,1773.1608746268655,-8.07945350173842
ricoil_CC2.csv,29.853058593750006,20.199492187500002,24.897749999999974,-21.977878906250005,1772.1770703124998,-10.199321050036353
ricoil_CC3.csv,26.857236453202006,16.148581280788175,20.721931034482736,-22.768246305418725,841.0159162561578,-5.9947546195577495
ricoil_CC4.csv,29.85150251256283,16.311427135678386,22.022768844221105,-22.768135678391968,839.562728643216,-7.634261487466087
ricoil_CC5.csv,26.84892277992276,20.187463320463323,23.344803088803133,-21.984324324324323,1773.0902162162163,-7.218191160162756
ricoil_CC6.csv,29.836173469387745,20.51933673469388,25.33027210884353,-21.97769047619047,1772.7804421768706,-9.277538733934307
ricoil_CC7.csv,26.861661596958186,16.679730038022814,21.376209125475327,-22.771855513307987,836.9757680608365,-5.333940493777937
ricoil_CC8.csv,29.87452941176474,16.884331269349836,22.695402476780146,-22.771777089783278,835.4448421052632,-6.96629538381168
