Test_name,a_w_heat_bal,a_w_heat_bal_uncer,a_r_heat_bal,a_r_heat_bal_uncer,w_r_heat_bal,w_r_heat_bal_uncer,a_w_r_heat_bal,a_w_r_heat_bal_uncer
ricoil_CC1.csv,-14.175700579993377,5.958047412457605,-74.2172272378103,4.4769933167862375,-61.66339922045005,2.7481495304660135,-1.2701081657752775,2.9224609385205373
ricoil_CC2.csv,-61.83435150070854,6.252072598086765,-97.9756307564938,4.9432138202413265,-42.59213442794856,2.265085253496303,-0.878872135143753,2.7371323165323265
ricoil_CC3.csv,34.36427548791916,4.635848652177478,-52.65550538173731,4.05605315138553,-83.25365944387984,1.6397545676863308,-0.4665658367664479,2.6872232402489344
ricoil_CC4.csv,-4.767056440797282,5.226184062619009,-69.06386331892186,4.388670583714662,-64.83041195415736,1.4499642934924233,-0.29679421382367566,2.574911695164675
ricoil_CC5.csv,12.195334351658143,5.5818754158808135,-62.21735781324136,3.9876753798867983,-73.02743210150847,3.008080866745938,-0.9539002430279087,2.8596053396413406
ricoil_CC6.csv,-33.63072987867564,5.6033541341262465,-83.15336789481495,4.252146523906767,-53.2451508806771,2.457235645211287,-0.787169750710158,2.6455879476757937
ricoil_CC7.csv,55.691993713116446,4.207578128688384,-44.43429637875136,3.840888644426236,-94.29278546302618,1.67690646691812,-0.43873890399177573,2.704464961484878
ricoil_CC8.csv,17.48133273422678,4.779376142758788,-59.337003616681244,4.05300490729354,-74.87661737041591,1.6252779445437058,-0.2409927269695075,2.5718307059319483
