Time elapsed (s),Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,,Heat Balance (%)
3757868816,1.77208333,21.036,17.88,18.309,20.438,12.275,17.563,130.913,0.01,398.385,23.131,14.376,0,0,0,0,0,0,98.49,0.001,0,265.311,12.129,152.847,15.628,143.527,10.271,5.321,25.159,249.457,28.69,3.526,1055.028,34.857,21.316,23.615,-22.392,35.172,20.529,10.257,0,0,4.014,0.374,3.935,16.247,5.566,0.012,0.006,19.622,19.96,20.498,20.776,20.555,20.846,18.714,18.72,18.663,20.425,20.362,20.05,17.63,17.892,17.601,19.493,20.584,3428,1769,1.987671405
3757868818,1.807583332,21.018,17.878,18.308,20.457,12.308,17.562,131.35,0.008,398.338,23.137,14.375,0,0,0,0,0,0,98.497,0.001,0,264.787,12.131,152.902,15.671,143.419,10.248,5.387,25.157,249.439,28.688,3.524,1054.757,34.853,21.377,23.599,-22.391,35.173,20.541,10.293,0,0,4.007,0.329,3.938,16.254,5.631,0.012,0.006,19.617,19.971,20.488,20.783,20.548,20.842,18.72,18.716,18.66,20.426,20.362,20.055,17.63,17.908,17.582,19.502,20.559,3428,1769,1.736941473
3757868820,1.837250002,21.04,17.867,18.31,20.456,12.295,17.562,138.844,0.008,398.29,23.16,14.376,0,0,0,0,0,0,98.506,0.001,0,265.144,12.115,152.914,15.66,143.434,10.251,5.374,25.167,249.239,28.658,3.485,1056.067,34.854,21.367,23.61,-22.386,35.172,20.512,10.261,0,0,4.012,0.33,3.939,16.223,5.6,0.012,0.006,19.615,19.955,20.501,20.776,20.54,20.852,18.718,18.709,18.652,20.428,20.359,20.048,17.636,17.91,17.58,19.489,20.559,3428,1769,1.836247013
3757868822,1.87263333,21.013,17.862,18.307,20.433,12.292,17.562,158.997,0.009,398.322,23.13,14.376,0,0,0,0,0,0,98.502,0.001,0,265.223,12.125,152.837,15.676,143.486,10.262,5.378,25.15,249.522,28.7,3.543,1054.419,34.851,21.296,23.615,-22.392,35.173,20.499,10.237,0,0,4.014,0.349,3.93,16.23,5.615,0.012,0.006,19.611,19.963,20.49,20.79,20.539,20.845,18.717,18.72,18.665,20.428,20.376,20.043,17.635,17.897,17.552,19.487,20.565,3428,1769,2.114803625
3757868824,1.908400003,21.027,17.88,18.426,20.445,12.312,17.562,148.917,0.011,398.314,23.116,14.377,0,0,0,0,0,0,98.499,0.001,0,265.101,12.124,152.884,15.677,143.392,10.242,5.399,25.162,249.185,28.651,3.482,1054.801,34.849,21.392,23.629,-22.393,35.156,20.5,10.258,0,0,4.012,0.399,3.926,16.252,5.653,0.012,0.006,19.622,19.987,20.511,20.781,20.531,20.836,18.717,18.706,18.667,20.421,20.364,20.059,17.645,17.92,17.57,19.501,20.562,3428,1769,2.166792643
3757868826,1.937716667,21.031,17.86,18.309,20.447,12.32,17.563,117.057,0.01,398.362,23.126,14.376,0,0,0,0,0,0,98.495,0.001,0,265.101,12.136,152.883,15.695,143.507,10.267,5.392,25.168,249.509,28.698,3.524,1054.831,34.838,21.34,23.626,-22.392,35.143,20.503,10.236,0,0,4.012,0.372,3.924,16.216,5.671,0.012,0.006,19.618,19.988,20.512,20.774,20.537,20.84,18.714,18.704,18.683,20.418,20.364,20.061,17.636,17.906,17.568,19.495,20.575,3428,1769,2.217741935
3757868827,1.961383335,21.046,17.874,18.31,20.447,12.307,17.562,117.057,0.006,398.314,23.132,14.378,0,0,0,0,0,0,98.501,0.001,0,265.063,12.119,152.94,15.7,143.501,10.265,5.4,25.161,249.398,28.681,3.514,1054.274,34.845,21.359,23.627,-22.415,35.152,20.497,10.232,0,0,4.012,0.294,3.924,16.232,5.637,0.012,0.006,19.617,20.013,20.529,20.779,20.547,20.857,18.697,18.707,18.684,20.425,20.365,20.054,17.64,17.902,17.561,19.5,20.571,3428,1769,2.217741935
3757868829,1.996483334,21.042,17.865,18.31,20.451,12.315,17.562,160.332,0.009,398.37,23.165,14.376,0,0,0,0,0,0,98.501,0.001,0,265.132,12.099,152.858,15.737,143.33,10.229,5.472,25.167,249.634,28.716,3.543,1054.92,34.864,21.342,23.62,-22.382,35.15,20.489,10.26,0,0,4.014,0.293,3.935,16.218,5.653,0.012,0.006,19.622,20.012,20.54,20.787,20.555,20.856,18.708,18.704,18.671,20.435,20.36,20.059,17.635,17.919,17.572,19.498,20.558,3428,1769,1.987671405
3757868831,2.019816669,21.035,17.878,18.309,20.442,12.316,17.562,160.329,0.011,398.33,23.149,14.377,0,0,0,0,0,0,98.5,0.001,0,265.292,12.106,152.759,15.717,143.547,10.275,5.406,25.129,249.311,28.669,3.534,1055.401,34.889,21.354,23.627,-22.386,35.142,20.484,10.209,0,0,4.016,0.402,3.943,16.244,5.663,0.012,0.006,19.601,19.99,20.507,20.792,20.545,20.85,18.702,18.69,18.662,20.423,20.372,20.036,17.625,17.895,17.563,19.496,20.581,3428,1769,1.834401307
3757868833,2.049683332,21.038,17.886,18.309,20.43,12.319,17.562,147.532,0.01,398.354,23.155,14.376,0,0,0,0,0,0,98.499,0.001,0,265.158,12.114,152.793,15.752,143.484,10.262,5.454,25.147,249.218,28.656,3.503,1054.873,34.859,21.361,23.623,-22.391,35.142,20.488,10.226,0,0,4.015,0.403,3.932,16.255,5.683,0.012,0.006,19.613,19.996,20.508,20.762,20.549,20.837,18.702,18.696,18.648,20.423,20.364,20.048,17.63,17.91,17.572,19.507,20.578,3428,1769,2.088838555
3757868835,2.087216663,21.019,17.853,18.309,20.442,12.33,17.562,154.784,0.01,398.314,23.132,14.375,0,0,0,0,0,0,98.498,0.001,0,265.159,12.126,152.83,15.754,143.364,10.236,5.483,25.132,249.435,28.687,3.549,1055.129,34.822,21.404,23.631,-22.394,35.146,20.485,10.25,0,0,4.016,0.367,3.917,16.213,5.702,0.012,0.006,19.62,20.012,20.505,20.777,20.571,20.849,18.708,18.725,18.664,20.423,20.374,20.05,17.633,17.905,17.58,19.514,20.578,3428,1769,2.495903189
3757868837,2.116650001,21.046,17.859,18.308,20.438,12.327,17.563,130.013,0.011,398.306,23.142,14.376,0,0,0,0,0,0,98.502,0.001,0,265.182,12.119,152.892,15.746,143.435,10.251,5.459,25.138,249.478,28.693,3.549,1054.77,34.847,21.399,23.634,-22.397,35.157,20.454,10.203,0,0,4.016,0.386,3.924,16.208,5.697,0.012,0.006,19.624,20.037,20.523,20.784,20.578,20.867,18.728,18.722,18.673,20.437,20.386,20.054,17.63,17.906,17.58,19.513,20.577,3428,1769,2.317380353
3757868838,2.146499999,21.055,17.851,18.426,20.422,12.316,17.561,142.46,0.007,398.338,23.127,14.376,0,0,0,0,0,0,98.497,0.001,0,265.151,12.107,152.855,15.758,143.492,10.264,5.459,25.145,249.384,28.68,3.529,1054.306,34.872,21.368,23.618,-22.374,35.135,20.448,10.184,0,0,4.015,0.324,3.937,16.189,5.687,0.012,0.006,19.623,20.029,20.526,20.76,20.567,20.83,18.719,18.696,18.66,20.405,20.358,20.057,17.625,17.893,17.59,19.516,20.569,3428,1769,1.961770624
3757868841,2.183366664,21.018,17.881,18.307,20.441,12.326,17.562,148.534,0.009,398.314,23.119,14.377,0,0,0,0,0,0,98.497,0.001,0,265.161,12.112,152.795,15.782,143.529,10.271,5.475,25.137,249.54,28.702,3.559,1054.704,34.861,21.336,23.64,-22.371,35.152,20.439,10.168,0,0,4.016,0.357,3.926,16.258,5.691,0.012,0.006,19.622,20.056,20.503,20.749,20.554,20.828,18.715,18.717,18.667,20.405,20.345,20.053,17.62,17.883,17.583,19.509,20.575,3428,1769,2.266431629
3757868843,2.218183335,21.032,17.873,18.426,20.438,12.314,17.563,149.152,0.01,398.346,23.143,14.377,0,0,0,0,0,0,98.497,0.001,0,265.152,12.111,152.824,15.727,143.469,10.259,5.433,25.152,249.354,28.675,3.517,1054.743,34.849,21.347,23.634,-22.395,35.146,20.454,10.196,0,0,4.014,0.372,3.924,16.237,5.664,0.012,0.006,19.633,20.07,20.532,20.758,20.569,20.824,18.73,18.729,18.693,20.411,20.345,20.074,17.644,17.906,17.604,19.525,20.575,3428,1769,2.267573696
3757868845,2.247716665,21.03,17.879,18.309,20.441,12.33,17.562,143.038,0.01,398.354,23.136,14.377,0,0,0,0,0,0,98.495,0.001,0,265.207,12.117,152.818,15.769,143.6,10.287,5.446,25.138,249.391,28.681,3.536,1055.046,34.84,21.369,23.629,-22.392,35.154,20.453,10.166,0,0,4.016,0.373,3.924,16.248,5.699,0.012,0.006,19.615,20.048,20.5,20.757,20.573,20.829,18.715,18.762,18.709,20.405,20.348,20.055,17.621,17.901,17.589,19.513,20.573,3428,1769,2.317380353
3757868846,2.277950001,21.027,17.86,18.426,20.426,12.312,17.562,142.393,0.009,398.362,23.131,14.376,0,0,0,0,0,0,98.495,0.001,0,265.154,12.126,152.845,15.765,143.533,10.273,5.457,25.142,249.43,28.686,3.539,1054.73,34.862,21.346,23.645,-22.389,35.143,20.454,10.181,0,0,4.015,0.358,3.925,16.219,5.673,0.012,0.006,19.637,20.054,20.513,20.77,20.558,20.819,18.711,18.766,18.709,20.406,20.343,20.058,17.635,17.914,17.609,19.511,20.575,3428,1769,2.267002519
3757868848,2.308699997,21.06,17.872,18.322,20.452,12.316,17.563,135.141,0.009,398.322,23.145,14.376,0,0,0,0,0,0,98.497,0.001,0,265.181,12.127,152.891,15.799,143.646,10.297,5.467,25.126,249.47,28.692,3.56,1055.699,34.831,21.363,23.63,-22.39,35.11,20.452,10.156,0,0,4.016,0.357,3.923,16.221,5.655,0.012,0.006,19.642,20.055,20.509,20.774,20.542,20.82,18.72,18.772,18.725,20.396,20.335,20.048,17.626,17.907,17.603,19.509,20.577,3428,1769,2.342864341
3757868850,2.339516664,21.052,17.878,18.31,20.449,12.312,17.562,146.232,0.008,398.314,23.138,14.376,0,0,0,0,0,0,98.502,0.001,0,265.155,12.132,152.894,15.781,143.666,10.301,5.445,25.144,249.758,28.734,3.584,1055.641,34.839,21.349,23.614,-22.391,35.165,20.441,10.14,0,0,4.015,0.339,3.931,16.234,5.648,0.012,0.006,19.618,20.073,20.503,20.77,20.529,20.823,18.725,18.769,18.716,20.392,20.33,20.054,17.619,17.914,17.606,19.506,20.575,3428,1769,2.114271331
3757868852,2.369583337,21.029,17.864,18.426,20.432,12.312,17.563,140.513,0.009,398.338,23.134,14.376,0,0,0,0,0,0,98.499,0.001,0,265.174,12.137,152.92,15.796,143.535,10.273,5.488,25.124,249.629,28.715,3.585,1055.482,34.832,21.357,23.633,-22.391,35.166,20.468,10.195,0,0,4.017,0.366,3.921,16.224,5.665,0.012,0.006,19.642,20.083,20.538,20.785,20.529,20.818,18.756,18.803,18.723,20.387,20.334,20.048,17.631,17.912,17.625,19.508,20.574,3428,1769,2.418745276
3757868854,2.400500003,21.039,17.875,18.427,20.422,12.318,17.562,161.035,0.009,398.322,23.171,14.375,0,0,0,0,0,0,98.498,0.001,0,265.642,12.128,152.945,15.77,143.584,10.283,5.451,25.143,249.473,28.692,3.544,1054.673,34.847,21.378,23.641,-22.391,35.152,20.481,10.198,0,0,4.022,0.352,3.921,16.237,5.692,0.012,0.006,19.653,20.117,20.549,20.784,20.54,20.823,18.758,18.82,18.749,20.383,20.331,20.018,17.63,17.925,17.633,19.503,20.569,3428,1769,2.543119728
3757868856,2.431166665,21.045,17.855,18.309,20.438,12.307,17.563,143.87,0.011,398.306,23.144,14.375,0,0,0,0,0,0,98.498,0.001,0,265.496,12.138,152.903,15.762,143.644,10.296,5.431,25.152,249.81,28.741,3.583,1054.642,34.863,21.356,23.63,-22.384,35.13,20.484,10.188,0,0,4.019,0.403,3.93,16.202,5.648,0.012,0.006,19.655,20.112,20.542,20.775,20.529,20.82,18.774,18.84,18.752,20.377,20.3,20.028,17.636,17.917,17.632,19.5,20.574,3428,1769,2.239275381
3757868857,2.462783337,21.026,17.884,18.309,20.437,12.302,17.561,135.904,0.009,398.306,23.137,14.376,0,0,0,0,0,0,98.501,0.001,0,265.34,12.146,152.948,15.779,143.646,10.296,5.447,25.142,249.709,28.727,3.578,1053.841,34.845,21.306,23.645,-22.391,35.108,20.476,10.18,0,0,4.018,0.362,3.916,16.259,5.635,0.012,0.006,19.651,20.117,20.534,20.77,20.521,20.815,18.768,18.855,18.754,20.397,20.294,20.05,17.637,17.929,17.652,19.503,20.568,3428,1769,2.571212503
3757868860,2.499583332,21.029,17.888,18.309,20.451,12.292,17.562,145.158,0.008,398.322,23.179,14.376,0,0,0,0,0,0,98.499,0.001,0,265.26,12.138,152.991,15.759,143.649,10.297,5.427,25.137,249.747,28.732,3.589,1054.787,34.857,21.377,23.633,-22.389,35.098,20.483,10.186,0,0,4.016,0.343,3.928,16.264,5.595,0.012,0.006,19.643,20.125,20.513,20.753,20.522,20.81,18.763,18.848,18.749,20.377,20.285,20.045,17.626,17.929,17.649,19.494,20.581,3428,1769,2.21550856
3757868861,2.52966667,21.041,17.886,18.31,20.443,12.351,17.562,126.907,0.009,398.322,23.151,14.376,0,0,0,0,0,0,98.501,0.001,0,265.157,12.135,152.948,15.742,143.629,10.293,5.414,25.153,249.762,28.735,3.575,1054.857,34.837,21.393,23.632,-22.399,35.061,20.494,10.201,0,0,4.014,0.363,3.921,16.253,5.752,0.012,0.006,19.651,20.138,20.543,20.773,20.541,20.82,18.781,18.848,18.782,20.394,20.3,20.048,17.655,17.941,17.663,19.502,20.575,3428,1769,2.344045369
3757868863,2.56133333,21.066,17.87,18.31,20.438,12.317,17.563,153.559,0.007,398.33,23.153,14.376,0,0,0,0,0,0,98.499,0.001,0,265.122,12.145,152.933,15.736,143.648,10.297,5.404,25.127,249.769,28.736,3.603,1055.109,34.839,21.37,23.626,-22.38,35.107,20.488,10.191,0,0,4.014,0.318,3.925,16.214,5.672,0.012,0.006,19.624,20.139,20.533,20.731,20.528,20.825,18.749,18.831,18.757,20.388,20.299,20.047,17.645,17.931,17.665,19.5,20.573,3428,1769,2.242095982
3757868865,2.592133331,21.029,17.84,18.309,20.429,12.33,17.562,135.968,0.01,398.322,23.139,14.377,0,0,0,0,0,0,98.499,0.001,0,265.205,12.158,152.983,15.713,143.683,10.304,5.373,25.151,249.791,28.739,3.582,1054.861,34.83,21.381,23.612,-22.383,35.116,20.495,10.19,0,0,4.014,0.381,3.926,16.185,5.713,0.012,0.006,19.616,20.127,20.524,20.731,20.534,20.82,18.75,18.84,18.739,20.384,20.3,20.051,17.645,17.939,17.672,19.507,20.568,3428,1769,2.216624685
3757868867,2.622033334,21.041,17.87,18.31,20.434,12.306,17.562,129.304,0.008,398.346,23.136,14.375,0,0,0,0,0,0,98.494,0.001,0,265.101,12.146,153.045,15.714,143.662,10.3,5.379,25.146,249.646,28.718,3.566,1054.643,34.832,21.372,23.626,-22.388,35.123,20.465,10.165,0,0,4.012,0.341,3.921,16.228,5.649,0.012,0.006,19.606,20.093,20.515,20.744,20.543,20.816,18.753,18.811,18.734,20.39,20.298,20.053,17.648,17.949,17.679,19.496,20.592,3428,1769,2.294214043
3757868869,2.653199999,21.029,17.876,18.309,20.441,12.304,17.562,113.318,0.007,398.306,23.166,14.377,0,0,0,0,0,0,98.5,0.001,0,265.131,12.162,152.988,15.708,143.79,10.327,5.346,25.166,249.525,28.7,3.528,1055.169,34.84,21.331,23.613,-22.395,35.121,20.49,10.163,0,0,4.012,0.325,3.93,16.243,5.635,0.012,0.006,19.609,20.093,20.532,20.715,20.54,20.802,18.745,18.808,18.727,20.389,20.287,20.056,17.647,17.955,17.686,19.505,20.581,3428,1769,2.06497104
3757868871,2.690000002,21.03,17.876,18.309,20.435,12.325,17.562,134.364,0.006,398.354,23.177,14.376,0,0,0,0,0,0,98.496,0.001,0,265.506,12.154,153.067,15.708,143.8,10.33,5.343,25.155,249.822,28.743,3.582,1054.927,34.837,21.363,23.626,-22.406,35.121,20.483,10.154,0,0,4.018,0.284,3.924,16.244,5.694,0.012,0.006,19.621,20.085,20.508,20.729,20.545,20.801,18.763,18.795,18.71,20.39,20.314,20.056,17.661,17.964,17.674,19.505,20.575,3428,1769,2.367161924
3757868873,2.720949999,21.043,17.873,18.309,20.453,12.31,17.563,156.759,0.008,398.338,23.152,14.376,0,0,0,0,0,0,98.496,0.001,0,265.588,12.151,153.028,15.681,143.917,10.355,5.291,25.142,249.995,28.769,3.621,1054.087,34.847,21.365,23.629,-22.375,35.13,20.484,10.129,0,0,4.018,0.337,3.923,16.232,5.639,0.012,0.006,19.627,20.078,20.502,20.725,20.542,20.798,18.753,18.787,18.704,20.382,20.327,20.052,17.666,17.967,17.639,19.507,20.582,3428,1769,2.392645762
3757868874,2.745416665,21.035,17.869,18.308,20.445,12.331,17.563,156.757,0.011,398.314,23.164,14.376,0,0,0,0,0,0,98.503,0.001,0,265.172,12.151,153.011,15.683,143.743,10.317,5.33,25.157,249.792,28.739,3.576,1053.503,34.83,21.349,23.629,-22.407,35.146,20.484,10.167,0,0,4.012,0.392,3.915,16.23,5.699,0.012,0.006,19.634,20.071,20.495,20.722,20.535,20.787,18.741,18.78,18.702,20.377,20.329,20.066,17.666,17.971,17.623,19.503,20.579,3428,1769,2.447331904
3757868877,2.783033331,21.034,17.854,18.31,20.421,12.33,17.561,145.403,0.008,398.314,23.149,14.377,0,0,0,0,0,0,98.501,0.001,0,265.139,12.173,153.012,15.659,143.908,10.353,5.271,25.176,249.784,28.738,3.556,1053.356,34.83,21.414,23.62,-22.41,35.147,20.474,10.121,0,0,4.01,0.39,3.918,16.205,5.72,0.012,0.006,19.634,20.057,20.507,20.758,20.548,20.805,18.732,18.766,18.705,20.389,20.322,20.073,17.663,17.968,17.61,19.508,20.581,3428,1769,2.320887992
3757868878,2.807633336,21.05,17.886,18.309,20.445,12.35,17.563,145.41,0.009,398.362,23.154,14.375,0,0,0,0,0,0,98.491,0.001,0,265.155,12.169,153.118,15.671,143.941,10.36,5.275,25.202,249.873,28.751,3.542,1053.618,34.863,21.411,23.594,-22.393,35.108,20.469,10.109,0,0,4.009,0.363,3.939,16.249,5.746,0.012,0.006,19.622,20.063,20.5,20.735,20.542,20.801,18.735,18.76,18.696,20.368,20.328,20.055,17.651,17.961,17.598,19.507,20.581,3428,1769,1.761449421
3757868880,2.84478333,21.039,17.872,18.309,20.428,12.344,17.562,140.963,0.01,398.298,23.146,14.375,0,0,0,0,0,0,98.495,0.001,0,265.556,12.164,153.098,15.651,143.807,10.331,5.285,25.168,249.702,28.726,3.551,1054.259,34.808,21.386,23.598,-22.397,35.071,20.489,10.158,0,0,4.016,0.363,3.921,16.232,5.749,0.012,0.006,19.627,20.083,20.498,20.745,20.554,20.804,18.744,18.772,18.711,20.376,20.34,20.065,17.653,17.97,17.588,19.51,20.582,3428,1769,2.393851581
3757868883,2.881466667,21.046,17.862,18.309,20.469,12.329,17.563,151.366,0.009,398.298,23.143,14.376,0,0,0,0,0,0,98.5,0.001,0,265.189,12.174,153.077,15.635,143.836,10.337,5.262,25.174,249.883,28.752,3.572,1054.795,34.85,21.379,23.619,-22.386,35.114,20.476,10.139,0,0,4.01,0.352,3.93,16.212,5.669,0.012,0.006,19.623,20.095,20.499,20.729,20.544,20.797,18.746,18.762,18.704,20.367,20.334,20.081,17.649,17.972,17.593,19.507,20.588,3428,1769,2.01511335
3757868885,2.9182,21.038,17.879,18.309,20.453,12.319,17.563,150.109,0.01,398.314,23.186,14.376,0,0,0,0,0,0,98.506,0.001,0,265.542,12.171,153.124,15.626,143.752,10.319,5.272,25.159,250.065,28.779,3.613,1054.735,34.834,21.386,23.616,-22.383,35.171,20.463,10.144,0,0,4.016,0.38,3.925,16.245,5.66,0.012,0.006,19.621,20.109,20.528,20.708,20.533,20.811,18.751,18.778,18.744,20.367,20.341,20.068,17.668,17.978,17.608,19.511,20.58,3428,1769,2.291902783
3757868887,2.949166663,21.034,17.881,18.309,20.46,12.342,17.562,146.233,0.01,398.314,23.158,14.378,0,0,0,0,0,0,98.503,0.001,0,265.425,12.158,153.113,15.609,143.917,10.354,5.219,25.158,249.91,28.756,3.592,1055.683,34.843,21.393,23.624,-22.394,35.134,20.469,10.115,0,0,4.013,0.375,3.929,16.249,5.71,0.012,0.006,19.629,20.101,20.505,20.703,20.523,20.815,18.734,18.776,18.735,20.358,20.311,20.04,17.655,17.964,17.597,19.518,20.594,3428,1769,2.115336187
3757868889,2.980299997,21.038,17.877,18.309,20.448,12.352,17.561,155.165,0.009,398.37,23.145,14.376,0,0,0,0,0,0,98.497,0.001,0,265.133,12.147,153.046,15.606,143.781,10.326,5.245,25.167,249.859,28.749,3.576,1056.012,34.824,21.351,23.62,-22.391,35.096,20.454,10.128,0,0,4.009,0.365,3.925,16.241,5.749,0.012,0.006,19.622,20.097,20.504,20.702,20.527,20.824,18.76,18.8,18.757,20.365,20.336,20.049,17.65,17.976,17.607,19.512,20.597,3428,1769,2.11746912
3757868890,3.010983332,21.042,17.874,18.309,20.435,12.358,17.561,116.3,0.011,398.314,23.167,14.376,0,0,0,0,0,0,98.502,0.001,0,265.157,12.157,152.99,15.61,143.868,10.344,5.231,25.17,249.93,28.759,3.583,1054.692,34.823,21.35,23.614,-22.417,35.112,20.459,10.115,0,0,4.009,0.386,3.922,16.234,5.776,0.012,0.006,19.639,20.081,20.492,20.721,20.527,20.81,18.736,18.826,18.768,20.373,20.329,20.04,17.641,17.981,17.608,19.531,20.567,3428,1769,2.193922582
3757868892,3.041133332,21.049,17.86,18.309,20.449,12.322,17.562,141.36,0.006,398.314,23.148,14.376,0,0,0,0,0,0,98.499,0.001,0,265.193,12.162,153.044,15.59,143.862,10.343,5.212,25.159,249.588,28.709,3.544,1054.682,34.811,21.326,23.618,-22.395,35.131,20.439,10.096,0,0,4.01,0.29,3.917,16.208,5.673,0.012,0.006,19.641,20.05,20.492,20.732,20.525,20.807,18.745,18.807,18.771,20.382,20.33,20.057,17.659,17.97,17.644,19.522,20.595,3428,1769,2.346411
3757868894,3.071466668,21.039,17.872,18.309,20.448,12.354,17.561,145.886,0.009,398.314,23.174,14.376,0,0,0,0,0,0,98.502,0.001,0,265.268,12.157,153.066,15.588,143.761,10.321,5.231,25.165,249.683,28.723,3.552,1054.337,34.832,21.375,23.628,-22.384,35.145,20.463,10.142,0,0,4.011,0.352,3.919,16.232,5.754,0.012,0.006,19.639,20.045,20.498,20.725,20.521,20.798,18.741,18.828,18.783,20.381,20.33,20.035,17.656,17.961,17.604,19.526,20.583,3428,1769,2.320302648
3757868896,3.102616668,21.04,17.884,18.308,20.456,12.341,17.563,138.729,0.009,398.33,23.157,14.376,0,0,0,0,0,0,98.5,0.001,0,265.202,12.153,153.04,15.575,143.834,10.337,5.203,25.162,249.764,28.735,3.567,1054.942,34.837,21.346,23.598,-22.39,35.111,20.461,10.124,0,0,4.009,0.365,3.934,16.251,5.714,0.012,0.006,19.638,20.058,20.505,20.735,20.516,20.816,18.753,18.841,18.802,20.381,20.32,20.033,17.644,17.978,17.609,19.523,20.579,3428,1769,1.888455244
3757868897,3.128250003,21.015,17.879,18.308,20.444,12.336,17.561,126.795,0.008,398.314,23.175,14.376,0,0,0,0,0,0,98.503,0.001,0,265.197,12.17,153.022,15.564,143.77,10.323,5.205,25.192,249.905,28.755,3.557,1055.441,34.802,21.355,23.615,-22.389,35.158,20.441,10.118,0,0,4.008,0.347,3.917,16.257,5.714,0.012,0.006,19.639,20.055,20.509,20.734,20.52,20.827,18.758,18.839,18.803,20.368,20.315,20.027,17.639,17.965,17.61,19.519,20.576,3428,1769,2.296529968
3757868899,3.1523,21.028,17.871,18.31,20.452,12.348,17.562,126.797,0.007,398.314,23.171,14.376,0,0,0,0,0,0,98.501,0.001,0,265.071,12.165,153.108,15.585,143.897,10.35,5.199,25.191,249.769,28.736,3.538,1054.81,34.833,21.312,23.634,-22.388,35.147,20.456,10.105,0,0,4.006,0.316,3.919,16.237,5.734,0.012,0.006,19.619,20.059,20.518,20.723,20.52,20.825,18.768,18.86,18.822,20.388,20.335,20.016,17.637,17.952,17.616,19.519,20.59,3428,1769,2.195583596
3757868901,3.183333333,21.056,17.868,18.31,20.458,12.338,17.562,164.136,0.007,398.322,23.19,14.376,0,0,0,0,0,0,98.502,0.001,0,265.168,12.167,153.079,15.593,143.912,10.353,5.204,25.198,249.848,28.747,3.542,1054.732,34.843,21.388,23.604,-22.393,35.147,20.471,10.117,0,0,4.008,0.316,3.933,16.217,5.704,0.012,0.006,19.641,20.066,20.516,20.707,20.501,20.804,18.753,18.852,18.803,20.364,20.322,20.028,17.654,17.956,17.636,19.528,20.597,3428,1769,1.888930865
3757868902,3.20728333,21.027,17.891,18.309,20.452,12.346,17.562,164.134,0.012,398.322,23.177,14.376,0,0,0,0,0,0,98.503,0.001,0,265.188,12.186,153.089,15.578,143.778,10.325,5.218,25.222,249.718,28.728,3.5,1054.931,34.824,21.382,23.598,-22.394,35.136,20.473,10.148,0,0,4.007,0.411,3.929,16.27,5.73,0.012,0.006,19.63,20.062,20.536,20.695,20.506,20.809,18.755,18.876,18.833,20.364,20.309,20.026,17.654,17.968,17.645,19.531,20.594,3428,1769,1.965725806
3757868905,3.247116669,21.041,17.877,18.309,20.456,12.358,17.562,126.708,0.007,398.338,23.17,14.375,0,0,0,0,0,0,98.502,0.001,0,265.218,12.166,153.184,15.576,143.873,10.345,5.196,25.216,249.759,28.734,3.513,1053.754,34.81,21.357,23.63,-22.374,35.113,20.477,10.131,0,0,4.008,0.409,3.909,16.24,5.756,0.012,0.006,19.637,20.082,20.547,20.707,20.498,20.792,18.776,18.895,18.852,20.357,20.315,20.025,17.669,17.963,17.652,19.519,20.586,3428,1769,2.500947329
3757868906,3.277083333,21.039,17.871,18.31,20.426,12.33,17.562,179.778,0.007,398.298,23.159,14.377,0,0,0,0,0,0,98.505,0.001,0,265.136,12.174,153.084,15.57,143.883,10.347,5.188,25.187,249.822,28.743,3.55,1054.573,34.827,21.362,23.615,-22.415,35.14,20.465,10.118,0,0,4.007,0.317,3.923,16.231,5.716,0.012,0.006,19.629,20.059,20.532,20.719,20.491,20.8,18.77,18.919,18.856,20.356,20.3,19.997,17.648,17.946,17.654,19.521,20.581,3428,1769,2.118537201
