Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3758471401,0,22.879,19.302,23.58,21.082,15.977,22.669,136.08,0.007,396.786,24.008,14.32,0,0,0,0,0,0,98.871,0.001,0,184.28,15.544,170.269,22.468,171.629,15.921,6.507,25.612,260.906,30.324,4.705,1061.561,33.801,18.801,25.866,-22.371,25.685,23.223,7.302,0,0,2.819,0.214,2.795,17.595,12.933,0.013,0.01,24.056,23.934,23.881,23.448,23.521,23.588,23.403,23.74,23.668,23.101,23.057,23.016,22.274,22.245,22.333,23.27,22.183,2039,732
3758471403,0.031266665,22.876,19.276,23.58,21.064,15.991,22.669,133.678,0.008,396.762,23.981,14.319,0,0,0,0,0,0,98.874,0.001,0,184.271,15.538,170.233,22.464,171.453,15.887,6.536,25.627,260.99,30.335,4.702,1062.418,33.786,18.818,25.853,-22.371,25.654,23.211,7.324,0,0,2.819,0.22,2.796,17.554,12.97,0.013,0.01,24.065,23.928,23.893,23.449,23.526,23.584,23.401,23.705,23.705,23.106,23.063,23.024,22.278,22.247,22.328,23.27,22.171,2039,732
3758471404,0.061533332,22.866,19.285,23.579,21.064,16.019,22.669,135.529,0.008,396.747,23.982,14.319,0,0,0,0,0,0,98.873,0.001,0,184.262,15.535,170.206,22.487,171.49,15.894,6.553,25.62,261.014,30.339,4.713,1062.439,33.774,18.778,25.838,-22.373,25.655,23.204,7.31,0,0,2.82,0.215,2.797,17.574,13.021,0.013,0.01,24.055,23.924,23.878,23.439,23.522,23.574,23.395,23.708,23.65,23.093,23.06,23.019,22.283,22.246,22.329,23.268,22.166,2039,732
3758471406,0.092316667,22.854,19.278,23.58,21.069,15.986,22.669,132.713,0.008,396.747,23.981,14.318,0,0,0,0,0,0,98.873,0.001,0,184.199,15.532,170.188,22.49,171.514,15.899,6.551,25.601,260.868,30.318,4.711,1061.33,33.803,18.789,25.864,-22.373,25.661,23.202,7.304,0,0,2.819,0.219,2.795,17.568,12.959,0.013,0.01,24.062,23.92,23.879,23.454,23.521,23.596,23.403,23.719,23.631,23.106,23.065,23.022,22.282,22.255,22.337,23.269,22.174,2039,732
3758471408,0.122749996,22.895,19.291,23.581,21.076,15.969,22.669,130.623,0.008,396.731,24.002,14.321,0,0,0,0,0,0,98.876,0.001,0,184.216,15.556,170.172,22.485,171.51,15.898,6.547,25.602,260.818,30.311,4.703,1062.407,33.807,18.801,25.843,-22.372,25.692,23.218,7.32,0,0,2.819,0.217,2.807,17.569,12.922,0.013,0.01,24.075,23.934,23.878,23.439,23.503,23.578,23.393,23.681,23.638,23.093,23.061,23.025,22.29,22.254,22.344,23.276,22.173,2039,732
3758471410,0.152950001,22.843,19.287,23.579,21.083,15.992,22.668,122.428,0.007,396.802,23.994,14.319,0,0,0,0,0,0,98.868,0.001,0,184.253,15.549,170.299,22.491,171.36,15.87,6.581,25.594,260.945,30.329,4.729,1061.454,33.808,18.785,25.876,-22.374,25.678,23.212,7.343,0,0,2.821,0.212,2.793,17.589,12.96,0.013,0.01,24.062,23.923,23.874,23.437,23.507,23.572,23.389,23.673,23.62,23.096,23.072,23.028,22.287,22.247,22.334,23.273,22.192,2039,732
3758471411,0.178166668,22.872,19.282,23.58,21.072,15.98,22.669,131.001,0.007,396.747,24.016,14.319,0,0,0,0,0,0,98.877,0.001,0,184.248,15.547,170.26,22.506,171.543,15.904,6.561,25.611,260.937,30.328,4.711,1062.199,33.813,18.806,25.856,-22.373,25.699,23.212,7.308,0,0,2.82,0.199,2.804,17.567,12.945,0.013,0.01,24.066,23.931,23.889,23.433,23.519,23.58,23.391,23.66,23.632,23.094,23.061,23.029,22.289,22.26,22.343,23.274,22.174,2039,732
3758471414,0.215149999,22.851,19.288,23.579,21.054,15.987,22.669,126.85,0.008,396.739,23.997,14.318,0,0,0,0,0,0,98.876,0.001,0,184.235,15.555,170.252,22.479,171.335,15.865,6.574,25.618,260.833,30.313,4.689,1062.421,33.844,18.815,25.871,-22.372,25.7,23.219,7.355,0,0,2.82,0.213,2.81,17.586,12.97,0.013,0.01,24.061,23.926,23.881,23.425,23.515,23.576,23.386,23.678,23.615,23.099,23.07,23.019,22.285,22.253,22.341,23.274,22.188,2039,732
3758471416,0.24983333,22.859,19.291,23.581,21.061,16.015,22.669,132.492,0.007,396.731,23.981,14.319,0,0,0,0,0,0,98.873,0.001,0,184.336,15.536,170.294,22.509,171.309,15.859,6.608,25.595,260.901,30.323,4.722,1062.463,33.801,18.808,25.862,-22.372,25.703,23.206,7.346,0,0,2.822,0.204,2.798,17.586,13.016,0.013,0.01,24.057,23.913,23.87,23.441,23.517,23.589,23.395,23.657,23.588,23.103,23.064,23.019,22.276,22.252,22.335,23.266,22.183,2039,732
3758471417,0.27396667,22.875,19.292,23.58,21.098,15.987,22.553,132.499,0.008,396.747,23.986,14.319,0,0,0,0,0,0,98.873,0.001,0,184.377,15.534,170.195,22.51,171.458,15.888,6.581,25.583,260.845,30.315,4.726,1062.087,33.801,18.837,25.862,-22.373,25.671,23.214,7.326,0,0,2.823,0.215,2.797,17.58,12.942,0.013,0.01,24.059,23.931,23.875,23.442,23.522,23.584,23.384,23.651,23.59,23.093,23.058,23.03,22.284,22.254,22.351,23.273,22.185,2039,732
