Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,,Heat Balance (%)
3758482578,1.290783334,23.576,18.338,22.409,20.435,12.288,20.463,156.972,0.009,395.907,24.71,14.29,0,0,0,0,0,0,99.048,0.001,0,240.445,7.585,131.867,10.634,121.006,5.138,5.464,25.501,261.169,30.356,4.849,1776.949,23.827,20.875,18.032,-21.985,30.395,14.313,9.175,0,0,3.601,0.199,3.419,15.636,11.646,0.011,0.009,13.848,13.837,13.801,14.593,14.604,14.368,13.728,13.757,13.669,14.463,14.187,14.08,12.873,13.298,13.215,13.881,23.023,3723,2178,5.185185185
3758482580,1.326916663,23.572,18.358,22.409,20.449,12.292,20.463,140.348,0.011,395.939,24.724,14.29,0,0,0,0,0,0,99.048,0.001,0,240.249,7.604,131.928,10.625,120.928,5.119,5.474,25.513,260.877,30.315,4.796,1777.826,23.854,20.857,18.018,-21.985,30.45,14.306,9.187,0,0,3.597,0.215,3.445,15.672,11.642,0.011,0.009,13.855,13.855,13.807,14.608,14.615,14.368,13.731,13.771,13.685,14.49,14.202,14.077,12.883,13.301,13.231,13.886,23.01,3723,2178,4.31695541
3758482582,1.362933334,23.551,18.353,22.409,20.423,12.301,20.463,154.277,0.009,395.931,24.724,14.289,0,0,0,0,0,0,99.047,0.001,0,240.231,7.586,132.009,10.609,120.888,5.109,5.468,25.477,261.063,30.342,4.859,1776.413,23.843,20.907,18.018,-21.985,30.461,14.302,9.193,0,0,3.598,0.193,3.436,15.675,11.63,0.011,0.009,13.843,13.848,13.792,14.595,14.602,14.362,13.708,13.754,13.673,14.474,14.178,14.071,12.862,13.295,13.227,13.879,23.016,3723,2178,4.606198465
3758482584,1.393883332,23.546,18.347,22.409,20.427,12.32,20.462,165.208,0.01,395.915,24.754,14.289,0,0,0,0,0,0,99.049,0.001,0,240.603,7.582,131.931,10.609,120.874,5.106,5.471,25.48,260.869,30.314,4.828,1776.681,23.857,20.95,18.025,-21.985,30.48,14.311,9.205,0,0,3.604,0.209,3.44,15.667,11.698,0.011,0.009,13.86,13.86,13.801,14.603,14.617,14.37,13.724,13.747,13.665,14.468,14.185,14.094,12.868,13.302,13.223,13.885,23.025,3723,2178,4.656445202
3758482586,1.42366666,23.57,18.351,22.409,20.434,12.303,20.463,138.844,0.012,395.907,24.727,14.29,0,0,0,0,0,0,99.046,0.001,0,240.066,7.583,131.914,10.604,120.87,5.105,5.467,25.5,260.903,30.319,4.812,1777.21,23.826,20.962,18.012,-21.985,30.458,14.327,9.222,0,0,3.595,0.226,3.431,15.661,11.665,0.011,0.009,13.853,13.841,13.782,14.598,14.628,14.377,13.715,13.752,13.679,14.474,14.197,14.081,12.864,13.283,13.214,13.903,23.022,3723,2178,4.668374609
3758482587,1.453733333,23.552,18.362,22.409,20.45,12.297,20.462,160.565,0.008,395.931,24.73,14.289,0,0,0,0,0,0,99.045,0.001,0,240.307,7.585,131.918,10.6,120.818,5.093,5.476,25.488,261.072,30.343,4.849,1777.997,23.845,20.911,18.018,-21.985,30.422,14.327,9.235,0,0,3.599,0.19,3.44,15.69,11.704,0.012,0.009,13.83,13.83,13.787,14.582,14.613,14.379,13.713,13.747,13.652,14.47,14.172,14.103,12.851,13.288,13.208,13.899,23.022,3723,2178,4.517687171
3758482589,1.485049995,23.575,18.36,22.409,20.436,12.307,20.463,148.598,0.011,395.907,24.715,14.29,0,0,0,0,0,0,99.044,0.001,0,240.198,7.569,131.926,10.625,120.867,5.104,5.489,25.517,261.11,30.348,4.825,1776.235,23.843,20.935,18.008,-21.985,30.455,14.338,9.234,0,0,3.597,0.221,3.442,15.674,11.646,0.011,0.009,13.828,13.826,13.761,14.588,14.624,14.385,13.706,13.748,13.653,14.467,14.173,14.087,12.853,13.289,13.2,13.902,23.013,3723,2178,4.404034664
3758482591,1.515716664,23.567,18.34,22.409,20.46,12.298,20.463,149.785,0.01,395.947,24.705,14.29,0,0,0,0,0,0,99.041,0.001,0,240.22,7.576,131.855,10.609,120.824,5.094,5.483,25.504,260.974,30.329,4.819,1777.252,23.814,20.889,18.03,-21.985,30.411,14.317,9.223,0,0,3.597,0.201,3.414,15.644,11.701,0.011,0.009,13.814,13.806,13.725,14.606,14.632,14.406,13.718,13.751,13.66,14.482,14.177,14.118,12.844,13.276,13.191,13.891,23.022,3723,2178,5.220367993
3758482593,1.545716667,23.569,18.352,22.409,20.437,12.304,20.462,132.894,0.01,395.939,24.727,14.29,0,0,0,0,0,0,99.042,0.001,0,240.189,7.596,131.886,10.623,120.901,5.113,5.479,25.505,261.056,30.341,4.829,1776.75,23.839,20.839,18.002,-21.984,30.43,14.338,9.226,0,0,3.597,0.203,3.444,15.663,11.725,0.011,0.009,13.804,13.807,13.723,14.604,14.625,14.386,13.713,13.738,13.631,14.478,14.187,14.111,12.83,13.285,13.193,13.897,23.011,3723,2178,4.345973583
3758482595,1.581933331,23.583,18.345,22.408,20.407,12.31,20.463,154.486,0.008,395.955,24.704,14.289,0,0,0,0,0,0,99.04,0.001,0,240.217,7.573,131.975,10.611,120.867,5.105,5.475,25.502,260.94,30.324,4.817,1773.279,23.797,20.892,18.033,-21.985,30.43,14.351,9.247,0,0,3.597,0.18,3.394,15.643,11.722,0.011,0.009,13.824,13.814,13.72,14.621,14.63,14.389,13.698,13.746,13.643,14.491,14.189,14.137,12.856,13.303,13.194,13.899,23.016,3723,2178,5.807466743
3758482597,1.612799994,23.577,18.353,22.408,20.422,12.308,20.463,146.12,0.01,395.915,24.714,14.288,0,0,0,0,0,0,99.043,0.001,0,240.301,7.578,131.873,10.61,120.909,5.114,5.464,25.512,260.911,30.32,4.802,1774.691,23.806,20.881,18,-21.985,30.428,14.351,9.237,0,0,3.598,0.21,3.421,15.66,11.702,0.011,0.009,13.83,13.8,13.699,14.621,14.631,14.404,13.688,13.753,13.643,14.477,14.174,14.166,12.857,13.29,13.178,13.896,23.021,3723,2178,5.043453483
3758482599,1.64358333,23.578,18.362,22.409,20.437,12.318,20.463,171.269,0.009,395.899,24.706,14.29,0,0,0,0,0,0,99.048,0.001,0,240.311,7.572,131.898,10.61,120.885,5.109,5.47,25.484,260.823,30.307,4.817,1777.253,23.805,20.932,18.012,-21.985,30.432,14.369,9.26,0,0,3.599,0.198,3.419,15.674,11.738,0.011,0.009,13.835,13.825,13.714,14.616,14.607,14.403,13.702,13.75,13.653,14.478,14.167,14.16,12.853,13.318,13.202,13.902,23.022,3723,2178,5.129666572
3758482601,1.673533328,23.579,18.342,22.409,20.442,12.301,20.463,149.864,0.013,395.931,24.727,14.288,0,0,0,0,0,0,99.04,0.001,0,240.246,7.576,131.868,10.586,120.811,5.091,5.464,25.493,261.071,30.343,4.843,1777.996,23.811,20.889,18.015,-21.985,30.408,14.36,9.269,0,0,3.598,0.232,3.422,15.641,11.703,0.011,0.009,13.832,13.829,13.726,14.592,14.596,14.384,13.701,13.752,13.666,14.478,14.163,14.133,12.839,13.312,13.19,13.896,23.009,3723,2178,5.014245014
3758482603,1.710899997,23.565,18.359,22.409,20.454,12.304,20.463,160.613,0.01,395.891,24.7,14.289,0,0,0,0,0,0,99.05,0.001,0,240.32,7.588,131.887,10.57,120.815,5.092,5.447,25.51,260.984,30.33,4.814,1777.232,23.809,20.857,18.002,-21.985,30.451,14.332,9.241,0,0,3.598,0.204,3.427,15.676,11.707,0.012,0.009,13.841,13.84,13.781,14.573,14.602,14.382,13.726,13.774,13.672,14.478,14.172,14.081,12.846,13.313,13.2,13.888,23.02,3723,2178,4.868327402
3758482605,1.740966662,23.556,18.338,22.409,20.442,12.304,20.463,152.995,0.011,395.915,24.712,14.29,0,0,0,0,0,0,99.046,0.001,0,240.158,7.581,131.942,10.581,120.798,5.088,5.462,25.478,261.314,30.377,4.892,1779.11,23.818,20.837,18.011,-21.985,30.427,14.316,9.228,0,0,3.597,0.22,3.43,15.645,11.591,0.011,0.009,13.852,13.863,13.807,14.596,14.615,14.403,13.755,13.782,13.699,14.487,14.188,14.099,12.855,13.332,13.219,13.892,23.003,3723,2178,4.753095204
3758482606,1.771416664,23.575,18.34,22.409,20.447,12.304,20.463,140.862,0.01,395.931,24.712,14.29,0,0,0,0,0,0,99.05,0.001,0,240.366,7.583,131.909,10.597,120.827,5.095,5.47,25.516,261.241,30.367,4.844,1778.491,23.834,20.837,17.995,-21.985,30.436,14.3,9.205,0,0,3.599,0.208,3.448,15.638,11.651,0.011,0.009,13.845,13.862,13.821,14.584,14.609,14.399,13.756,13.775,13.698,14.481,14.188,14.08,12.859,13.318,13.215,13.883,23.025,3723,2178,4.285511565
3758482608,1.800933329,23.572,18.354,22.409,20.434,12.339,20.462,159.073,0.009,395.931,24.727,14.29,0,0,0,0,0,0,99.045,0.001,0,240.4,7.592,131.918,10.593,120.799,5.088,5.473,25.536,261.328,30.379,4.837,1777.686,23.834,20.952,18.008,-21.985,30.47,14.308,9.22,0,0,3.599,0.194,3.439,15.664,11.629,0.011,0.009,13.858,13.866,13.838,14.585,14.607,14.379,13.758,13.763,13.692,14.484,14.199,14.066,12.888,13.316,13.223,13.891,23.01,3723,2178,4.546746235
3758482610,1.830833332,23.567,18.344,22.409,20.438,12.275,20.463,168.54,0.011,395.931,24.696,14.289,0,0,0,0,0,0,99.045,0.001,0,240.768,7.586,131.959,10.59,120.858,5.102,5.456,25.537,261.324,30.378,4.835,1777.244,23.818,20.822,17.996,-21.985,30.471,14.299,9.197,0,0,3.604,0.216,3.436,15.651,11.677,0.011,0.009,13.842,13.843,13.8,14.596,14.616,14.375,13.743,13.757,13.677,14.486,14.178,14.061,12.866,13.306,13.216,13.89,23.015,3723,2178,4.772727273
3758482612,1.86298333,23.579,18.356,22.409,20.457,12.308,20.463,139.073,0.012,395.915,24.709,14.289,0,0,0,0,0,0,99.047,0.001,0,240.779,7.58,131.932,10.566,120.784,5.084,5.45,25.504,261.432,30.393,4.884,1777.389,23.818,20.912,17.996,-21.986,30.416,14.31,9.226,0,0,3.605,0.231,3.436,15.664,11.647,0.011,0.009,13.854,13.814,13.794,14.617,14.631,14.391,13.734,13.766,13.682,14.492,14.199,14.085,12.877,13.301,13.219,13.884,23.015,3723,2178,4.800454481
3758482614,1.893249997,23.591,18.338,22.409,20.456,12.295,20.463,165.019,0.008,395.907,24.72,14.29,0,0,0,0,0,0,99.049,0.001,0,240.785,7.598,131.906,10.549,120.828,5.095,5.423,25.504,261.534,30.408,4.897,1778.092,23.798,20.943,17.999,-21.984,30.444,14.338,9.243,0,0,3.605,0.189,3.424,15.627,11.663,0.011,0.009,13.861,13.822,13.788,14.61,14.625,14.383,13.743,13.766,13.674,14.488,14.212,14.087,12.894,13.301,13.228,13.879,23.015,3723,2178,5.150092474
3758482615,1.922533329,23.595,18.352,22.409,20.433,12.292,20.463,161.202,0.012,395.931,24.687,14.29,0,0,0,0,0,0,99.045,0.001,0,240.69,7.593,131.985,10.53,120.92,5.117,5.381,25.485,261.441,30.395,4.904,1778.19,23.809,20.867,17.993,-21.985,30.48,14.335,9.218,0,0,3.603,0.224,3.434,15.648,11.689,0.011,0.009,13.85,13.815,13.769,14.613,14.638,14.379,13.728,13.768,13.668,14.494,14.212,14.099,12.88,13.295,13.227,13.888,23.022,3723,2178,4.803183175
3758482617,1.952466663,23.557,18.348,22.292,20.445,12.312,20.463,130.26,0.011,395.931,24.714,14.288,0,0,0,0,0,0,99.046,0.001,0,240.821,7.596,131.963,10.519,120.866,5.104,5.383,25.489,261.351,30.382,4.887,1777.133,23.814,20.913,18.006,-21.985,30.459,14.367,9.263,0,0,3.605,0.22,3.427,15.662,11.655,0.011,0.009,13.854,13.817,13.768,14.617,14.63,14.395,13.753,13.755,13.669,14.493,14.229,14.108,12.895,13.304,13.241,13.89,23.011,3723,2178,5.062571104
3758482619,1.98245,23.573,18.358,22.409,20.447,12.32,20.463,137.335,0.007,395.883,24.727,14.29,0,0,0,0,0,0,99.051,0.001,0,240.471,7.596,131.975,10.508,121.013,5.139,5.338,25.484,261.596,30.416,4.927,1777.026,23.835,20.843,17.997,-21.985,30.478,14.376,9.237,0,0,3.599,0.178,3.445,15.671,11.67,0.011,0.009,13.843,13.813,13.753,14.603,14.632,14.405,13.742,13.757,13.662,14.499,14.22,14.095,12.891,13.293,13.228,13.892,23.024,3723,2178,4.372515616
3758482621,2.013216662,23.571,18.355,22.409,20.447,12.307,20.462,126.379,0.008,395.939,24.715,14.289,0,0,0,0,0,0,99.045,0.001,0,240.635,7.618,131.977,10.501,120.957,5.126,5.343,25.495,261.411,30.391,4.889,1776.062,23.837,20.879,17.996,-21.985,30.42,14.36,9.234,0,0,3.601,0.187,3.445,15.666,11.689,0.011,0.009,13.842,13.826,13.772,14.581,14.603,14.384,13.729,13.769,13.659,14.48,14.193,14.094,12.871,13.29,13.233,13.887,23.015,3723,2178,4.42804428
3758482623,2.044499993,23.56,18.359,22.408,20.451,12.315,20.463,144.047,0.007,395.923,24.709,14.289,0,0,0,0,0,0,99.043,0.001,0,240.811,7.612,132.074,10.508,120.852,5.101,5.375,25.495,261.303,30.375,4.875,1777.211,23.826,20.889,18.013,-21.985,30.428,14.358,9.257,0,0,3.604,0.173,3.43,15.679,11.652,0.012,0.009,13.847,13.838,13.77,14.593,14.611,14.39,13.745,13.771,13.669,14.489,14.176,14.076,12.876,13.302,13.231,13.883,22.999,3723,2178,4.947398351
3758482625,2.086133329,23.572,18.336,22.306,20.442,12.316,20.462,160.408,0.009,395.907,24.707,14.291,0,0,0,0,0,0,99.05,0.001,0,240.785,7.624,132.047,10.486,120.954,5.125,5.33,25.516,261.486,30.401,4.879,1777.274,23.839,20.891,17.993,-21.985,30.457,14.355,9.23,0,0,3.602,0.194,3.45,15.632,11.711,0.011,0.009,13.843,13.836,13.773,14.581,14.583,14.383,13.748,13.758,13.66,14.495,14.16,14.037,12.868,13.294,13.23,13.884,23.005,3723,2178,4.310833806
3758482627,2.118383328,23.576,18.318,22.408,20.43,12.319,20.462,159.197,0.011,395.963,24.703,14.288,0,0,0,0,0,0,99.042,0.001,0,240.735,7.601,132.098,10.518,121.045,5.148,5.339,25.493,261.666,30.427,4.927,1776.144,23.814,20.922,18,-21.985,30.476,14.34,9.192,0,0,3.603,0.217,3.429,15.601,11.638,0.011,0.009,13.842,13.839,13.785,14.599,14.589,14.398,13.754,13.781,13.669,14.494,14.168,14.046,12.879,13.295,13.229,13.882,23.015,3723,2178,4.948805461
3758482629,2.150016665,23.567,18.325,22.409,20.442,12.33,20.462,140.937,0.011,395.899,24.714,14.29,0,0,0,0,0,0,99.052,0.001,0,240.642,7.608,131.996,10.514,120.946,5.123,5.359,25.522,261.286,30.373,4.844,1777.111,23.83,20.933,18.011,-21.985,30.435,14.347,9.223,0,0,3.601,0.216,3.434,15.618,11.652,0.011,0.009,13.844,13.844,13.808,14.576,14.59,14.359,13.757,13.757,13.676,14.487,14.16,14.051,12.887,13.306,13.242,13.887,23.014,3723,2178,4.747690121
3758482631,2.174683332,23.581,18.367,22.407,20.438,12.327,20.462,140.944,0.009,395.947,24.727,14.29,0,0,0,0,0,0,99.042,0.001,0,240.667,7.618,132.03,10.506,120.962,5.128,5.347,25.52,261.465,30.398,4.872,1777.114,23.848,20.882,18.008,-21.985,30.453,14.366,9.238,0,0,3.601,0.193,3.446,15.681,11.656,0.012,0.009,13.828,13.821,13.761,14.592,14.604,14.378,13.74,13.772,13.681,14.501,14.171,14.046,12.858,13.29,13.219,13.879,23.019,3723,2178,4.39903505
3758482632,2.204849998,23.574,18.335,22.409,20.422,12.316,20.463,157.856,0.01,395.931,24.703,14.289,0,0,0,0,0,0,99.047,0.001,0,240.306,7.624,132.071,10.511,121.078,5.155,5.325,25.526,261.398,30.389,4.856,1777.231,23.824,20.864,18,-21.986,30.432,14.372,9.217,0,0,3.595,0.19,3.437,15.631,11.709,0.011,0.009,13.828,13.795,13.74,14.598,14.623,14.375,13.732,13.765,13.685,14.472,14.199,14.032,12.852,13.272,13.218,13.877,23.021,3723,2178,4.49374289
3758482634,2.2352,23.565,18.348,22.408,20.441,12.326,20.463,136.461,0.011,395.915,24.704,14.288,0,0,0,0,0,0,99.044,0.001,0,240.596,7.624,132.097,10.52,121.021,5.141,5.347,25.533,261.275,30.371,4.832,1778.284,23.832,20.907,17.997,-21.985,30.479,14.361,9.22,0,0,3.599,0.215,3.446,15.659,11.647,0.011,0.009,13.831,13.797,13.739,14.603,14.643,14.398,13.725,13.763,13.697,14.493,14.196,14.069,12.865,13.274,13.231,13.888,23.028,3723,2178,4.343506033
3758482636,2.26518333,23.567,18.346,22.41,20.438,12.314,20.463,153.281,0.008,395.899,24.709,14.29,0,0,0,0,0,0,99.052,0.001,0,240.834,7.628,132.099,10.52,121.119,5.165,5.324,25.554,261.042,30.338,4.778,1778.332,23.826,20.885,18.001,-21.985,30.451,14.364,9.2,0,0,3.602,0.186,3.44,15.653,11.667,0.011,0.009,13.842,13.796,13.734,14.592,14.639,14.384,13.742,13.77,13.668,14.494,14.227,14.081,12.864,13.276,13.248,13.886,23.026,3723,2178,4.600965635
3758482638,2.295649997,23.588,18.347,22.409,20.441,12.33,20.463,152.309,0.01,395.955,24.714,14.289,0,0,0,0,0,0,99.044,0.001,0,240.619,7.607,132.118,10.52,121.002,5.137,5.351,25.54,261.274,30.371,4.825,1777.859,23.816,20.92,18.009,-21.985,30.451,14.397,9.259,0,0,3.6,0.208,3.429,15.644,11.689,0.011,0.009,13.849,13.804,13.727,14.588,14.625,14.398,13.741,13.774,13.677,14.497,14.237,14.059,12.875,13.284,13.24,13.889,23.016,3723,2178,4.865556978
3758482640,2.325583331,23.569,18.343,22.409,20.426,12.312,20.462,140.167,0.01,395.915,24.702,14.29,0,0,0,0,0,0,99.048,0.001,0,240.333,7.618,132.021,10.513,121.069,5.153,5.329,25.543,261.278,30.372,4.823,1778.133,23.804,20.915,18.02,-21.985,30.455,14.392,9.239,0,0,3.595,0.206,3.415,15.648,11.712,0.011,0.009,13.855,13.789,13.697,14.589,14.627,14.383,13.731,13.768,13.669,14.493,14.22,14.1,12.872,13.289,13.226,13.894,23.023,3723,2178,5.135520685
3758482642,2.361799995,23.574,18.338,22.41,20.452,12.316,20.463,165.095,0.009,395.931,24.71,14.29,0,0,0,0,0,0,99.044,0.001,0,240.273,7.62,132.073,10.505,121.093,5.159,5.314,25.567,261.21,30.362,4.789,1779.257,23.824,20.889,17.997,-21.985,30.499,14.398,9.239,0,0,3.593,0.19,3.443,15.636,11.654,0.011,0.009,13.843,13.802,13.693,14.586,14.621,14.373,13.721,13.757,13.657,14.487,14.218,14.106,12.866,13.285,13.225,13.887,23.032,3723,2178,4.263786242
3758482644,2.399649994,23.581,18.337,22.409,20.449,12.312,20.463,178.445,0.012,395.939,24.696,14.29,0,0,0,0,0,0,99.05,0.001,0,240.48,7.606,132.08,10.463,120.898,5.112,5.32,25.574,261.399,30.389,4.809,1775.725,23.83,20.755,18.032,-21.986,30.526,14.406,9.294,0,0,3.596,0.225,3.419,15.63,11.647,0.011,0.009,13.847,13.792,13.703,14.603,14.627,14.371,13.711,13.753,13.673,14.474,14.215,14.092,12.874,13.285,13.237,13.895,23.008,3723,2178,5.046329294
3758482646,2.431099995,23.555,18.335,22.292,20.432,12.312,20.463,177.529,0.014,395.939,24.717,14.289,0,0,0,0,0,0,99.046,0.001,0,240.407,7.597,132.019,10.466,121.004,5.138,5.296,25.557,261.252,30.368,4.805,1773.359,23.818,20.817,18.008,-21.985,30.515,14.392,9.254,0,0,3.595,0.242,3.421,15.641,11.668,0.011,0.009,13.834,13.802,13.698,14.592,14.612,14.365,13.723,13.763,13.677,14.487,14.2,14.08,12.876,13.29,13.223,13.89,23.016,3723,2178,4.96009122
3758482648,2.467149997,23.566,18.317,22.409,20.422,12.318,20.463,163.99,0.014,395.915,24.708,14.291,0,0,0,0,0,0,99.047,0.001,0,240.327,7.616,131.98,10.46,120.931,5.12,5.309,25.558,261.067,30.342,4.778,1777.087,23.823,20.843,18.018,-21.985,30.518,14.406,9.286,0,0,3.594,0.24,3.425,15.604,11.654,0.011,0.009,13.847,13.823,13.707,14.593,14.608,14.363,13.723,13.768,13.675,14.493,14.207,14.088,12.88,13.303,13.226,13.893,23.019,3723,2178,4.815500784
3758482650,2.503016663,23.591,18.348,22.409,20.438,12.307,20.463,122.908,0.012,395.963,24.708,14.29,0,0,0,0,0,0,99.042,0.001,0,240.283,7.618,132.062,10.448,121.063,5.152,5.264,25.567,261.132,30.351,4.778,1777.663,23.825,20.827,18.016,-21.985,30.51,14.418,9.266,0,0,3.592,0.221,3.429,15.644,11.734,0.011,0.009,13.844,13.803,13.699,14.582,14.59,14.374,13.737,13.76,13.668,14.488,14.226,14.061,12.86,13.288,13.208,13.887,23.031,3723,2178,4.643213217
3758482652,2.534533334,23.59,18.346,22.408,20.437,12.302,20.462,159.617,0.007,395.947,24.695,14.288,0,0,0,0,0,0,99.042,0.001,0,240.386,7.602,132.071,10.466,120.952,5.125,5.31,25.539,261.164,30.356,4.811,1779.407,23.852,20.808,18,-21.985,30.516,14.436,9.311,0,0,3.595,0.168,3.458,15.641,11.639,0.011,0.009,13.82,13.785,13.684,14.586,14.6,14.376,13.746,13.755,13.663,14.472,14.232,14.065,12.866,13.287,13.217,13.9,23.022,3723,2178,3.884871686
3758482654,2.570366661,23.56,18.32,22.408,20.451,12.292,20.462,141.596,0.011,395.899,24.725,14.29,0,0,0,0,0,0,99.052,0.001,0,240.471,7.608,131.999,10.464,120.902,5.113,5.32,25.555,261.165,30.356,4.794,1778.041,23.855,20.81,18.025,-21.986,30.504,14.394,9.281,0,0,3.596,0.215,3.442,15.613,11.681,0.011,0.009,13.836,13.799,13.713,14.608,14.625,14.373,13.742,13.757,13.678,14.484,14.222,14.081,12.89,13.297,13.222,13.892,23.016,3723,2178,4.376243251
3758482656,2.600666666,23.582,18.343,22.409,20.443,12.351,20.463,148.745,0.009,395.931,24.713,14.289,0,0,0,0,0,0,99.046,0.001,0,240.45,7.597,132.03,10.48,120.922,5.118,5.331,25.553,261.031,30.337,4.778,1779.655,23.855,20.876,18.025,-21.985,30.481,14.387,9.269,0,0,3.596,0.192,3.445,15.639,11.683,0.011,0.009,13.825,13.784,13.695,14.606,14.621,14.39,13.737,13.759,13.672,14.497,14.225,14.106,12.873,13.291,13.208,13.884,23.019,3723,2178,4.289163471
3758482658,2.632466666,23.585,18.341,22.409,20.438,12.317,20.463,156.345,0.01,395.923,24.735,14.289,0,0,0,0,0,0,99.048,0.001,0,240.234,7.602,131.978,10.467,120.941,5.122,5.313,25.555,261.397,30.389,4.828,1779.883,23.867,20.879,17.995,-21.986,30.481,14.407,9.285,0,0,3.592,0.201,3.47,15.635,11.702,0.011,0.009,13.825,13.777,13.679,14.629,14.641,14.375,13.738,13.76,13.673,14.496,14.257,14.091,12.876,13.292,13.22,13.889,23.014,3723,2178,3.455111866
3758482660,2.662216663,23.574,18.349,22.408,20.429,12.33,20.463,176.7,0.011,395.915,24.706,14.288,0,0,0,0,0,0,99.043,0.001,0,240.577,7.598,132,10.48,120.823,5.094,5.354,25.547,261.238,30.366,4.813,1777.485,23.845,20.906,17.999,-21.985,30.505,14.401,9.307,0,0,3.599,0.213,3.45,15.654,11.664,0.011,0.009,13.829,13.782,13.682,14.625,14.645,14.378,13.734,13.755,13.684,14.501,14.253,14.133,12.877,13.297,13.231,13.89,23.022,3723,2178,4.227550007
3758482662,2.692433333,23.573,18.323,22.409,20.434,12.306,20.463,148.055,0.014,395.899,24.721,14.289,0,0,0,0,0,0,99.051,0.001,0,240.305,7.587,131.985,10.482,120.907,5.114,5.337,25.525,261.094,30.346,4.815,1778.493,23.842,20.817,18.037,-21.985,30.507,14.4,9.286,0,0,3.595,0.236,3.429,15.611,11.723,0.011,0.009,13.827,13.779,13.68,14.602,14.639,14.382,13.736,13.748,13.681,14.494,14.258,14.098,12.873,13.288,13.218,13.888,23.026,3723,2178,4.726651481
3758482663,2.721700001,23.542,18.326,22.29,20.441,12.304,20.461,160.797,0.01,395.907,24.694,14.289,0,0,0,0,0,0,99.051,0.001,0,240.314,7.606,131.939,10.511,120.865,5.104,5.376,25.515,261.287,30.373,4.852,1777.579,23.837,20.901,18.03,-21.985,30.54,14.412,9.308,0,0,3.596,0.2,3.428,15.633,11.652,0.011,0.009,13.82,13.771,13.688,14.626,14.657,14.393,13.744,13.766,13.711,14.5,14.266,14.083,12.885,13.288,13.228,13.886,23.022,3723,2178,4.783599089
3758482666,2.757816664,23.573,18.332,22.409,20.435,12.325,20.462,180.029,0.011,395.915,24.734,14.29,0,0,0,0,0,0,99.049,0.001,0,240.347,7.582,132.021,10.492,120.872,5.106,5.355,25.546,261.2,30.361,4.809,1777.317,23.87,20.871,18.016,-21.985,30.525,14.415,9.309,0,0,3.595,0.219,3.455,15.627,11.639,0.011,0.009,13.829,13.785,13.697,14.614,14.626,14.382,13.737,13.74,13.681,14.481,14.252,14.121,12.883,13.294,13.23,13.892,23.017,3723,2178,3.971631206
3758482668,2.794449997,23.575,18.342,22.409,20.453,12.31,20.463,136.598,0.014,395.931,24.73,14.289,0,0,0,0,0,0,99.046,0.001,0,240.272,7.578,131.915,10.531,120.934,5.121,5.379,25.514,261.235,30.366,4.845,1777.683,23.837,20.885,18.034,-21.986,30.519,14.401,9.281,0,0,3.596,0.245,3.425,15.642,11.665,0.011,0.009,13.827,13.783,13.682,14.607,14.64,14.38,13.729,13.747,13.694,14.49,14.266,14.132,12.891,13.293,13.228,13.893,23.026,3723,2178,4.871100983
3758482670,2.824716663,23.581,18.339,22.409,20.445,12.331,20.464,134.258,0.008,395.923,24.72,14.29,0,0,0,0,0,0,99.044,0.001,0,240.211,7.601,131.895,10.577,120.842,5.098,5.447,25.534,261.098,30.347,4.807,1777.565,23.87,20.88,18.007,-21.986,30.487,14.414,9.316,0,0,3.595,0.184,3.461,15.634,11.706,0.011,0.009,13.821,13.776,13.669,14.599,14.623,14.374,13.72,13.738,13.686,14.49,14.278,14.128,12.869,13.296,13.232,13.897,23.028,3723,2178,3.798185941
