Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,,Heat Balance min limit (%),Heat Balance (%),Heat balance max limit (%)
3758469864,4.412700001,22.696,19.022,23.696,20.937,15.831,22.784,138.17,0.007,396.818,23.837,14.322,0,0,0,0,0,0,98.842,0.001,0,195.954,17.158,178.897,24.52,181.94,17.837,6.642,25.58,262.324,30.524,4.937,1763.4,33.891,21.832,28.833,-21.994,26.98,24.25,6.413,0,0,3.009,0.199,2.959,17.237,12.758,0.013,0.009,25.036,25.157,25.257,24.854,25.248,25.185,24.496,24.677,24.58,24.034,24.1,24.057,23.345,23.422,23.43,24.452,21.977,2039,732,-5,1.675603217,5
3758469866,4.44793334,22.669,19.04,23.697,20.95,15.822,22.785,128.662,0.008,396.842,23.814,14.322,0,0,0,0,0,0,98.839,0.001,0,195.965,17.166,178.849,24.52,181.904,17.83,6.647,25.6,262.335,30.525,4.919,1763.429,33.876,21.823,28.829,-21.993,26.935,24.244,6.414,0,0,3.008,0.217,2.953,17.279,12.732,0.013,0.009,25.043,25.15,25.267,24.848,25.246,25.169,24.486,24.68,24.579,24.028,24.092,24.053,23.337,23.431,23.431,24.456,21.977,2039,732,-5,1.845327965,5
3758469868,4.483583339,22.666,19.032,23.697,20.962,15.847,22.901,134.013,0.007,396.842,23.853,14.322,0,0,0,0,0,0,98.841,0.001,0,196.126,17.175,178.893,24.509,181.845,17.819,6.648,25.585,262.313,30.522,4.931,1763.957,33.9,21.883,28.806,-21.992,26.949,24.255,6.436,0,0,3.011,0.2,2.981,17.268,12.77,0.013,0.009,25.038,25.146,25.252,24.862,25.257,25.182,24.496,24.688,24.585,24.039,24.1,24.048,23.331,23.428,23.423,24.452,21.992,2039,732,-5,1.001335113,5
3758469871,4.520800002,22.712,19.03,23.697,20.947,15.823,22.785,131.839,0.008,396.818,23.864,14.322,0,0,0,0,0,0,98.848,0.001,0,195.929,17.165,178.939,24.538,181.987,17.845,6.651,25.574,262.377,30.531,4.951,1762.545,33.9,21.773,28.806,-21.994,26.948,24.26,6.415,0,0,3.009,0.21,2.979,17.243,12.736,0.013,0.009,25.037,25.146,25.25,24.857,25.243,25.179,24.482,24.665,24.584,24.031,24.095,24.035,23.327,23.427,23.416,24.456,21.986,2039,732,-5,1.002004008,5
3758469873,4.552033337,22.685,19.036,23.698,20.938,15.843,22.785,133.155,0.008,396.842,23.851,14.322,0,0,0,0,0,0,98.841,0.001,0,196.014,17.153,178.883,24.514,181.954,17.839,6.633,25.614,262.323,30.524,4.904,1760.43,33.892,21.828,28.807,-21.994,26.951,24.257,6.418,0,0,3.009,0.205,2.97,17.265,12.779,0.013,0.009,25.05,25.155,25.239,24.855,25.253,25.169,24.47,24.667,24.575,24.039,24.093,24.036,23.342,23.418,23.419,24.457,21.98,2039,732,-5,1.304565981,5
3758469875,4.589600007,22.683,19.044,23.697,20.948,15.831,22.785,127.222,0.008,396.826,23.81,14.322,0,0,0,0,0,0,98.841,0.001,0,195.633,17.161,178.821,24.523,182.026,17.852,6.629,25.607,262.406,30.535,4.922,1761.312,33.877,21.85,28.814,-21.994,26.961,24.268,6.415,0,0,3.003,0.209,2.959,17.279,12.75,0.013,0.009,25.044,25.156,25.246,24.846,25.236,25.163,24.463,24.659,24.569,24.023,24.079,24.042,23.347,23.426,23.428,24.458,21.988,2039,732,-5,1.47601476,5
3758469877,4.619733334,22.69,19.027,23.697,20.926,15.844,22.785,130.167,0.007,396.826,23.871,14.321,0,0,0,0,0,0,98.843,0.001,0,195.971,17.177,178.866,24.524,182.089,17.864,6.618,25.588,262.339,30.526,4.932,1762.816,33.887,21.791,28.828,-21.993,26.998,24.267,6.404,0,0,3.008,0.198,2.958,17.248,12.789,0.013,0.009,25.028,25.149,25.233,24.865,25.26,25.166,24.472,24.656,24.581,24.043,24.092,24.035,23.334,23.419,23.411,24.461,21.976,2039,732,-5,1.676164935,5
3758469879,4.655883336,22.705,19.037,23.697,20.932,15.857,22.786,127.588,0.007,396.794,23.836,14.322,0,0,0,0,0,0,98.843,0.001,0,195.987,17.169,178.952,24.499,181.899,17.829,6.628,25.616,262.417,30.537,4.914,1762.299,33.864,21.863,28.804,-21.993,26.944,24.253,6.424,0,0,3.008,0.202,2.959,17.256,12.809,0.013,0.009,25.025,25.149,25.241,24.845,25.239,25.173,24.468,24.666,24.579,24.026,24.087,24.021,23.341,23.417,23.412,24.454,21.988,2039,732,-5,1.642366348,5
3758469881,4.686483335,22.676,19.027,23.697,20.93,15.865,22.901,132.484,0.007,396.826,23.83,14.324,0,0,0,0,0,0,98.84,0.001,0,195.954,17.163,178.911,24.516,181.818,17.814,6.659,25.596,262.356,30.528,4.926,1763.196,33.847,21.836,28.82,-21.993,26.926,24.268,6.453,0,0,3.009,0.197,2.941,17.256,12.826,0.013,0.01,25.029,25.161,25.238,24.85,25.23,25.176,24.475,24.67,24.581,24.029,24.094,24.028,23.342,23.418,23.43,24.459,21.993,2039,732,-5,2.285714286,5
3758469883,4.723383339,22.696,19.05,23.698,20.951,15.832,22.785,137.833,0.008,396.873,23.856,14.323,0,0,0,0,0,0,98.835,0.001,0,195.992,17.164,178.873,24.505,181.938,17.837,6.626,25.605,262.37,30.53,4.919,1763.766,33.876,21.768,28.806,-21.994,26.985,24.267,6.43,0,0,3.008,0.208,2.967,17.283,12.751,0.013,0.009,25.019,25.152,25.232,24.842,25.233,25.171,24.463,24.676,24.578,24.027,24.082,24.025,23.331,23.412,23.416,24.455,21.976,2039,732,-5,1.372384937,5
3758469885,4.752900004,22.693,19.025,23.697,20.941,15.821,22.785,126.441,0.008,396.865,23.852,14.323,0,0,0,0,0,0,98.838,0.001,0,195.992,17.155,178.878,24.493,181.848,17.82,6.631,25.585,262.325,30.524,4.933,1763.408,33.871,21.814,28.824,-21.993,26.974,24.267,6.447,0,0,3.009,0.215,2.953,17.243,12.737,0.013,0.009,25.028,25.151,25.23,24.86,25.233,25.188,24.486,24.686,24.584,24.032,24.086,24.04,23.331,23.426,23.422,24.455,21.982,2039,732,-5,1.87856424,5
3758469886,4.777450005,22.707,19.026,23.697,20.947,15.826,22.901,129.952,0.007,396.857,23.858,14.322,0,0,0,0,0,0,98.838,0.001,0,195.924,17.164,178.83,24.495,181.833,17.817,6.635,25.621,262.304,30.521,4.894,1763.309,33.887,21.815,28.814,-21.993,26.96,24.269,6.452,0,0,3.007,0.197,2.967,17.239,12.742,0.013,0.009,25.03,25.162,25.243,24.854,25.245,25.204,24.481,24.681,24.59,24.03,24.081,24.036,23.344,23.428,23.433,24.451,21.985,2039,732,-5,1.339136257,5
3758469888,4.807700006,22.704,19.053,23.697,20.955,15.829,22.784,130.428,0.007,396.834,23.879,14.323,0,0,0,0,0,0,98.843,0.001,0,195.933,17.171,178.878,24.502,181.972,17.843,6.617,25.619,262.189,30.505,4.879,1762.617,33.896,21.818,28.813,-21.994,26.942,24.271,6.428,0,0,3.007,0.204,2.972,17.283,12.742,0.013,0.009,25.023,25.163,25.225,24.844,25.234,25.212,24.475,24.686,24.588,24.034,24.092,24.024,23.335,23.423,23.421,24.455,21.98,2039,732,-5,1.170764342,5
3758469890,4.838050008,22.702,19.036,23.697,20.955,15.815,22.785,132.931,0.007,396.849,23.834,14.323,0,0,0,0,0,0,98.841,0.001,0,195.967,17.178,178.916,24.518,181.854,17.821,6.655,25.583,262.252,30.514,4.924,1764.417,33.883,21.829,28.819,-21.993,26.969,24.27,6.449,0,0,3.009,0.205,2.964,17.256,12.717,0.013,0.009,25.036,25.168,25.229,24.87,25.23,25.205,24.48,24.698,24.583,24.036,24.097,24.035,23.331,23.422,23.426,24.452,21.984,2039,732,-5,1.506780512,5
3758469892,4.868516668,22.676,19.045,23.698,20.922,15.852,22.785,124.162,0.008,396.857,23.85,14.321,0,0,0,0,0,0,98.84,0.001,0,196.024,17.161,178.953,24.513,182.026,17.853,6.618,25.605,262.401,30.535,4.923,1762.382,33.891,21.845,28.809,-21.993,26.975,24.261,6.408,0,0,3.009,0.207,2.971,17.284,12.807,0.013,0.009,25.039,25.166,25.216,24.873,25.221,25.216,24.488,24.695,24.588,24.044,24.094,24.037,23.329,23.413,23.429,24.451,21.983,2039,732,-5,1.27090301,5
3758469893,4.89333334,22.676,19.024,23.697,20.943,15.842,22.785,124.167,0.007,396.81,23.853,14.325,0,0,0,0,0,0,98.84,0.001,0,195.788,17.169,178.862,24.52,181.853,17.821,6.657,25.609,262.334,30.525,4.91,1763.056,33.919,21.804,28.82,-21.994,26.965,24.259,6.439,0,0,3.006,0.193,2.982,17.25,12.773,0.013,0.009,25.045,25.181,25.227,24.861,25.226,25.202,24.495,24.702,24.575,24.032,24.104,24.038,23.324,23.434,23.425,24.454,21.988,2039,732,-5,0.801603206,5
3758469895,4.923766669,22.673,19.051,23.698,20.931,15.831,22.785,131.741,0.008,396.913,23.866,14.322,0,0,0,0,0,0,98.844,0.001,0,195.986,17.167,178.909,24.507,182.108,17.868,6.597,25.59,262.275,30.517,4.921,1762.119,33.899,21.781,28.833,-21.996,26.934,24.26,6.392,0,0,3.008,0.195,2.962,17.296,12.763,0.013,0.009,25.041,25.177,25.224,24.868,25.241,25.2,24.483,24.699,24.595,24.037,24.104,24.039,23.334,23.442,23.43,24.455,21.991,2039,732,-5,1.541038526,5
3758469897,4.960316674,22.693,19.047,23.696,20.934,15.824,22.784,131.058,0.008,396.842,23.862,14.323,0,0,0,0,0,0,98.838,0.001,0,195.999,17.17,178.892,24.494,181.943,17.837,6.615,25.611,262.356,30.528,4.911,1763.165,33.915,21.812,28.802,-21.993,26.926,24.269,6.431,0,0,3.008,0.207,2.991,17.279,12.747,0.013,0.009,25.035,25.176,25.216,24.851,25.23,25.176,24.493,24.7,24.581,24.032,24.09,24.03,23.327,23.432,23.434,24.455,21.983,2039,732,-5,0.566761127,5
3758469899,4.990933339,22.673,19.051,23.697,20.94,15.85,22.785,135.111,0.008,396.849,23.867,14.323,0,0,0,0,0,0,98.837,0.001,0,195.793,17.167,178.915,24.5,181.947,17.838,6.62,25.606,262.261,30.515,4.903,1764.2,33.909,21.747,28.836,-21.993,26.944,24.253,6.415,0,0,3.005,0.205,2.969,17.296,12.791,0.013,0.009,25.043,25.168,25.224,24.855,25.236,25.187,24.488,24.7,24.598,24.043,24.105,24.034,23.331,23.438,23.442,24.46,21.982,2039,732,-5,1.205222631,5
3758469901,5.021516673,22.698,19.036,23.696,20.915,15.833,22.784,133.462,0.008,396.857,23.858,14.322,0,0,0,0,0,0,98.838,0.001,0,196.015,17.175,178.895,24.496,181.978,17.844,6.61,25.574,262.252,30.514,4.933,1761.979,33.876,21.765,28.832,-21.993,26.91,24.264,6.421,0,0,3.009,0.211,2.949,17.258,12.776,0.013,0.009,25.018,25.167,25.201,24.859,25.241,25.188,24.504,24.687,24.604,24.046,24.104,24.028,23.328,23.429,23.427,24.454,21.99,2039,732,-5,2.014098691,5
