Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,,Heat Balance min limit (%),Heat Balance (%),Heat balance max limit (%)
3758469682,1.371566669,22.684,19.012,23.696,20.917,15.84,22.901,130.082,0.008,396.865,23.808,14.323,0,0,0,0,0,0,98.841,0.001,0,196.354,17.215,179.134,24.475,182.315,17.905,6.528,25.721,262.766,30.586,4.859,1763.175,33.917,21.788,28.838,-21.993,27.109,24.215,6.31,0,0,3.009,0.204,2.971,17.227,12.788,0.013,0.009,24.969,25.151,25.206,24.83,25.237,25.173,24.48,24.628,24.536,23.97,24.058,24.021,23.305,23.385,23.38,24.42,21.959,2039,732,-5,1.27090301,5
3758469684,1.401850001,22.675,19.011,23.697,20.901,15.851,22.901,136.875,0.007,396.865,23.794,14.323,0,0,0,0,0,0,98.834,0.001,0,195.692,17.233,179.159,24.464,182.272,17.897,6.524,25.735,262.723,30.58,4.838,1764.166,33.93,21.767,28.838,-21.993,27.118,24.225,6.327,0,0,2.999,0.201,2.981,17.23,12.818,0.013,0.01,24.964,25.145,25.197,24.822,25.227,25.174,24.48,24.634,24.528,23.981,24.057,24.036,23.299,23.381,23.385,24.42,21.949,2039,732,-5,0.602006689,5
3758469685,1.432700006,22.683,18.987,23.696,20.91,15.855,22.785,135.373,0.008,396.865,23.8,14.323,0,0,0,0,0,0,98.831,0.001,0,195.979,17.22,179.255,24.457,182.136,17.873,6.543,25.734,262.759,30.585,4.845,1764.136,33.916,21.81,28.841,-21.994,27.07,24.218,6.345,0,0,3.003,0.209,2.97,17.186,12.819,0.013,0.01,24.966,25.148,25.206,24.822,25.238,25.174,24.484,24.631,24.534,23.993,24.062,24.029,23.301,23.377,23.373,24.419,21.96,2039,732,-5,1.104972376,5
3758469688,1.470200006,22.67,18.994,23.697,20.916,15.836,22.785,128.303,0.008,396.857,23.798,14.322,0,0,0,0,0,0,98.832,0.001,0,195.953,17.218,179.181,24.474,182.232,17.89,6.542,25.729,262.586,30.561,4.825,1764.726,33.917,21.789,28.836,-21.994,27.083,24.215,6.325,0,0,3.003,0.208,2.975,17.205,12.782,0.013,0.009,24.97,25.147,25.219,24.816,25.219,25.153,24.467,24.618,24.528,23.982,24.056,24.033,23.306,23.377,23.382,24.413,21.969,2039,732,-5,0.93676815,5
3758469689,1.499933338,22.677,19.025,23.697,20.932,15.843,22.902,133.6,0.007,396.826,23.825,14.322,0,0,0,0,0,0,98.837,0.001,0,195.508,17.208,179.173,24.472,182.243,17.892,6.539,25.734,262.684,30.574,4.834,1761.895,33.92,21.788,28.863,-21.993,27.108,24.231,6.34,0,0,2.996,0.199,2.956,17.251,12.784,0.013,0.009,24.965,25.126,25.218,24.807,25.224,25.141,24.477,24.641,24.535,23.986,24.05,24.02,23.296,23.369,23.374,24.427,21.965,2039,732,-5,1.344086022,5
3758469691,1.530783335,22.644,19.001,23.698,20.946,15.86,22.901,132.563,0.008,396.834,23.81,14.323,0,0,0,0,0,0,98.84,0.001,0,195.959,17.21,179.117,24.472,182.276,17.898,6.532,25.758,262.816,30.593,4.828,1763.678,33.928,21.711,28.839,-21.994,27.036,24.223,6.325,0,0,3.002,0.205,2.978,17.23,12.806,0.013,0.009,24.973,25.121,25.223,24.814,25.221,25.141,24.485,24.633,24.526,23.981,24.049,24.029,23.307,23.37,23.375,24.42,21.957,2039,732,-5,0.802675585,5
3758469693,1.560700003,22.671,19.001,23.697,20.914,15.87,22.901,129.748,0.008,396.857,23.797,14.322,0,0,0,0,0,0,98.84,0.001,0,195.583,17.207,179.129,24.442,182.246,17.893,6.508,25.73,262.417,30.537,4.801,1759.924,33.937,21.825,28.834,-21.993,27.035,24.228,6.335,0,0,2.997,0.202,2.98,17.216,12.844,0.013,0.01,24.951,25.111,25.207,24.812,25.209,25.129,24.48,24.622,24.535,23.982,24.046,24.017,23.298,23.365,23.369,24.423,21.962,2039,732,-5,0.568847248,5
3758469695,1.591333334,22.656,19.009,23.697,20.942,15.845,22.789,126.711,0.007,396.818,23.79,14.322,0,0,0,0,0,0,98.839,0.001,0,195.626,17.201,179.113,24.491,182.017,17.85,6.598,25.727,262.564,30.557,4.824,1759.064,33.937,21.797,28.834,-21.993,27.045,24.222,6.372,0,0,2.999,0.2,2.978,17.236,12.781,0.013,0.009,24.966,25.118,25.204,24.808,25.208,25.125,24.465,24.632,24.527,23.982,24.056,24.027,23.303,23.371,23.369,24.418,21.968,2039,732,-5,0.702693659,5
3758469697,1.627183334,22.66,19,23.697,20.932,15.848,22.785,129.555,0.007,396.834,23.803,14.323,0,0,0,0,0,0,98.841,0.001,0,195.576,17.2,179.079,24.465,182.061,17.859,6.564,25.711,262.482,30.546,4.829,1763.262,33.905,21.784,28.851,-21.994,27.039,24.227,6.368,0,0,2.998,0.195,2.957,17.219,12.793,0.013,0.009,24.971,25.099,25.213,24.823,25.196,25.137,24.471,24.63,24.527,23.992,24.057,24.034,23.31,23.372,23.368,24.423,21.944,2039,732,-5,1.376994123,5
3758469699,1.65686667,22.656,19.011,23.697,20.919,15.832,22.786,133.165,0.007,396.849,23.802,14.323,0,0,0,0,0,0,98.837,0.001,0,195.617,17.2,179.077,24.481,182.074,17.861,6.578,25.709,262.517,30.551,4.836,1763.388,33.885,21.806,28.833,-21.994,27.024,24.225,6.364,0,0,2.999,0.201,2.956,17.239,12.772,0.013,0.009,24.958,25.114,25.201,24.818,25.191,25.133,24.473,24.619,24.52,23.976,24.054,24.028,23.299,23.376,23.363,24.417,21.964,2039,732,-5,1.444164568,5
3758469701,1.693616668,22.649,19.007,23.815,20.939,15.852,22.785,127.012,0.008,396.865,23.839,14.322,0,0,0,0,0,0,98.833,0.001,0,196.301,17.188,179.076,24.482,182.065,17.86,6.581,25.708,262.473,30.545,4.831,1765.535,33.907,21.748,28.85,-21.994,27.042,24.226,6.367,0,0,3.01,0.205,2.962,17.236,12.795,0.013,0.009,24.979,25.131,25.222,24.835,25.203,25.141,24.459,24.619,24.525,23.979,24.052,24.047,23.323,23.398,23.393,24.428,21.96,2039,732,-5,1.607501674,5
3758469703,1.72445,22.667,19.019,23.697,20.931,15.851,22.902,130.779,0.007,396.826,23.825,14.324,0,0,0,0,0,0,98.841,0.001,0,196.009,17.194,179.012,24.499,182.074,17.861,6.596,25.68,262.576,30.559,4.873,1764.535,33.9,21.761,28.859,-21.993,27.058,24.226,6.365,0,0,3.006,0.196,2.951,17.247,12.798,0.013,0.009,24.974,25.13,25.232,24.833,25.182,25.15,24.453,24.624,24.524,23.995,24.062,24.05,23.324,23.388,23.378,24.42,21.961,2039,732,-5,1.846567064,5
3758469705,1.755716674,22.69,18.996,23.697,20.926,15.839,22.901,130.031,0.007,396.881,23.795,14.323,0,0,0,0,0,0,98.834,0.001,0,195.899,17.18,179.043,24.486,181.999,17.848,6.596,25.681,262.499,30.549,4.861,1764.359,33.883,21.832,28.851,-21.994,27.065,24.221,6.374,0,0,3.004,0.201,2.946,17.198,12.78,0.013,0.009,24.969,25.13,25.24,24.84,25.207,25.136,24.438,24.625,24.532,23.988,24.054,24.039,23.328,23.389,23.375,24.42,21.967,2039,732,-5,1.949579832,5
3758469707,1.792033339,22.66,19.04,23.814,20.933,15.844,22.901,133.149,0.007,396.849,23.818,14.322,0,0,0,0,0,0,98.837,0.001,0,195.904,17.169,178.967,24.502,182.01,17.849,6.61,25.682,262.508,30.55,4.862,1764.158,33.904,21.811,28.842,-21.994,27.015,24.24,6.391,0,0,3.005,0.203,2.963,17.284,12.785,0.013,0.009,24.959,25.115,25.231,24.827,25.21,25.147,24.437,24.611,24.534,23.982,24.052,24.026,23.312,23.378,23.372,24.432,21.975,2039,732,-5,1.407506702,5
3758469709,1.822433337,22.677,19.02,23.697,20.922,15.854,22.873,121.856,0.008,396.842,23.822,14.322,0,0,0,0,0,0,98.84,0.001,0,195.582,17.185,178.907,24.464,182.069,17.86,6.562,25.67,262.39,30.533,4.856,1763.216,33.91,21.862,28.848,-21.994,27.048,24.239,6.379,0,0,2.999,0.206,2.961,17.243,12.81,0.013,0.009,24.967,25.134,25.236,24.855,25.213,25.158,24.465,24.635,24.533,23.992,24.068,24.04,23.329,23.397,23.386,24.431,21.964,2039,732,-5,1.275167785,5
3758469710,1.846583335,22.681,19.007,23.697,20.9,15.86,22.901,121.852,0.007,396.842,23.804,14.323,0,0,0,0,0,0,98.837,0.001,0,195.836,17.197,178.993,24.512,181.952,17.839,6.631,25.686,262.386,30.533,4.84,1763.26,33.87,21.859,28.825,-21.993,27.046,24.236,6.398,0,0,3.004,0.187,2.951,17.22,12.836,0.013,0.01,24.959,25.131,25.23,24.837,25.201,25.154,24.457,24.622,24.538,23.987,24.06,24.033,23.322,23.382,23.381,24.428,21.962,2039,732,-5,1.780016793,5
3758469712,1.882533336,22.673,19.013,23.697,20.924,15.818,22.902,133.65,0.007,396.865,23.814,14.324,0,0,0,0,0,0,98.833,0.001,0,195.895,17.191,179.061,24.507,181.925,17.834,6.631,25.668,262.354,30.528,4.854,1762.919,33.899,21.813,28.841,-21.994,27.03,24.228,6.394,0,0,3.005,0.19,2.958,17.234,12.742,0.013,0.009,24.969,25.138,25.222,24.843,25.205,25.148,24.454,24.622,24.532,23.992,24.065,24.043,23.332,23.391,23.391,24.427,21.966,2039,732,-5,1.576387724,5
3758469715,1.920033336,22.676,19.024,23.696,20.917,15.859,22.784,128.967,0.008,396.873,23.841,14.322,0,0,0,0,0,0,98.834,0.001,0,195.848,17.186,179.024,24.509,181.88,17.826,6.641,25.672,262.347,30.527,4.849,1762.201,33.892,21.815,28.851,-21.994,27.06,24.23,6.404,0,0,3.005,0.206,2.947,17.25,12.822,0.013,0.01,24.972,25.132,25.191,24.844,25.195,25.151,24.464,24.61,24.53,23.995,24.059,24.036,23.326,23.379,23.382,24.423,21.96,2039,732,-5,1.948924731,5
3758469716,1.950933337,22.671,19.005,23.697,20.935,15.839,22.901,129.371,0.007,396.842,23.794,14.323,0,0,0,0,0,0,98.835,0.001,0,195.633,17.17,178.998,24.53,181.851,17.821,6.668,25.656,262.393,30.533,4.872,1762.876,33.883,21.865,28.846,-21.994,27.008,24.232,6.411,0,0,3.002,0.199,2.946,17.222,12.774,0.013,0.009,24.978,25.136,25.202,24.854,25.185,25.164,24.47,24.621,24.533,24.001,24.064,24.035,23.331,23.391,23.386,24.43,21.964,2039,732,-5,1.882985878,5
3758469719,1.987100005,22.677,19.008,23.696,20.943,15.809,22.901,134.334,0.007,396.849,23.809,14.322,0,0,0,0,0,0,98.839,0.001,0,195.801,17.177,178.914,24.513,181.923,17.834,6.637,25.645,262.335,30.525,4.874,1761.779,33.893,21.845,28.839,-21.994,27.041,24.221,6.387,0,0,3.005,0.202,2.954,17.225,12.714,0.013,0.009,24.971,25.134,25.204,24.825,25.178,25.133,24.485,24.607,24.526,23.983,24.062,24.044,23.33,23.387,23.382,24.422,21.965,2039,732,-5,1.711696593,5
3758469720,2.011416674,22.667,19.017,23.698,20.919,15.867,22.902,132.524,0.008,396.842,23.809,14.324,0,0,0,0,0,0,98.841,0.001,0,195.958,17.176,178.951,24.504,181.865,17.823,6.639,25.654,262.201,30.506,4.847,1762.298,33.897,21.813,28.822,-21.993,27.08,24.231,6.408,0,0,3.007,0.206,2.967,17.244,12.836,0.013,0.01,24.99,25.151,25.215,24.853,25.179,25.158,24.485,24.612,24.531,23.996,24.063,24.05,23.342,23.398,23.396,24.431,21.975,2039,732,-5,1.339136257,5
3758469722,2.042300002,22.675,19.005,23.697,20.943,15.838,22.902,132.203,0.008,396.873,23.826,14.322,0,0,0,0,0,0,98.833,0.001,0,195.432,17.172,178.947,24.514,181.826,17.816,6.655,25.636,262.33,30.525,4.882,1761.89,33.889,21.816,28.836,-21.994,27.079,24.243,6.427,0,0,2.999,0.205,2.954,17.221,12.767,0.013,0.009,24.964,25.133,25.203,24.846,25.179,25.15,24.486,24.612,24.523,23.996,24.062,24.038,23.333,23.386,23.382,24.44,21.968,2039,732,-5,1.511842768,5
3758469724,2.071800001,22.679,19.027,23.698,20.944,15.838,22.901,133.229,0.008,396.826,23.814,14.324,0,0,0,0,0,0,98.844,0.001,0,195.647,17.163,178.922,24.513,181.792,17.81,6.661,25.634,262.158,30.5,4.86,1762.257,33.91,21.872,28.836,-21.994,27.037,24.236,6.426,0,0,3.003,0.206,2.967,17.254,12.767,0.013,0.009,24.977,25.153,25.203,24.825,25.189,25.138,24.47,24.62,24.512,23.983,24.058,24.059,23.334,23.389,23.392,24.437,21.962,2039,732,-5,1.206030151,5
3758469726,2.107366673,22.673,19.012,23.697,20.944,15.814,22.785,127.523,0.008,396.881,23.789,14.321,0,0,0,0,0,0,98.837,0.001,0,195.502,17.178,178.876,24.544,181.919,17.833,6.669,25.617,262.126,30.496,4.873,1762.08,33.871,21.797,28.809,-21.993,27.057,24.225,6.392,0,0,3.001,0.208,2.959,17.233,12.721,0.013,0.009,24.977,25.157,25.21,24.85,25.204,25.171,24.489,24.64,24.535,23.995,24.077,24.048,23.339,23.391,23.393,24.434,21.949,2039,732,-5,1.409395973,5
3758469728,2.137283341,22.702,19.004,23.698,20.919,15.834,22.785,128.668,0.007,396.81,23.809,14.323,0,0,0,0,0,0,98.844,0.001,0,195.71,17.175,178.953,24.546,181.916,17.832,6.672,25.63,262.169,30.502,4.866,1764.449,33.892,21.853,28.837,-21.994,26.996,24.217,6.385,0,0,3.004,0.197,2.959,17.204,12.775,0.013,0.009,24.98,25.161,25.209,24.84,25.205,25.177,24.478,24.631,24.539,23.999,24.076,24.044,23.344,23.393,23.39,24.428,21.955,2039,732,-5,1.509307396,5
3758469729,2.167500003,22.659,19.001,23.697,20.917,15.843,22.785,132.797,0.007,396.865,23.8,14.322,0,0,0,0,0,0,98.833,0.001,0,195.753,17.166,178.943,24.529,181.921,17.833,6.653,25.603,262.181,30.504,4.895,1765.129,33.89,21.807,28.844,-21.993,27.042,24.217,6.384,0,0,3.005,0.198,2.955,17.222,12.792,0.013,0.009,24.974,25.159,25.211,24.84,25.184,25.17,24.481,24.631,24.539,23.998,24.073,24.048,23.33,23.391,23.39,24.433,21.962,2039,732,-5,1.677852349,5
3758469732,2.204716674,22.656,19.009,23.697,20.925,15.841,22.786,133.71,0.008,396.842,23.801,14.323,0,0,0,0,0,0,98.835,0.001,0,195.86,17.152,178.888,24.537,181.763,17.805,6.69,25.616,262.153,30.5,4.877,1763.486,33.9,21.824,28.841,-21.994,27.025,24.217,6.412,0,0,3.007,0.205,2.96,17.237,12.785,0.013,0.009,24.961,25.156,25.208,24.841,25.202,25.168,24.487,24.639,24.543,23.999,24.065,24.04,23.321,23.387,23.388,24.434,21.96,2039,732,-5,1.575330987,5
3758469734,2.24041667,22.675,19.016,23.697,20.954,15.806,22.786,129.019,0.008,396.857,23.798,14.322,0,0,0,0,0,0,98.835,0.001,0,195.922,17.151,178.815,24.52,181.812,17.814,6.664,25.603,262.21,30.508,4.898,1763.859,33.901,21.844,28.821,-21.993,27.002,24.221,6.408,0,0,3.008,0.209,2.973,17.239,12.701,0.013,0.009,24.966,25.142,25.212,24.851,25.201,25.147,24.474,24.627,24.531,23.996,24.067,24.038,23.322,23.385,23.383,24.432,21.967,2039,732,-5,1.170372847,5
3758469736,2.270600001,22.674,19.018,23.697,20.946,15.834,22.901,137.692,0.007,396.818,23.791,14.322,0,0,0,0,0,0,98.845,0.001,0,195.371,17.161,178.807,24.525,181.93,17.835,6.648,25.59,262.25,30.513,4.917,1764.395,33.892,21.81,28.831,-21.994,27.022,24.234,6.399,0,0,3,0.2,2.963,17.242,12.758,0.013,0.009,24.97,25.147,25.224,24.845,25.219,25.18,24.474,24.63,24.549,24.001,24.069,24.044,23.326,23.39,23.388,24.435,21.961,2039,732,-5,1.240986081,5
3758469737,2.299633336,22.668,19.035,23.697,20.939,15.819,22.901,129.245,0.008,396.834,23.81,14.322,0,0,0,0,0,0,98.843,0.001,0,195.862,17.161,178.866,24.53,181.977,17.843,6.645,25.608,262.345,30.527,4.913,1764.027,33.878,21.803,28.823,-21.993,27.018,24.236,6.392,0,0,3.007,0.216,2.958,17.272,12.735,0.013,0.009,24.966,25.14,25.203,24.838,25.208,25.166,24.486,24.622,24.531,23.988,24.058,24.033,23.324,23.381,23.388,24.44,21.961,2039,732,-5,1.642917016,5
3758469739,2.324350007,22.68,19.02,23.697,20.936,15.805,22.785,129.242,0.007,396.834,23.82,14.322,0,0,0,0,0,0,98.842,0.001,0,195.872,17.178,178.865,24.518,181.746,17.801,6.675,25.631,262.248,30.513,4.875,1763.671,33.901,21.803,28.83,-21.993,27.012,24.233,6.431,0,0,3.007,0.203,2.968,17.242,12.711,0.013,0.009,24.98,25.164,25.205,24.853,25.197,25.18,24.505,24.625,24.532,24.001,24.068,24.031,23.335,23.399,23.39,24.435,21.961,2039,732,-5,1.305439331,5
3758469741,2.361283334,22.65,19.024,23.698,20.959,15.785,22.785,124.371,0.008,396.826,23.815,14.322,0,0,0,0,0,0,98.84,0.001,0,195.964,17.152,178.955,24.534,181.884,17.826,6.666,25.611,262.41,30.536,4.918,1764.346,33.903,21.805,28.845,-21.994,26.998,24.233,6.406,0,0,3.008,0.204,2.96,17.264,12.659,0.013,0.009,24.996,25.17,25.223,24.865,25.21,25.171,24.519,24.641,24.557,24.014,24.08,24.035,23.327,23.395,23.395,24.436,21.961,2039,732,-5,1.608579088,5
3758469743,2.39945,22.675,19.029,23.698,20.922,15.828,22.901,137.948,0.007,396.826,23.81,14.322,0,0,0,0,0,0,98.845,0.001,0,195.944,17.153,178.814,24.568,181.821,17.815,6.711,25.616,262.458,30.543,4.92,1763.741,33.91,21.785,28.833,-21.994,26.983,24.234,6.419,0,0,3.009,0.194,2.971,17.259,12.762,0.013,0.009,24.998,25.166,25.209,24.858,25.199,25.181,24.497,24.651,24.547,24.004,24.073,24.039,23.34,23.397,23.4,24.442,21.97,2039,732,-5,1.27090301,5
3758469745,2.430100004,22.668,19.011,23.697,20.925,15.813,22.901,127.335,0.008,396.826,23.774,14.323,0,0,0,0,0,0,98.84,0.001,0,195.988,17.153,178.819,24.537,181.728,17.798,6.696,25.595,262.376,30.531,4.93,1764.127,33.919,21.86,28.837,-21.993,27.027,24.227,6.429,0,0,3.01,0.215,2.974,17.234,12.733,0.013,0.009,25.002,25.168,25.199,24.852,25.2,25.17,24.49,24.647,24.555,23.998,24.062,24.031,23.332,23.404,23.401,24.441,21.97,2039,732,-5,1.203208556,5
3758469747,2.466166671,22.677,19.022,23.696,20.934,15.829,22.9,141.149,0.007,396.865,23.825,14.321,0,0,0,0,0,0,98.835,0.001,0,196.312,17.154,178.823,24.539,181.983,17.845,6.652,25.614,262.395,30.534,4.914,1763.878,33.93,21.844,28.823,-21.994,27.026,24.234,6.389,0,0,3.014,0.198,2.988,17.247,12.756,0.013,0.009,24.988,25.168,25.202,24.849,25.186,25.161,24.483,24.657,24.548,23.993,24.054,24.035,23.32,23.388,23.394,24.438,21.967,2039,732,-5,0.866377874,5
3758469749,2.497416671,22.672,19.016,23.697,20.919,15.827,22.785,129.441,0.009,396.81,23.809,14.322,0,0,0,0,0,0,98.844,0.001,0,195.948,17.168,178.823,24.535,181.989,17.845,6.648,25.599,262.409,30.536,4.931,1763.432,33.905,21.797,28.833,-21.994,27.022,24.229,6.384,0,0,3.008,0.22,2.967,17.241,12.761,0.013,0.009,25.002,25.155,25.195,24.873,25.192,25.163,24.484,24.661,24.549,24.004,24.054,24.033,23.327,23.394,23.404,24.436,21.978,2039,732,-5,1.372384937,5
3758469751,2.533400003,22.678,19.022,23.696,20.934,15.813,22.785,135.213,0.007,396.842,23.801,14.322,0,0,0,0,0,0,98.836,0.001,0,196.402,17.158,178.901,24.542,181.854,17.821,6.679,25.577,262.503,30.549,4.965,1763.091,33.898,21.766,28.83,-21.993,27.021,24.233,6.412,0,0,3.016,0.203,2.964,17.246,12.726,0.013,0.009,25.003,25.162,25.196,24.864,25.187,25.164,24.501,24.661,24.556,24.001,24.054,24.034,23.325,23.397,23.398,24.441,21.971,2039,732,-5,1.739130435,5
3758469753,2.563866671,22.672,19.019,23.697,20.923,15.82,22.902,121.194,0.008,396.834,23.804,14.322,0,0,0,0,0,0,98.839,0.001,0,196.274,17.159,178.847,24.544,181.814,17.814,6.689,25.608,262.475,30.545,4.93,1764.237,33.898,21.81,28.83,-21.994,27.055,24.229,6.415,0,0,3.014,0.211,2.966,17.244,12.747,0.013,0.009,25.003,25.146,25.188,24.857,25.195,25.163,24.493,24.678,24.566,23.997,24.058,24.038,23.315,23.392,23.388,24.437,21.967,2039,732,-5,1.605351171,5
3758469755,2.593600003,22.677,19.018,23.696,20.933,15.822,22.902,139.594,0.006,396.834,23.812,14.322,0,0,0,0,0,0,98.839,0.001,0,196.32,17.168,178.853,24.54,182.1,17.866,6.633,25.578,262.404,30.535,4.95,1763.937,33.926,21.838,28.829,-21.993,27.054,24.235,6.369,0,0,3.014,0.189,2.983,17.241,12.745,0.013,0.009,24.994,25.152,25.208,24.859,25.195,25.16,24.494,24.685,24.566,24,24.071,24.029,23.307,23.398,23.401,24.437,21.973,2039,732,-5,1.033850258,5
3758469757,2.63021667,22.678,19.003,23.815,20.899,15.837,22.785,129.718,0.009,396.834,23.805,14.323,0,0,0,0,0,0,98.841,0.001,0,195.964,17.173,178.904,24.558,181.908,17.831,6.686,25.602,262.584,30.56,4.952,1764.442,33.916,21.842,28.83,-21.995,27.021,24.234,6.403,0,0,3.009,0.216,2.977,17.216,12.793,0.013,0.009,25.004,25.163,25.199,24.857,25.21,25.156,24.519,24.695,24.577,23.996,24.073,24.034,23.31,23.399,23.403,24.435,21.967,2039,732,-5,1.069161377,5
3758469759,2.660733334,22.665,19.023,23.698,20.941,15.84,22.785,122.941,0.007,396.865,23.806,14.321,0,0,0,0,0,0,98.829,0.001,0,196.278,17.157,178.931,24.549,181.972,17.843,6.664,25.61,262.422,30.538,4.921,1764.333,33.935,21.899,28.847,-21.994,27.012,24.224,6.382,0,0,3.013,0.201,2.978,17.254,12.773,0.013,0.009,25.005,25.158,25.191,24.864,25.192,25.135,24.514,24.681,24.569,23.998,24.07,24.026,23.314,23.405,23.409,24.433,21.959,2039,732,-5,1.168419296,5
3758469761,2.695800002,22.689,19.023,23.697,20.927,15.841,22.902,130.133,0.007,396.81,23.817,14.323,0,0,0,0,0,0,98.844,0.001,0,196.106,17.156,178.843,24.551,182.163,17.877,6.631,25.595,262.617,30.565,4.963,1762.223,33.9,21.865,28.857,-21.995,27.07,24.23,6.353,0,0,3.011,0.191,2.949,17.243,12.783,0.013,0.009,24.999,25.151,25.209,24.852,25.202,25.149,24.489,24.688,24.564,24.008,24.07,24.033,23.305,23.409,23.407,24.435,21.971,2039,732,-5,2.080536913,5
3758469763,2.726016672,22.66,18.999,23.698,20.925,15.816,22.785,141.324,0.007,396.857,23.837,14.323,0,0,0,0,0,0,98.836,0.001,0,195.969,17.17,178.839,24.546,182.099,17.866,6.638,25.566,262.515,30.551,4.979,1761.866,33.945,21.885,28.835,-21.993,27.037,24.231,6.366,0,0,3.009,0.202,2.987,17.218,12.737,0.013,0.009,25.004,25.169,25.211,24.867,25.197,25.158,24.495,24.692,24.573,24.019,24.07,24.039,23.306,23.413,23.414,24.44,21.97,2039,732,-5,0.733822548,5
3758469765,2.755650004,22.655,19.012,23.697,20.937,15.818,22.899,129.635,0.009,396.849,23.813,14.323,0,0,0,0,0,0,98.836,0.001,0,195.952,17.165,178.913,24.555,182.083,17.863,6.65,25.583,262.616,30.565,4.975,1763.262,33.941,21.853,28.838,-21.993,27.036,24.233,6.37,0,0,3.009,0.22,2.985,17.241,12.734,0.013,0.009,24.996,25.154,25.21,24.87,25.201,25.186,24.505,24.695,24.578,24.018,24.064,24.036,23.299,23.399,23.4,24.44,21.966,2039,732,-5,0.800800801,5
3758469767,2.786550005,22.691,19.02,23.697,20.928,15.815,22.784,120.568,0.007,396.857,23.836,14.322,0,0,0,0,0,0,98.838,0.001,0,196.022,17.159,178.886,24.568,181.842,17.819,6.707,25.584,262.666,30.572,4.982,1762.951,33.926,21.862,28.855,-21.993,27.047,24.224,6.405,0,0,3.011,0.203,2.966,17.236,12.734,0.013,0.009,24.997,25.162,25.203,24.857,25.204,25.189,24.483,24.689,24.57,24.012,24.071,24.026,23.307,23.403,23.401,24.44,21.982,2039,732,-5,1.505772126,5
3758469768,2.816166671,22.681,19.013,23.698,20.931,15.818,22.785,129.207,0.006,396.826,23.809,14.323,0,0,0,0,0,0,98.839,0.001,0,195.929,17.161,178.855,24.534,181.968,17.842,6.651,25.578,262.629,30.567,4.982,1763.014,33.93,21.835,28.832,-21.994,27.031,24.238,6.396,0,0,3.009,0.188,2.982,17.231,12.738,0.013,0.009,25.002,25.147,25.204,24.86,25.186,25.203,24.477,24.685,24.568,24.017,24.066,24.035,23.301,23.401,23.391,24.443,21.968,2039,732,-5,0.901352028,5
3758469770,2.846750005,22.696,19.005,23.698,20.969,15.808,22.785,131.116,0.007,396.857,23.827,14.322,0,0,0,0,0,0,98.836,0.001,0,195.992,17.162,178.865,24.552,182.066,17.86,6.65,25.587,262.467,30.544,4.951,1763.022,33.92,21.78,28.841,-21.993,27.024,24.227,6.367,0,0,3.009,0.201,2.971,17.209,12.694,0.013,0.009,25.013,25.162,25.203,24.858,25.188,25.217,24.499,24.681,24.575,24.014,24.07,24.028,23.301,23.405,23.4,24.433,21.981,2039,732,-5,1.27090301,5
3758469772,2.876916671,22.678,19.003,23.698,20.937,15.825,22.785,130.705,0.008,396.834,23.825,14.322,0,0,0,0,0,0,98.846,0.001,0,195.904,17.178,178.869,24.557,182.216,17.887,6.628,25.6,262.676,30.573,4.967,1763.203,33.917,21.835,28.851,-21.993,27.035,24.234,6.347,0,0,3.007,0.203,2.963,17.216,12.748,0.013,0.009,25.011,25.17,25.211,24.852,25.173,25.209,24.484,24.667,24.562,24.015,24.065,24.034,23.299,23.395,23.4,24.441,21.971,2039,732,-5,1.474036851,5
