Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3758466901,0,22.298,18.633,23.931,20.699,15.835,23.131,126.361,0.008,397.111,23.535,14.33,0,0,0,0,0,0,98.768,0.001,0,172.563,13.429,159.35,19.78,159.498,13.564,6.177,25.113,255.19,29.512,4.394,1766.954,27.88,21.222,23.477,-21.998,23.624,20.346,6.783,0,0,2.638,0.18,2.582,16.81,12.92,0.012,0.01,20.831,20.876,20.827,20.322,20.458,20.354,20.46,20.527,20.84,20.203,20.194,20.151,19.905,19.794,19.788,20.371,21.7,2039,732
3758466903,0.033333333,22.312,18.648,23.932,20.73,15.844,23.133,131.435,0.007,397.063,23.531,14.332,0,0,0,0,0,0,98.771,0.001,0,172.515,13.436,159.376,19.742,159.512,13.566,6.137,25.127,255.326,29.532,4.399,1768.025,27.888,21.232,23.49,-21.998,23.62,20.343,6.777,0,0,2.636,0.172,2.581,16.828,12.916,0.012,0.01,20.822,20.87,20.831,20.318,20.445,20.358,20.45,20.511,20.83,20.194,20.18,20.145,19.89,19.783,19.792,20.377,21.683,2039,732
3758466905,0.066666667,22.267,18.64,23.932,20.713,15.844,23.134,131.031,0.008,397.111,23.548,14.333,0,0,0,0,0,0,98.771,0.001,0,172.606,13.422,159.41,19.768,159.519,13.568,6.162,25.135,255.415,29.545,4.404,1767.195,27.894,21.235,23.461,-21.997,23.62,20.336,6.768,0,0,2.638,0.178,2.6,16.838,12.926,0.012,0.01,20.829,20.878,20.832,20.321,20.442,20.347,20.46,20.51,20.807,20.196,20.191,20.147,19.909,19.807,19.8,20.364,21.698,2039,732
3758466907,0.1,22.284,18.641,23.931,20.706,15.809,23.133,130.074,0.008,397.127,23.544,14.332,0,0,0,0,0,0,98.766,0.001,0,172.705,13.432,159.338,19.768,159.604,13.585,6.145,25.131,255.25,29.521,4.383,1766.989,27.853,21.196,23.489,-21.998,23.627,20.341,6.756,0,0,2.639,0.18,2.56,16.831,12.867,0.012,0.01,20.825,20.86,20.824,20.338,20.437,20.358,20.442,20.511,20.801,20.192,20.18,20.133,19.903,19.789,19.788,20.366,21.679,2039,732
3758466909,0.133333333,22.31,18.64,23.93,20.721,15.824,23.133,137.641,0.007,397.095,23.533,14.332,0,0,0,0,0,0,98.768,0.001,0,172.826,13.43,159.389,19.778,159.47,13.558,6.182,25.117,255.398,29.542,4.419,1767.277,27.855,21.2,23.476,-22,23.654,20.331,6.773,0,0,2.642,0.177,2.568,16.816,12.884,0.012,0.01,20.83,20.86,20.832,20.334,20.437,20.339,20.43,20.562,20.835,20.203,20.184,20.147,19.902,19.787,19.791,20.364,21.675,2039,732
3758466911,0.166666667,22.292,18.633,23.93,20.715,15.822,23.133,133.246,0.008,397.119,23.552,14.332,0,0,0,0,0,0,98.768,0.001,0,173.081,13.439,159.382,19.796,159.38,13.54,6.217,25.095,255.285,29.526,4.425,1767.598,27.85,21.243,23.49,-21.998,23.624,20.331,6.79,0,0,2.647,0.187,2.557,16.815,12.884,0.012,0.01,20.818,20.863,20.825,20.346,20.456,20.349,20.44,20.579,20.85,20.213,20.201,20.148,19.903,19.79,19.795,20.366,21.69,2039,732
3758466913,0.2,22.303,18.625,23.932,20.711,15.839,23.133,133.445,0.008,397.111,23.561,14.331,0,0,0,0,0,0,98.768,0.001,0,172.972,13.426,159.422,19.804,159.584,13.581,6.185,25.117,255.407,29.544,4.421,1765.997,27.872,21.206,23.48,-21.997,23.63,20.338,6.757,0,0,2.644,0.18,2.574,16.796,12.919,0.012,0.01,20.817,20.872,20.825,20.33,20.452,20.34,20.426,20.579,20.854,20.212,20.184,20.131,19.904,19.785,19.79,20.368,21.685,2039,732
3758466915,0.233333333,22.288,18.622,23.931,20.706,15.842,23.133,140.529,0.008,397.071,23.527,14.331,0,0,0,0,0,0,98.772,0.001,0,172.486,13.444,159.361,19.791,159.607,13.585,6.167,25.095,255.403,29.543,4.441,1766.943,27.842,21.246,23.512,-21.998,23.606,20.327,6.741,0,0,2.637,0.18,2.54,16.798,12.926,0.012,0.01,20.814,20.861,20.818,20.336,20.461,20.347,20.437,20.575,20.85,20.214,20.187,20.117,19.899,19.782,19.786,20.365,21.694,2039,732
3758466917,0.266666667,22.3,18.622,23.932,20.716,15.826,23.134,133.109,0.009,397.071,23.528,14.331,0,0,0,0,0,0,98.771,0.001,0,172.548,13.438,159.451,19.768,159.482,13.56,6.169,25.093,255.41,29.544,4.444,1766.933,27.879,21.238,23.495,-21.998,23.621,20.344,6.784,0,0,2.638,0.19,2.571,16.792,12.891,0.012,0.01,20.827,20.868,20.83,20.325,20.463,20.33,20.425,20.583,20.845,20.215,20.184,20.119,19.898,19.781,19.797,20.374,21.683,2039,732
3758466919,0.3,22.284,18.623,23.932,20.708,15.852,23.134,130.081,0.008,397.079,23.537,14.331,0,0,0,0,0,0,98.772,0.001,0,172.769,13.432,159.421,19.8,159.507,13.565,6.196,25.123,255.412,29.544,4.415,1766.03,27.891,21.249,23.479,-21.998,23.629,20.327,6.761,0,0,2.641,0.179,2.586,16.802,12.945,0.012,0.01,20.832,20.876,20.83,20.327,20.466,20.346,20.429,20.612,20.861,20.224,20.194,20.102,19.915,19.786,19.808,20.368,21.697,2039,732
