.,Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3759438025,1.570583336,27.948,13.684,17.135,19.81,9.998,17.095,1610.074,0.798,398.776,26.524,14.39,4.249,0,0,0,0,0,5680.085,1.399,0,292.673,13.387,159.099,16.955,148.215,11.268,5.65,27.002,275.995,32.42,5.412,835.223,29.866,16.862,22.669,-22.771,18.807,20.203,8.935,0,0,4.372,2.269,1.995,0.973,-0.189,0.004,0.004,19.842,17.712,18.772,20.24,20.562,20.363,18.58,17.747,17.93,20.108,20.058,20.258,17.459,16.407,16.446,18.838,20.057,3725,2178
3759438027,1.599566666,27.904,13.646,17.136,19.812,9.979,16.979,1600.998,0.791,398.744,26.524,14.392,4.193,0,0,0,0,0,5687.886,1.401,0,292.695,13.394,159.107,16.98,148.207,11.266,5.677,27.033,276.021,32.423,5.385,834.785,29.857,16.91,22.713,-22.773,18.757,20.199,8.933,0,0,4.372,2.247,1.979,0.899,-0.249,0.004,0.004,19.817,17.694,18.772,20.249,20.572,20.391,18.579,17.74,17.935,20.112,20.045,20.241,17.448,16.393,16.433,18.834,20.055,3725,2178
3759438029,1.63481667,27.95,13.655,17.136,19.793,9.988,17.095,1611.074,0.781,398.785,26.492,14.39,4.143,0,0,0,0,0,5690.061,1.414,0,292.749,13.387,159.143,16.982,148.289,11.284,5.662,27.026,275.836,32.399,5.367,835.393,29.859,16.891,22.701,-22.773,18.752,20.206,8.922,0,0,4.372,2.234,1.984,0.87,-0.195,0.004,0.004,19.833,17.708,18.777,20.254,20.561,20.354,18.577,17.753,17.924,20.122,20.053,20.256,17.468,16.409,16.43,18.836,20.057,3725,2178
3759438031,1.672166665,27.935,13.673,17.136,19.804,9.982,17.095,1635.457,0.792,398.737,26.521,14.39,4.133,0,0,0,0,0,5713.65,1.404,0,292.689,13.4,159.103,16.984,148.228,11.271,5.676,27.021,275.831,32.398,5.37,835.808,29.87,16.912,22.676,-22.772,18.828,20.197,8.926,0,0,4.372,2.264,1.995,0.954,-0.226,0.004,0.004,19.843,17.722,18.767,20.225,20.535,20.373,18.571,17.731,17.924,20.104,20.038,20.255,17.458,16.416,16.443,18.834,20.048,3725,2178
3759438033,1.695883338,27.908,13.677,17.137,19.796,9.99,17.094,1635.42,0.819,398.719,26.504,14.39,4.092,0,0,0,0,0,5697.543,1.4,0,292.711,13.386,159.171,16.982,148.242,11.274,5.672,27.022,276.103,32.435,5.406,835.021,29.889,16.871,22.717,-22.773,18.77,20.192,8.918,0,0,4.372,2.296,1.987,1.003,-0.192,0.004,0.004,19.836,17.712,18.77,20.241,20.553,20.373,18.568,17.748,17.912,20.116,20.06,20.246,17.458,16.407,16.454,18.83,20.049,3725,2178
3759438035,1.725533334,27.928,13.65,17.136,19.806,9.967,17.095,1627.036,0.848,398.719,26.526,14.39,4.126,0,0,0,0,0,5697.404,1.424,0,292.754,13.397,159.101,17.017,148.284,11.283,5.698,27.017,276.016,32.423,5.399,834.785,29.845,16.851,22.682,-22.772,18.784,20.202,8.92,0,0,4.374,2.291,1.984,0.881,-0.273,0.004,0.004,19.84,17.708,18.767,20.272,20.568,20.378,18.586,17.756,17.928,20.116,20.071,20.244,17.461,16.395,16.438,18.834,20.055,3725,2178
3759438036,1.756516671,27.92,13.644,17.136,19.789,9.99,17.093,1613.397,0.81,398.736,26.527,14.391,4.107,0,0,0,0,0,5731.075,1.402,0,292.568,13.392,159.157,16.99,148.347,11.296,5.658,26.997,275.853,32.401,5.398,834.79,29.898,16.899,22.702,-22.772,18.731,20.223,8.928,0,0,4.371,2.262,1.994,0.871,-0.185,0.004,0.004,19.862,17.72,18.806,20.27,20.57,20.373,18.583,17.756,17.928,20.11,20.074,20.278,17.488,16.424,16.465,18.838,20.05,3725,2178
3759438038,1.780633338,27.926,13.662,17.136,19.823,9.986,17.095,1653.259,0.795,398.767,26.499,14.39,4.077,0,0,0,0,0,5693.207,1.412,0,292.459,13.388,159.133,17.028,148.312,11.289,5.702,27.036,276.032,32.425,5.383,834.847,29.901,16.861,22.691,-22.771,18.792,20.229,8.94,0,0,4.369,2.257,1.997,0.928,-0.239,0.004,0.004,19.841,17.689,18.769,20.258,20.559,20.379,18.57,17.754,17.918,20.117,20.074,20.273,17.473,16.403,16.448,18.843,20.052,3725,2178
3759438040,1.81146667,27.933,13.637,17.136,19.822,9.998,17.095,1610.793,0.839,398.721,26.514,14.391,4.131,0,0,0,0,0,5711.904,1.389,0,292.602,13.392,159.109,17.012,148.235,11.272,5.703,27.026,275.842,32.399,5.367,834.592,29.887,16.909,22.691,-22.772,18.792,20.23,8.958,0,0,4.371,2.289,1.993,0.827,-0.204,0.004,0.004,19.842,17.701,18.763,20.264,20.556,20.366,18.567,17.754,17.941,20.138,20.066,20.273,17.471,16.399,16.436,18.837,20.085,3725,2178
3759438042,1.842333333,27.921,13.637,17.137,19.804,9.991,17.094,1636.186,0.792,398.767,26.514,14.39,4.075,0,0,0,0,0,5670.875,1.402,0,292.456,13.393,159.13,17.023,148.245,11.275,5.712,27.018,275.837,32.399,5.374,835.409,29.892,16.851,22.709,-22.771,18.768,20.219,8.944,0,0,4.37,2.234,1.992,0.845,-0.2,0.004,0.004,19.852,17.708,18.78,20.26,20.569,20.366,18.574,17.757,17.938,20.132,20.069,20.286,17.488,16.405,16.449,18.842,20.062,3725,2178
3759438044,1.876333332,27.911,13.662,17.136,19.806,9.995,16.979,1601.994,0.82,398.734,26.49,14.391,4.065,0,0,0,0,0,5692.556,1.395,0,292.681,13.391,159.137,17.059,148.245,11.274,5.749,27.024,275.795,32.393,5.363,834.805,29.893,16.86,22.715,-22.772,18.762,20.221,8.947,0,0,4.374,2.284,1.989,0.945,-0.193,0.004,0.004,19.835,17.696,18.784,20.267,20.544,20.377,18.574,17.762,17.942,20.151,20.05,20.277,17.483,16.399,16.432,18.842,20.054,3725,2178
3759438045,1.90505,27.942,13.634,17.136,19.829,9.957,17.095,1621.246,0.782,398.765,26.519,14.391,4.059,0,0,0,0,0,5680.535,1.434,0,292.545,13.386,159.127,17.04,148.317,11.29,5.714,27,275.847,32.4,5.394,835.524,29.875,16.925,22.688,-22.772,18.76,20.215,8.925,0,0,4.372,2.239,1.993,0.805,-0.333,0.004,0.004,19.822,17.699,18.767,20.272,20.55,20.376,18.557,17.767,17.95,20.131,20.046,20.257,17.477,16.407,16.433,18.84,20.072,3725,2178
3759438047,1.934733335,27.923,13.624,17.136,19.803,10.003,16.979,1601.846,0.803,398.752,26.522,14.392,4.139,0,0,0,0,0,5748.991,1.407,0,292.399,13.392,159.101,17.05,148.281,11.282,5.731,27.005,275.812,32.395,5.384,834.971,29.895,16.912,22.708,-22.772,18.774,20.232,8.949,0,0,4.37,2.233,1.991,0.795,-0.166,0.004,0.004,19.834,17.702,18.763,20.277,20.534,20.377,18.575,17.742,17.948,20.132,20.052,20.275,17.483,16.404,16.44,18.841,20.076,3725,2178
3759438049,1.964750004,27.938,13.656,17.136,19.828,9.991,16.979,1611.883,0.782,398.774,26.516,14.392,4.175,0,0,0,0,0,5700.637,1.404,0,292.683,13.374,159.131,17.066,148.214,11.268,5.761,27.035,275.97,32.417,5.375,834.723,29.915,16.842,22.703,-22.772,18.817,20.219,8.951,0,0,4.374,2.234,1.998,0.889,-0.233,0.004,0.004,19.823,17.695,18.759,20.282,20.538,20.371,18.589,17.753,17.948,20.128,20.044,20.275,17.47,16.397,16.439,18.844,20.056,3725,2178
3759438051,2.000416668,27.923,13.665,17.136,19.809,9.981,16.978,1624.526,0.793,398.775,26.492,14.39,4.145,0,0,0,0,0,5697.221,1.416,0,292.736,13.384,159.04,17.046,148.255,11.277,5.732,27.018,276,32.421,5.396,834.817,29.927,16.903,22.7,-22.772,18.817,20.205,8.929,0,0,4.374,2.26,2.002,0.941,-0.236,0.004,0.004,19.827,17.692,18.769,20.251,20.551,20.367,18.564,17.742,17.938,20.123,20.038,20.267,17.474,16.402,16.446,18.838,20.04,3725,2178
3759438052,2.023483332,27.904,13.657,17.136,19.843,9.98,16.979,1624.675,0.807,398.734,26.524,14.391,4.149,0,0,0,0,0,5717.365,1.41,0,292.647,13.38,159.089,17.064,148.147,11.254,5.774,27,275.678,32.377,5.37,835.654,29.928,16.918,22.723,-22.772,18.786,20.22,8.966,0,0,4.375,2.273,1.998,0.937,-0.284,0.004,0.004,19.812,17.709,18.757,20.277,20.544,20.362,18.572,17.757,17.962,20.13,20.049,20.271,17.467,16.39,16.452,18.845,20.067,3725,2178
3759438054,2.05346667,27.936,13.652,17.137,19.804,9.972,16.979,1662.411,0.794,398.753,26.52,14.39,4.172,0,0,0,0,0,5717.921,1.397,0,292.68,13.385,159.071,17.072,148.376,11.302,5.733,27.021,275.747,32.386,5.36,835.236,29.925,16.88,22.715,-22.772,18.786,20.222,8.92,0,0,4.374,2.275,1.999,0.879,-0.256,0.004,0.004,19.825,17.703,18.759,20.293,20.535,20.377,18.567,17.753,17.964,20.13,20.07,20.274,17.468,16.402,16.453,18.847,20.068,3725,2178
3759438056,2.084116666,27.942,13.634,17.136,19.809,9.987,17.096,1627.422,0.85,398.734,26.517,14.392,4.107,0,0,0,0,0,5684.397,1.398,0,292.331,13.388,159.097,17.062,148.256,11.277,5.749,27.015,275.955,32.414,5.394,834.839,29.948,16.904,22.69,-22.772,18.789,20.23,8.954,0,0,4.369,2.306,2.011,0.804,-0.22,0.004,0.004,19.82,17.71,18.793,20.278,20.566,20.386,18.572,17.741,17.969,20.131,20.075,20.273,17.47,16.405,16.452,18.849,20.064,3725,2178
3759438058,2.119066668,27.941,13.659,17.136,19.815,9.973,17.095,1642.521,0.81,398.798,26.495,14.391,4.153,0,0,0,0,0,5684.673,1.404,0,292.638,13.385,159.109,17.063,148.32,11.291,5.735,27.023,276.043,32.427,5.398,835.4,29.936,16.877,22.721,-22.771,18.804,20.219,8.928,0,0,4.373,2.283,2,0.897,-0.269,0.004,0.004,19.821,17.71,18.75,20.275,20.55,20.384,18.572,17.745,17.966,20.125,20.076,20.266,17.469,16.396,16.446,18.849,20.058,3725,2178
3759438060,2.148583333,27.923,13.639,17.137,19.831,9.985,16.979,1620.043,0.827,398.76,26.499,14.393,4.109,0,0,0,0,0,5696.007,1.391,0,292.385,13.407,159.095,17.045,148.179,11.261,5.748,27.051,275.773,32.39,5.333,834.887,29.919,16.893,22.72,-22.772,18.766,20.209,8.948,0,0,4.368,2.284,1.995,0.848,-0.255,0.004,0.004,19.818,17.723,18.767,20.283,20.562,20.379,18.568,17.762,17.988,20.14,20.065,20.264,17.462,16.406,16.447,18.854,20.069,3725,2178
3759438062,2.178783337,27.948,13.662,17.137,19.807,9.973,17.094,1581.034,0.802,398.808,26.519,14.39,4.173,0,0,0,0,0,5673.156,1.42,0,292.643,13.399,159.204,17.056,148.281,11.282,5.737,27.028,275.958,32.415,5.381,835.118,29.93,16.878,22.72,-22.771,18.766,20.229,8.946,0,0,4.373,2.274,1.998,0.899,-0.258,0.004,0.004,19.832,17.717,18.769,20.282,20.549,20.36,18.578,17.753,17.979,20.145,20.068,20.271,17.458,16.41,16.462,18.86,20.064,3725,2178
3759438064,2.208600005,27.931,13.649,17.136,19.82,9.992,17.095,1640.872,0.759,398.737,26.516,14.391,4.204,0,0,0,0,0,5725.438,1.413,0,292.382,13.39,159.162,17.041,148.384,11.304,5.701,27.036,275.912,32.409,5.367,835.433,29.93,16.871,22.72,-22.772,18.761,20.242,8.939,0,0,4.368,2.2,1.999,0.874,-0.219,0.004,0.004,19.831,17.722,18.752,20.27,20.549,20.362,18.571,17.746,17.985,20.158,20.061,20.273,17.462,16.412,16.442,18.855,20.072,3725,2178
3759438066,2.243850001,27.951,13.646,17.137,19.826,9.99,17.095,1629.858,0.825,398.767,26.476,14.392,4.132,0,0,0,0,0,5712.654,1.385,0,292.627,13.394,159.119,17.022,148.319,11.29,5.695,27.025,275.672,32.376,5.345,835.076,29.949,16.826,22.713,-22.772,18.745,20.232,8.942,0,0,4.371,2.282,2.005,0.833,-0.234,0.004,0.004,19.837,17.716,18.753,20.284,20.563,20.365,18.575,17.736,17.973,20.146,20.078,20.273,17.465,16.414,16.442,18.856,20.06,3725,2178
3759438067,2.273766669,27.929,13.649,17.135,19.816,10.003,17.095,1640.557,0.813,398.783,26.522,14.39,4.077,0,0,0,0,0,5663.789,1.407,0,292.481,13.398,159.139,17.037,148.185,11.262,5.738,27.014,275.822,32.397,5.376,834.592,29.932,16.899,22.73,-22.771,18.744,20.228,8.966,0,0,4.371,2.262,1.994,0.876,-0.182,0.004,0.004,19.85,17.706,18.765,20.28,20.574,20.392,18.579,17.733,17.981,20.155,20.066,20.267,17.462,16.411,16.432,18.855,20.054,3725,2178
3759438069,2.303633332,27.928,13.647,17.136,19.836,9.988,16.978,1632.565,0.825,398.744,26.51,14.389,4.087,0,0,0,0,0,5701.208,1.413,0,292.745,13.4,159.162,17.041,148.174,11.26,5.745,27.021,275.841,32.399,5.371,835.083,29.928,16.867,22.736,-22.771,18.755,20.212,8.952,0,0,4.375,2.284,1.993,0.874,-0.25,0.004,0.004,19.839,17.695,18.765,20.277,20.566,20.389,18.569,17.738,17.988,20.147,20.052,20.25,17.46,16.397,16.439,18.857,20.068,3725,2178
3759438071,2.332233334,27.952,13.644,17.137,19.83,9.979,17.094,1604.092,0.816,398.712,26.536,14.392,4.17,0,0,0,0,0,5713.655,1.421,0,292.541,13.402,159.172,17.043,148.303,11.287,5.72,27.029,275.809,32.395,5.359,835.191,29.925,16.905,22.727,-22.772,18.725,20.238,8.952,0,0,4.371,2.276,1.995,0.825,-0.271,0.004,0.004,19.846,17.732,18.765,20.257,20.561,20.377,18.567,17.733,17.963,20.145,20.067,20.306,17.488,16.424,16.439,18.864,20.069,3725,2178
3759438073,2.361916669,27.901,13.664,17.136,19.829,9.983,17.095,1606.181,0.784,398.799,26.525,14.394,4.254,0,0,0,0,0,5726.966,1.409,0,292.179,13.398,159.181,17.045,148.327,11.292,5.716,27.016,275.648,32.373,5.35,834.967,29.91,16.909,22.743,-22.772,18.725,20.234,8.941,0,0,4.366,2.248,1.986,0.962,-0.259,0.004,0.004,19.856,17.724,18.755,20.262,20.576,20.393,18.576,17.752,17.974,20.16,20.069,20.29,17.473,16.408,16.437,18.862,20.082,3725,2178
3759438075,2.391916672,27.901,13.674,17.136,19.817,10.006,17.095,1623.416,0.787,398.84,26.549,14.392,4.232,0,0,0,0,0,5705.346,1.4,0,292.532,13.381,159.158,17.066,148.247,11.276,5.754,27.007,276.054,32.428,5.415,835.568,29.91,16.889,22.7,-22.772,18.751,20.251,8.976,0,0,4.372,2.244,1.999,1.001,-0.176,0.004,0.004,19.844,17.702,18.762,20.286,20.598,20.428,18.591,17.745,17.972,20.16,20.077,20.263,17.466,16.394,16.449,18.861,20.062,3725,2178
3759438076,2.421433338,27.917,13.671,17.136,19.821,9.994,16.98,1620.152,0.806,398.782,26.526,14.392,4.141,0,0,0,0,0,5688.944,1.41,0,292.63,13.393,159.074,17.065,148.144,11.254,5.775,27.032,275.776,32.39,5.352,835.042,29.907,16.909,22.696,-22.772,18.764,20.23,8.977,0,0,4.373,2.273,1.998,0.968,-0.215,0.004,0.004,19.846,17.726,18.775,20.277,20.583,20.412,18.564,17.739,17.981,20.146,20.066,20.29,17.476,16.411,16.445,18.853,20.069,3725,2178
3759438078,2.455966671,27.932,13.65,17.137,19.823,9.983,16.979,1658.324,0.802,398.791,26.549,14.391,4.098,0,0,0,0,0,5706.294,1.402,0,292.741,13.394,159.137,17.082,148.203,11.266,5.779,27.022,275.922,32.41,5.382,834.769,29.904,16.858,22.705,-22.771,18.761,20.201,8.935,0,0,4.375,2.26,1.994,0.874,-0.249,0.004,0.004,19.855,17.729,18.79,20.303,20.581,20.423,18.574,17.736,17.978,20.157,20.055,20.308,17.473,16.403,16.448,18.847,20.064,3725,2178
3759438080,2.485133338,27.952,13.652,17.137,19.801,9.993,17.095,1671.821,0.845,398.758,26.505,14.392,4.185,0,0,0,0,0,5693.286,1.422,0,292.566,13.389,159.14,17.059,148.085,11.241,5.782,27.034,275.775,32.39,5.35,835.216,29.922,16.905,22.724,-22.773,18.744,20.213,8.971,0,0,4.372,2.309,1.995,0.852,-0.194,0.004,0.004,19.855,17.738,18.793,20.307,20.597,20.425,18.574,17.729,17.982,20.16,20.075,20.306,17.484,16.413,16.458,18.844,20.078,3725,2178
3759438082,2.514333336,27.925,13.652,17.138,19.831,10.015,16.979,1634.269,0.861,398.799,26.516,14.391,4.217,0,0,0,0,0,5726.972,1.416,0,292.701,13.389,159.115,17.048,148.253,11.277,5.735,27.03,275.663,32.375,5.339,835.089,29.925,16.858,22.73,-22.772,18.715,20.208,8.931,0,0,4.373,2.315,1.994,0.892,-0.166,0.004,0.004,19.847,17.749,18.799,20.295,20.591,20.392,18.578,17.739,17.973,20.145,20.089,20.292,17.473,16.41,16.458,18.852,20.057,3725,2178
3759438084,2.549266672,27.948,13.69,17.137,19.811,10.001,16.98,1655.867,0.818,398.766,26.493,14.391,4.208,0,0,0,0,0,5716.966,1.389,0,292.681,13.381,159.112,17.054,148.237,11.273,5.744,27.032,275.802,32.394,5.355,835.501,29.927,16.921,22.732,-22.772,18.714,20.213,8.94,0,0,4.373,2.297,1.995,0.995,-0.182,0.004,0.004,19.839,17.753,18.793,20.303,20.596,20.396,18.589,17.751,17.986,20.139,20.078,20.282,17.47,16.414,16.455,18.844,20.067,3725,2178
3759438086,2.578866673,27.919,13.678,17.136,19.816,10.02,17.089,1658.92,0.843,398.753,26.533,14.391,4.185,0,0,0,0,0,5669.827,1.429,0,292.66,13.383,159.075,17.047,148.187,11.263,5.748,27.007,275.897,32.407,5.394,835.802,29.921,16.877,22.712,-22.771,18.7,20.235,8.972,0,0,4.374,2.308,2,0.992,-0.134,0.004,0.004,19.865,17.746,18.787,20.3,20.576,20.381,18.586,17.754,17.977,20.132,20.074,20.286,17.477,16.413,16.468,18.857,20.07,3725,2178
3759438088,2.609300001,27.932,13.68,17.136,19.828,10.009,17.093,1619.59,0.846,398.765,26.533,14.391,4.154,0,0,0,0,0,5740.603,1.386,0,292.753,13.383,159.084,17.064,148.246,11.275,5.752,27.009,276.078,32.431,5.416,835.168,29.893,16.898,22.739,-22.772,18.695,20.243,8.968,0,0,4.375,2.32,1.983,0.98,-0.181,0.004,0.004,19.876,17.754,18.794,20.285,20.577,20.386,18.585,17.754,17.979,20.138,20.058,20.277,17.487,16.424,16.476,18.857,20.065,3725,2178
3759438090,2.642833336,27.926,13.682,17.136,19.804,9.998,17.095,1614.342,0.802,398.766,26.536,14.391,4.211,0,0,0,0,0,5665.248,1.411,0,292.698,13.37,159.085,17.076,148.088,11.242,5.798,26.998,275.825,32.397,5.393,834.839,29.899,16.888,22.727,-22.772,18.715,20.232,8.991,0,0,4.376,2.272,1.987,0.995,-0.182,0.004,0.004,19.875,17.757,18.786,20.309,20.584,20.403,18.576,17.766,17.987,20.16,20.085,20.278,17.482,16.429,16.481,18.849,20.068,3725,2178
3759438091,2.67325,27.918,13.656,17.137,19.816,9.986,17.094,1665.198,0.796,398.757,26.523,14.392,4.241,0,0,0,0,0,5709.241,1.412,0,292.48,13.371,159.019,17.066,148.101,11.244,5.785,27.022,276.031,32.425,5.397,835.511,29.914,16.85,22.687,-22.772,18.705,20.241,8.996,0,0,4.372,2.255,2.004,0.915,-0.232,0.004,0.004,19.874,17.75,18.797,20.269,20.59,20.405,18.596,17.765,17.989,20.153,20.08,20.277,17.484,16.423,16.475,18.852,20.067,3725,2178
3759438093,2.703183333,27.898,13.687,17.137,19.826,10.002,17.096,1638.505,0.853,398.783,26.517,14.39,4.286,0,0,0,0,0,5709.982,1.415,0,292.692,13.384,159.023,17.102,148.218,11.269,5.796,27.015,276.043,32.427,5.406,835.529,29.946,16.881,22.727,-22.772,18.704,20.219,8.95,0,0,4.376,2.338,2.002,1.05,-0.198,0.004,0.004,19.887,17.758,18.796,20.268,20.591,20.393,18.595,17.773,18.002,20.145,20.098,20.272,17.468,16.411,16.46,18.844,20.061,3725,2178
3759438095,2.738416672,27.907,13.645,17.136,19.818,9.995,17.095,1634.476,0.823,398.743,26.525,14.391,4.395,0,0,0,0,0,5716.911,1.422,0,292.759,13.373,159.09,17.131,148.093,11.243,5.852,26.986,275.784,32.391,5.399,835.326,29.933,16.866,22.729,-22.773,18.73,20.214,8.972,0,0,4.379,2.276,1.997,0.891,-0.207,0.004,0.004,19.884,17.767,18.782,20.25,20.571,20.37,18.584,17.733,17.985,20.122,20.077,20.283,17.494,16.428,16.467,18.845,20.067,3725,2178
3759438097,2.767816671,27.907,13.67,17.136,19.802,9.981,17.095,1616.266,0.818,398.752,26.542,14.391,4.424,0,0,0,0,0,5727.495,1.429,0,292.734,13.364,159.036,17.138,148.192,11.264,5.838,26.982,276.068,32.43,5.441,835.673,29.936,16.864,22.714,-22.772,18.699,20.212,8.948,0,0,4.379,2.296,2.003,0.981,-0.228,0.004,0.004,19.876,17.764,18.772,20.253,20.578,20.37,18.579,17.756,17.986,20.132,20.048,20.257,17.479,16.406,16.447,18.847,20.064,3725,2178
3759438099,2.797016668,27.945,13.648,17.136,19.813,9.97,16.979,1637.631,0.798,398.768,26.529,14.393,4.34,0,0,0,0,0,5740.148,1.401,0,292.776,13.368,158.99,17.132,148.112,11.247,5.849,27.003,275.939,32.412,5.403,835.84,29.937,16.932,22.709,-22.772,18.667,20.207,8.96,0,0,4.378,2.262,2.005,0.849,-0.278,0.004,0.004,19.879,17.75,18.768,20.244,20.577,20.369,18.58,17.75,17.978,20.137,20.059,20.246,17.475,16.403,16.449,18.843,20.071,3725,2178
3759438101,2.826116665,27.929,13.638,17.135,19.816,9.995,16.98,1647.666,0.822,398.816,26.505,14.391,4.345,0,0,0,0,0,5691.054,1.402,0,292.726,13.4,159.01,17.153,148.209,11.268,5.849,26.995,276.031,32.425,5.424,835.226,29.944,16.88,22.735,-22.771,18.647,20.217,8.949,0,0,4.378,2.27,1.998,0.839,-0.206,0.004,0.004,19.882,17.755,18.777,20.269,20.592,20.381,18.584,17.765,17.985,20.143,20.055,20.255,17.476,16.398,16.456,18.847,20.066,3725,2178
3759438103,2.861050002,27.898,13.675,17.136,19.814,10.002,17.095,1617.696,0.833,398.758,26.528,14.391,4.245,0,0,0,0,0,5692.788,1.399,0,292.748,13.388,159.171,17.132,148.318,11.29,5.806,26.999,275.873,32.404,5.398,835.925,29.937,16.862,22.744,-22.772,18.643,20.229,8.939,0,0,4.377,2.305,1.996,1.011,-0.181,0.004,0.004,19.866,17.736,18.769,20.277,20.567,20.384,18.567,17.757,17.992,20.126,20.059,20.264,17.47,16.394,16.433,18.851,20.066,3725,2178
3759438104,2.890166672,27.913,13.671,17.135,19.802,9.996,17.095,1614.592,0.799,398.768,26.514,14.392,4.289,0,0,0,0,0,5686.805,1.419,0,292.521,13.392,159.109,17.14,148.302,11.287,5.817,26.992,276.055,32.428,5.43,835.273,29.923,16.852,22.711,-22.772,18.646,20.205,8.918,0,0,4.375,2.264,1.999,0.973,-0.184,0.004,0.004,19.871,17.757,18.786,20.299,20.578,20.399,18.58,17.77,18.021,20.14,20.081,20.276,17.457,16.399,16.448,18.846,20.068,3725,2178
3759438106,2.919900004,27.888,13.646,17.136,19.797,9.995,17.094,1634.211,0.796,398.792,26.528,14.39,4.188,0,0,0,0,0,5723.016,1.401,0,293.081,13.398,159.13,17.128,148.271,11.28,5.811,26.987,276.074,32.431,5.438,835.82,29.925,16.873,22.692,-22.772,18.609,20.233,8.953,0,0,4.383,2.244,2.006,0.921,-0.18,0.004,0.004,19.865,17.742,18.775,20.28,20.584,20.394,18.592,17.763,18.016,20.152,20.09,20.268,17.456,16.414,16.466,18.853,20.065,3725,2178
3759438108,2.950033339,27.891,13.647,17.137,19.837,9.993,17.095,1653.061,0.818,398.744,26.521,14.391,4.246,0,0,0,0,0,5691.899,1.389,0,292.748,13.392,159.158,17.125,148.281,11.282,5.806,26.996,276.001,32.421,5.418,835.895,29.931,16.911,22.716,-22.771,18.624,20.238,8.956,0,0,4.377,2.273,2.001,0.92,-0.238,0.004,0.004,19.862,17.723,18.769,20.275,20.59,20.39,18.578,17.766,18.005,20.147,20.079,20.258,17.456,16.39,16.447,18.856,20.065,3725,2178
3759438110,2.979866672,27.899,13.657,17.137,19.835,9.984,17.095,1623.102,0.839,398.752,26.542,14.392,4.232,0,0,0,0,0,5670.505,1.4,0,292.666,13.397,159.128,17.134,148.321,11.29,5.807,27.013,276.009,32.422,5.403,835.587,29.925,16.868,22.697,-22.772,18.648,20.247,8.957,0,0,4.376,2.311,2.004,0.943,-0.264,0.004,0.004,19.877,17.735,18.795,20.271,20.585,20.393,18.572,17.75,17.999,20.134,20.087,20.257,17.459,16.41,16.455,18.865,20.055,3725,2178
3759438112,3.014550002,27.905,13.624,17.137,19.824,9.98,17.095,1622.595,0.805,398.784,26.5,14.39,4.298,0,0,0,0,0,5689.471,1.388,0,292.461,13.389,159.158,17.097,148.29,11.284,5.776,27.024,276.216,32.45,5.42,835.026,29.944,16.872,22.687,-22.771,18.63,20.244,8.96,0,0,4.371,2.249,2.011,0.822,-0.258,0.004,0.004,19.86,17.734,18.803,20.264,20.568,20.41,18.577,17.749,17.974,20.117,20.066,20.25,17.455,16.387,16.447,18.857,20.053,3725,2178
3759438114,3.049883334,27.954,13.649,17.137,19.828,9.976,17.095,1654.707,0.805,398.736,26.511,14.39,4.26,0,0,0,0,0,5669.085,1.406,0,292.713,13.39,159.113,17.108,148.381,11.303,5.768,27.015,276.117,32.436,5.415,835.839,29.92,16.888,22.706,-22.772,18.628,20.23,8.927,0,0,4.375,2.268,2.001,0.844,-0.277,0.004,0.004,19.868,17.741,18.806,20.258,20.574,20.377,18.57,17.752,17.984,20.135,20.061,20.267,17.449,16.391,16.449,18.858,20.064,3725,2178
3759438116,3.085250004,27.907,13.634,17.136,19.855,9.968,17.095,1616.913,0.841,398.736,26.523,14.39,4.235,0,0,0,0,0,5700.165,1.416,0,293.047,13.425,159.119,17.077,148.485,11.325,5.716,27.049,276.097,32.434,5.378,835.361,29.945,16.908,22.722,-22.772,18.621,20.226,8.901,0,0,4.378,2.307,2.002,0.853,-0.335,0.004,0.004,19.875,17.728,18.78,20.255,20.582,20.394,18.581,17.757,17.983,20.126,20.059,20.276,17.47,16.39,16.453,18.86,20.061,3725,2178
