Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3760038476,0,25.853,11.983,14.209,18.869,8.933,13.961,1676.367,0.9,399.241,26.609,14.407,2.888,0,0,0,0,0,5591.462,1.352,0,287.797,12.848,156.305,16.421,145.42,10.682,5.703,27.421,277.76,32.661,5.233,839.807,29.902,16.31,21.996,-22.768,20.023,19.807,9.125,0,0,4.28,1.893,2.203,-2.064,-2.216,0.003,0.003,19.195,17.153,18.231,19.759,20.075,19.994,17.815,17.171,17.457,19.677,19.625,19.866,16.867,15.852,15.889,18.323,20.3,3725,0
3760038477,0.027316666,25.875,11.988,14.21,18.888,8.936,13.963,1706.032,0.873,399.215,26.59,14.411,2.878,0,0,0,0,0,5581.374,1.382,0,287.815,12.838,156.405,16.437,145.418,10.681,5.719,27.438,278.078,32.704,5.259,838.718,29.898,16.318,22.034,-22.768,19.985,19.824,9.142,0,0,4.28,1.869,2.189,-2.085,-2.239,0.003,0.003,19.191,17.161,18.227,19.755,20.085,19.973,17.808,17.172,17.456,19.678,19.631,19.875,16.86,15.838,15.878,18.323,20.304,3725,0
3760038479,0.058133332,25.826,12.011,14.21,18.865,8.962,13.963,1683.388,0.909,399.317,26.607,14.408,2.805,0,0,0,0,0,5634.671,1.366,0,287.668,12.851,156.358,16.42,145.563,10.713,5.671,27.456,277.979,32.691,5.229,839.245,29.88,16.309,22.043,-22.768,20.015,19.81,9.097,0,0,4.276,1.903,2.183,-1.926,-2.118,0.003,0.003,19.193,17.154,18.219,19.743,20.104,19.994,17.796,17.182,17.47,19.676,19.641,19.886,16.847,15.841,15.888,18.324,20.29,3725,0
3760038481,0.092833336,25.836,11.998,14.21,18.853,8.97,13.963,1714.615,0.882,399.245,26.619,14.409,2.882,0,0,0,0,0,5606.597,1.363,0,287.799,12.831,156.415,16.41,145.452,10.689,5.686,27.445,277.93,32.684,5.233,839.433,29.869,16.307,22.017,-22.767,20.011,19.814,9.126,0,0,4.279,1.864,2.187,-1.987,-2.073,0.003,0.003,19.187,17.165,18.205,19.727,20.105,20.022,17.807,17.171,17.474,19.693,19.623,19.87,16.849,15.836,15.871,18.315,20.288,3725,0
3760038483,0.122566668,25.82,11.988,14.093,18.893,8.951,13.962,1673.003,0.919,399.272,26.646,14.408,2.752,0,0,0,0,0,5600.492,1.364,0,287.711,12.836,156.319,16.412,145.477,10.694,5.682,27.454,277.936,32.685,5.225,839.749,29.872,16.371,22.042,-22.768,20.025,19.8,9.105,0,0,4.277,1.904,2.182,-1.999,-2.195,0.003,0.003,19.193,17.17,18.237,19.755,20.088,20.021,17.811,17.175,17.482,19.702,19.625,19.888,16.87,15.847,15.877,18.315,20.29,3725,0
3760038485,0.152450005,25.841,11.986,14.21,18.873,8.945,13.963,1695.91,0.869,399.237,26.627,14.409,2.738,0,0,0,0,0,5603.382,1.364,0,287.986,12.854,156.346,16.415,145.381,10.674,5.706,27.448,277.833,32.671,5.216,839.5,29.87,16.346,22.036,-22.768,20.004,19.811,9.138,0,0,4.282,1.859,2.183,-2.041,-2.184,0.003,0.003,19.186,17.161,18.242,19.752,20.081,20.019,17.799,17.184,17.482,19.707,19.646,19.882,16.865,15.839,15.891,18.32,20.302,3725,0
3760038487,0.18805,25.849,11.978,14.091,18.881,8.952,13.964,1672.473,0.897,399.271,26.628,14.408,2.843,0,0,0,0,0,5602.652,1.351,0,287.716,12.843,156.436,16.438,145.507,10.701,5.702,27.469,277.658,32.647,5.172,839.804,29.879,16.32,22.018,-22.769,20.007,19.793,9.093,0,0,4.277,1.875,2.191,-2.078,-2.175,0.003,0.003,19.187,17.169,18.254,19.736,20.079,19.997,17.801,17.167,17.463,19.7,19.638,19.892,16.869,15.849,15.899,18.315,20.298,3725,0
3760038489,0.217816671,25.848,11.983,14.092,18.896,8.938,13.964,1701.814,0.869,399.238,26.611,14.408,2.802,0,0,0,0,0,5579.407,1.382,0,287.665,12.852,156.377,16.422,145.474,10.693,5.692,27.482,278.026,32.697,5.208,838.922,29.885,16.306,22.027,-22.768,20.046,19.807,9.114,0,0,4.276,1.861,2.187,-2.056,-2.24,0.003,0.003,19.182,17.152,18.242,19.749,20.106,20.001,17.804,17.168,17.455,19.695,19.659,19.878,16.862,15.848,15.899,18.327,20.282,3725,0
3760038490,0.247716665,25.885,11.981,14.093,18.879,8.933,13.963,1687.689,0.903,399.221,26.618,14.409,2.788,0,0,0,0,0,5635.328,1.361,0,287.869,12.847,156.426,16.395,145.531,10.705,5.654,27.464,277.937,32.685,5.214,839.261,29.878,16.312,22.053,-22.768,20.046,19.796,9.09,0,0,4.278,1.895,2.179,-2.123,-2.235,0.003,0.003,19.185,17.169,18.254,19.764,20.111,20.002,17.808,17.172,17.439,19.688,19.652,19.858,16.863,15.849,15.893,18.322,20.298,3725,0
3760038492,0.282083337,25.872,11.979,14.21,18.876,8.947,13.963,1686.99,0.887,399.254,26.607,14.408,2.79,0,0,0,0,0,5597.398,1.376,0,287.724,12.847,156.401,16.374,145.53,10.705,5.633,27.472,278.042,32.699,5.221,838.9,29.872,16.366,22.05,-22.768,20.046,19.807,9.102,0,0,4.276,1.869,2.178,-2.11,-2.182,0.003,0.003,19.185,17.163,18.24,19.765,20.108,19.989,17.8,17.173,17.439,19.679,19.654,19.862,16.893,15.863,15.896,18.323,20.295,3725,0
