Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3760035775,0,25.964,12.392,12.804,20.763,9.594,12.686,1684.806,0.863,399.218,25.978,14.407,1.583,0,0,0,0,0,5634.875,1.365,0,300.078,13.924,161.782,17.881,151.792,12.016,5.828,26.955,274.989,32.286,5.325,1772.126,29.824,20.24,24.899,-21.979,26.194,21.659,9.643,0,0,4.494,1.749,2.897,-0.799,-2.862,0.004,0.003,21.204,19.152,20.355,21.359,21.825,21.801,20.133,19.604,19.946,21.347,21.501,21.582,19.019,18.211,18.331,20.365,21.878,3725,0
3760035778,0.036166668,25.962,12.384,12.804,20.766,9.563,12.687,1691.495,0.874,399.216,25.986,14.408,1.548,0,0,0,0,0,5635.254,1.379,0,300.387,13.922,161.792,17.874,151.822,12.022,5.815,26.944,274.797,32.26,5.309,1773.308,29.86,20.197,24.892,-21.98,26.239,21.666,9.644,0,0,4.499,1.772,2.924,-0.823,-2.977,0.004,0.003,21.196,19.147,20.347,21.326,21.837,21.816,20.125,19.6,19.967,21.334,21.505,21.57,19.01,18.201,18.304,20.355,21.877,3725,0
3760035779,0.066116667,25.938,12.389,12.804,20.773,9.578,12.687,1689.528,0.881,399.224,26.005,14.407,1.534,0,0,0,0,0,5659.219,1.379,0,300.01,13.924,161.787,17.831,151.702,11.997,5.797,26.937,275.127,32.305,5.361,1772.074,29.849,20.172,24.904,-21.979,26.219,21.657,9.659,0,0,4.493,1.774,2.908,-0.773,-2.933,0.004,0.003,21.197,19.167,20.308,21.314,21.831,21.808,20.131,19.59,19.97,21.342,21.5,21.581,19.024,18.213,18.328,20.356,21.876,3725,0
3760035781,0.09018333,25.964,12.41,12.804,20.768,9.585,12.685,1674.455,0.879,399.21,25.989,14.409,1.539,0,0,0,0,0,5660.192,1.361,0,299.889,13.924,161.794,17.836,151.78,12.013,5.786,26.958,275.041,32.293,5.329,1769.736,29.832,20.178,24.904,-21.98,26.26,21.668,9.655,0,0,4.49,1.781,2.894,-0.742,-2.902,0.004,0.003,21.197,19.161,20.31,21.329,21.82,21.803,20.128,19.596,19.959,21.335,21.507,21.599,19.024,18.219,18.329,20.358,21.871,3725,0
3760035783,0.119133329,25.962,12.389,12.804,20.784,9.571,12.687,1687.144,0.862,399.252,26.01,14.407,1.51,0,0,0,0,0,5627.498,1.365,0,300.299,13.945,161.796,17.819,151.892,12.037,5.745,26.943,274.957,32.282,5.332,1771.128,29.814,20.256,24.904,-21.979,26.261,21.654,9.617,0,0,4.496,1.76,2.886,-0.807,-2.975,0.004,0.003,21.175,19.144,20.293,21.34,21.86,21.808,20.152,19.608,19.983,21.349,21.52,21.556,19.01,18.201,18.317,20.354,21.864,3725,0
3760035784,0.148749995,25.964,12.381,12.804,20.758,9.582,12.687,1682.743,0.876,399.215,25.987,14.408,1.542,0,0,0,0,0,5635.201,1.377,0,300.288,13.94,161.9,17.829,151.784,12.014,5.778,26.943,274.943,32.279,5.33,1771.629,29.846,20.163,24.887,-21.98,26.259,21.658,9.644,0,0,4.496,1.761,2.915,-0.837,-2.897,0.004,0.003,21.199,19.149,20.331,21.346,21.842,21.788,20.136,19.618,19.967,21.346,21.517,21.573,19.031,18.224,18.331,20.353,21.886,3725,0
3760035786,0.172616665,25.956,12.381,12.803,20.767,9.569,12.685,1702.293,0.871,399.24,25.997,14.408,1.555,0,0,0,0,0,5655.803,1.363,0,300.277,13.952,161.877,17.837,151.793,12.016,5.784,26.94,275.052,32.294,5.348,1772.475,29.845,20.209,24.885,-21.979,26.267,21.668,9.652,0,0,4.496,1.764,2.917,-0.826,-2.956,0.004,0.003,21.2,19.139,20.359,21.355,21.834,21.788,20.136,19.62,19.958,21.345,21.503,21.568,19.024,18.222,18.322,20.358,21.875,3725,0
3760035788,0.209133331,25.982,12.355,12.804,20.793,9.563,12.687,1728.961,0.894,399.248,26.012,14.407,1.498,0,0,0,0,0,5630.444,1.369,0,300.6,13.951,161.935,17.794,151.881,12.035,5.723,26.939,274.953,32.281,5.336,1771.972,29.842,20.152,24.89,-21.979,26.213,21.656,9.622,0,0,4.5,1.771,2.912,-0.948,-3.019,0.004,0.003,21.207,19.151,20.341,21.371,21.83,21.79,20.134,19.622,19.97,21.362,21.535,21.579,19.028,18.211,18.305,20.356,21.864,3725,0
3760035790,0.238383333,25.985,12.399,12.803,20.755,9.568,12.686,1684.391,0.926,399.216,25.989,14.407,1.597,0,0,0,0,0,5642.76,1.364,0,300.401,13.925,161.927,17.78,151.769,12.011,5.732,26.949,274.964,32.282,5.327,1770.767,29.856,20.203,24.91,-21.979,26.2,21.65,9.639,0,0,4.496,1.825,2.906,-0.804,-2.941,0.004,0.003,21.185,19.144,20.331,21.382,21.838,21.804,20.151,19.629,19.991,21.345,21.52,21.558,19.032,18.211,18.309,20.356,21.874,3725,0
3760035791,0.26765,25.97,12.358,12.803,20.802,9.561,12.687,1699.414,0.873,399.214,25.981,14.407,1.527,0,0,0,0,0,5633.154,1.352,0,300.635,13.942,161.802,17.811,151.754,12.008,5.766,26.945,275.104,32.301,5.35,1770.836,29.831,20.155,24.892,-21.979,26.2,21.65,9.643,0,0,4.501,1.756,2.903,-0.92,-3.04,0.004,0.003,21.186,19.136,20.334,21.341,21.823,21.767,20.139,19.627,19.976,21.34,21.483,21.567,19.028,18.226,18.321,20.358,21.873,3725,0
3760035793,0.297116661,25.954,12.331,12.803,20.773,9.576,12.687,1719.515,0.89,399.208,25.965,14.407,1.61,0,0,0,0,0,5611.42,1.34,0,300.45,13.924,161.885,17.816,151.737,12.004,5.774,26.959,274.817,32.262,5.297,1770.58,29.856,20.217,24.907,-21.979,26.153,21.644,9.64,0,0,4.498,1.744,2.908,-0.989,-2.942,0.004,0.003,21.196,19.151,20.363,21.341,21.83,21.789,20.134,19.636,19.977,21.351,21.502,21.603,19.031,18.233,18.34,20.355,21.876,3725,0
