Time elapsed (s),Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3759243433,0,17.519,11.411,46.674,31.922,15.704,45.552,839.154,1.088,385.955,20.888,13.932,2.436,0,1,0,0,0,6658.139,1.72,0,1.522,21.519,204.027,20.674,203.995,21.627,-0.992,21.057,204.294,21.563,0.5,1763.56,37.865,21.879,34.24,-22.029,20.698,36.214,14.587,0,1,0,-1.425,2.121,6.552,3.455,0.006,0.005,34.172,35.051,35.282,35.462,36.01,36.131,33.651,34.29,34.165,35.346,36.036,35.965,32.899,33.869,33.484,34.773,32.117,0,0
3759243435,0.034149996,17.494,11.411,46.675,31.945,15.71,45.552,859.45,1.065,386.034,20.904,13.93,2.403,0,1,0,0,0,6661.665,1.697,0,1.415,21.516,204.028,20.698,203.962,21.622,-0.964,21.08,204.125,21.535,0.449,1762.101,37.892,21.865,34.228,-22.029,20.723,36.216,14.593,0,1,0,-1.414,2.142,6.576,3.451,0.006,0.005,34.172,35.05,35.298,35.45,35.997,36.117,33.642,34.286,34.14,35.343,36.023,35.961,32.886,33.866,33.469,34.777,32.117,0,0
3759243436,0.063000003,17.471,11.394,46.674,31.941,15.679,45.551,847.882,1.125,385.963,20.91,13.93,2.439,0,1,0,0,0,6624.735,1.703,0,1.196,21.526,204.007,20.692,204.02,21.632,-0.979,21.08,204.187,21.545,0.46,1763.016,37.876,21.803,34.243,-22.03,20.681,36.217,14.585,0,1,0,-1.442,2.125,6.559,3.357,0.006,0.005,34.171,35.055,35.302,35.466,36.001,36.12,33.636,34.282,34.148,35.345,36.023,35.976,32.901,33.867,33.486,34.779,32.116,0,0
3759243439,0.100566665,17.496,11.408,46.675,31.93,15.692,45.552,852.832,1.091,385.955,20.917,13.932,2.523,0,1,0,0,0,6634.219,1.689,0,1.447,21.518,204.07,20.694,204.105,21.646,-0.991,21.065,204.123,21.534,0.463,1761.76,37.907,21.78,34.238,-22.029,20.68,36.203,14.557,0,1,0,-1.423,2.144,6.568,3.409,0.006,0.005,34.158,35.049,35.301,35.47,36.004,36.131,33.634,34.291,34.162,35.34,36.031,35.973,32.893,33.852,33.471,34.771,32.108,0,0
3759243440,0.129283333,17.505,11.399,46.674,31.963,15.712,45.552,838.931,1.106,386.01,20.912,13.929,2.49,0,1,0,0,0,6610.778,1.707,0,1.177,21.518,204.025,20.715,203.94,21.619,-0.943,21.066,204.104,21.532,0.46,1762.282,37.896,21.831,34.227,-22.03,20.706,36.211,14.592,0,1,0,-1.441,2.145,6.54,3.44,0.006,0.005,34.164,35.051,35.301,35.461,36.003,36.111,33.624,34.28,34.154,35.344,36.03,35.979,32.89,33.867,33.482,34.774,32.095,0,0
3759243442,0.158566666,17.507,11.404,46.674,31.937,15.704,45.551,864.51,1.064,385.947,20.889,13.929,2.47,0,1,0,0,0,6641.514,1.721,0,1.357,21.518,204.022,20.662,203.902,21.612,-0.989,21.078,204.154,21.54,0.455,1763.176,37.878,21.843,34.247,-22.029,20.705,36.199,14.588,0,1,0,-1.413,2.124,6.55,3.442,0.006,0.005,34.16,35.043,35.303,35.463,35.994,36.111,33.614,34.274,34.148,35.337,36.021,35.975,32.888,33.862,33.481,34.763,32.107,0,0
3759243444,0.188299998,17.483,11.415,46.674,31.963,15.699,45.552,851.762,1.14,385.947,20.903,13.931,2.495,0,1,0,0,0,6664.327,1.715,0,1.489,21.512,204.022,20.686,203.935,21.617,-0.97,21.057,204.182,21.544,0.481,1764.289,37.889,21.885,34.203,-22.029,20.731,36.199,14.581,0,1,0,-1.451,2.158,6.594,3.393,0.006,0.005,34.167,35.041,35.287,35.466,35.998,36.112,33.631,34.282,34.16,35.345,36.02,35.968,32.88,33.854,33.471,34.768,32.116,0,0
3759243446,0.21803333,17.491,11.414,46.675,31.948,15.724,45.551,840.464,1.102,385.994,20.897,13.931,2.429,0,1,0,0,0,6655.424,1.696,0,1.352,21.526,203.989,20.667,204.058,21.638,-1.01,21.046,204.249,21.556,0.504,1762.123,37.888,21.93,34.223,-22.029,20.731,36.203,14.565,0,1,0,-1.439,2.143,6.584,3.49,0.006,0.005,34.161,35.05,35.291,35.461,35.99,36.106,33.626,34.282,34.148,35.331,36.01,35.972,32.863,33.853,33.476,34.768,32.114,0,0
3759243448,0.253716667,17.475,11.412,46.674,31.961,15.678,45.551,834.807,1.069,385.994,20.912,13.931,2.473,0,1,0,0,0,6621.849,1.719,0,1.143,21.512,204.073,20.684,204.025,21.633,-0.987,21.044,204.187,21.546,0.495,1763.704,37.882,21.839,34.228,-22.029,20.737,36.202,14.569,0,1,0,-1.404,2.138,6.597,3.33,0.006,0.005,34.155,35.044,35.282,35.468,35.999,36.116,33.63,34.284,34.152,35.347,36.031,35.968,32.869,33.85,33.48,34.766,32.112,0,0
3759243450,0.288483334,17.471,11.423,46.673,31.952,15.704,45.552,840.499,1.052,385.986,20.903,13.929,2.461,0,1,0,0,0,6661.755,1.698,0,1.32,21.515,203.985,20.681,203.982,21.625,-0.983,21.07,204.085,21.528,0.452,1761.918,37.868,21.9,34.217,-22.028,20.736,36.209,14.583,0,1,0,-1.4,2.134,6.625,3.424,0.006,0.005,34.149,35.046,35.294,35.459,35.997,36.111,33.627,34.275,34.153,35.345,36.015,35.962,32.865,33.858,33.479,34.773,32.126,0,0
