Time elapsed (s),Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3759249132,0,21.611,12.302,34.241,33.271,15.893,34.512,863.762,1.086,385.575,20.932,13.916,5.33,0,1,0,0,0,5506.403,1.684,0,51.855,25.62,229.5,21.336,204.559,21.72,-0.424,21.721,205.297,21.729,0.002,1762.479,37.714,22.122,34.795,-22.027,17.662,36.396,14.676,0,1,-0.792,-1.211,1.707,4.734,2.553,0.006,0.005,34.714,35.405,35.596,35.729,36.139,36.224,34.299,34.812,34.704,35.619,36.156,36.112,33.674,34.451,34.15,35.229,33.231,0,0
3759249134,0.029950007,21.586,12.268,34.241,33.299,15.861,34.405,832.873,1.134,385.567,20.935,13.915,5.307,0,1,0,0,0,5513.364,1.68,0,51.454,25.617,229.467,21.355,204.556,21.719,-0.404,21.711,205.251,21.722,0.004,1761.972,37.726,22.102,34.805,-22.027,17.65,36.409,14.69,0,1,-0.785,-1.233,1.707,4.669,2.413,0.006,0.005,34.707,35.398,35.597,35.725,36.152,36.242,34.312,34.806,34.717,35.628,36.173,36.114,33.676,34.451,34.134,35.235,33.235,0,0
3759249136,0.065833338,21.606,12.269,34.24,33.304,15.856,34.396,845.023,1.043,385.551,20.948,13.915,5.293,0,1,0,0,0,5506.59,1.693,0,52.318,25.613,229.453,21.341,204.706,21.744,-0.443,21.734,205.259,21.723,-0.017,1762.95,37.744,22.069,34.835,-22.027,17.705,36.397,14.653,0,1,-0.799,-1.187,1.702,4.651,2.388,0.006,0.005,34.705,35.397,35.608,35.739,36.16,36.237,34.326,34.809,34.71,35.638,36.171,36.116,33.678,34.458,34.147,35.241,33.239,0,0
3759249138,0.100750001,21.599,12.274,34.241,33.281,15.877,34.512,844.78,1.078,385.559,20.944,13.916,5.284,0,1,0,0,0,5528.828,1.709,0,52,25.612,229.428,21.367,204.601,21.727,-0.4,21.739,205.196,21.712,-0.033,1762.973,37.712,22.107,34.847,-22.028,17.678,36.411,14.684,0,1,-0.794,-1.211,1.676,4.671,2.486,0.006,0.005,34.735,35.418,35.61,35.744,36.164,36.238,34.321,34.816,34.718,35.632,36.172,36.136,33.697,34.464,34.152,35.245,33.238,0,0
3759249140,0.130366667,21.615,12.29,34.24,33.296,15.874,34.511,823.613,1.077,385.575,20.932,13.917,5.311,0,1,0,0,0,6655.59,1.671,0,52.264,25.62,229.418,21.351,204.577,21.723,-0.411,21.699,205.342,21.737,0.031,1763.024,37.713,22.042,34.849,-22.028,17.671,36.412,14.689,0,1,#NAME?,-1.204,1.675,4.695,2.455,0.006,0.005,34.72,35.406,35.605,35.741,36.164,36.241,34.326,34.818,34.717,35.637,36.177,36.114,33.674,34.459,34.154,35.243,33.239,0,0
3759249142,0.165666668,21.592,12.294,34.241,33.306,15.889,34.397,837.013,1.017,385.598,20.976,13.916,5.331,0,1,0,0,0,5492.042,1.683,0,53.463,25.61,229.47,21.369,204.55,21.718,-0.389,21.729,205.227,21.718,-0.018,1763.161,37.728,22.086,34.849,-22.027,17.704,36.421,14.703,0,1,-0.816,-1.178,1.684,4.732,2.498,0.006,0.005,34.728,35.419,35.607,35.752,36.184,36.267,34.34,34.838,34.734,35.661,36.189,36.125,33.683,34.456,34.16,35.254,33.244,0,0
3759249144,0.195733333,21.625,12.296,34.241,33.313,15.862,34.396,856.626,1.055,385.59,20.955,13.916,5.279,0,1,0,0,0,5512.283,1.686,0,53.076,25.621,229.406,21.334,204.527,21.715,-0.42,21.727,205.321,21.733,0.001,1764.849,37.754,22.125,34.864,-22.027,17.684,36.425,14.71,0,1,-0.81,-1.186,1.692,4.702,2.396,0.006,0.005,34.737,35.434,35.622,35.755,36.176,36.253,34.332,34.827,34.73,35.656,36.18,36.13,33.699,34.468,34.159,35.261,33.234,0,0
3759249146,0.231050007,21.64,12.278,34.24,33.319,15.862,34.513,857.577,1.113,385.583,20.953,13.917,5.358,0,1,0,0,0,5517.614,1.679,0,53.121,25.617,229.475,21.346,204.633,21.732,-0.426,21.745,205.352,21.738,-0.012,1763.983,37.732,22.093,34.871,-22.027,17.691,36.439,14.707,0,1,-0.811,-1.22,1.674,4.641,2.388,0.006,0.005,34.751,35.43,35.624,35.758,36.2,36.263,34.355,34.843,34.746,35.662,36.193,36.151,33.695,34.467,34.163,35.262,33.245,0,0
3759249148,0.267133339,21.623,12.308,34.24,33.296,15.895,34.437,864.433,1.115,385.598,20.956,13.916,5.375,0,1,0,0,0,5505.267,1.691,0,53.341,25.609,229.453,21.356,204.63,21.732,-0.416,21.739,205.26,21.723,-0.022,1759.978,37.73,21.946,34.88,-22.028,17.665,36.437,14.705,0,1,-0.814,-1.224,1.664,4.736,2.528,0.006,0.005,34.743,35.438,35.619,35.76,36.19,36.271,34.355,34.847,34.736,35.671,36.203,36.142,33.702,34.47,34.161,35.266,33.242,0,0
3759249150,0.297750004,21.607,12.293,34.241,33.303,15.853,34.513,875.002,1.136,385.567,20.948,13.915,5.427,0,1,0,0,0,5524.385,1.693,0,54.037,25.601,229.397,21.343,204.629,21.732,-0.428,21.736,205.297,21.729,-0.013,1759.562,37.749,22.026,34.865,-22.028,17.681,36.455,14.723,0,1,-0.825,-1.223,1.684,4.714,2.379,0.006,0.005,34.759,35.44,35.633,35.766,36.203,36.274,34.355,34.853,34.754,35.655,36.2,36.145,33.703,34.471,34.175,35.275,33.237,0,0
