Time elapsed (s),Time Elapsed(min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3760110837,0.814566668,20.623,10.094,17.142,30.584,13.119,16.403,1719.205,0.884,400.875,23.419,14.467,0.091,0,1,0,0,0,5906.419,1.431,0,9.107,24.518,221.889,23.619,222.452,24.725,-1.147,24.413,222.443,24.607,0.188,834.536,40.853,17.387,30.143,-22.768,27.724,34.609,9.884,0,1,-0.001,-2.018,2.965,-1.052,-5.369,0.004,0.002,29.97,31.296,32.054,33.874,34.579,34.772,29.383,29.852,29.555,33.666,34.45,34.503,28.773,29.371,28.813,31.655,29.114,0,0
3760110839,0.847499998,20.587,10.064,17.142,30.528,13.14,16.404,1736.798,0.864,400.875,23.396,14.468,0,0,1,0,0,0,5906.961,1.449,0,8.74,24.535,221.879,23.619,222.419,24.719,-1.142,24.404,222.477,24.613,0.202,833.799,40.852,17.411,30.178,-22.768,27.689,34.611,9.892,0,1,-0.001,-2.033,2.952,-1.098,-5.164,0.004,0.002,29.969,31.296,32.067,33.868,34.58,34.764,29.381,29.847,29.552,33.675,34.443,34.511,28.781,29.379,28.811,31.66,29.103,0,0
3760110841,0.883,20.616,10.099,17.142,30.565,13.143,16.404,1729.61,0.885,400.893,23.454,14.468,0.093,0,1,0,0,0,5937.517,1.425,0,9.016,24.519,221.983,23.622,222.337,24.707,-1.126,24.429,222.353,24.593,0.158,834.616,40.848,17.359,30.169,-22.768,27.74,34.596,9.89,0,1,-0.001,-2.032,2.956,-1.025,-5.219,0.004,0.002,29.967,31.289,32.065,33.864,34.56,34.751,29.365,29.833,29.552,33.661,34.424,34.492,28.778,29.368,28.809,31.656,29.123,0,0
3760110843,0.912050001,20.631,10.109,17.143,30.568,13.109,16.404,1734.761,0.876,400.882,23.44,14.467,0.1,0,1,0,0,0,5896.094,1.426,0,8.684,24.516,221.881,23.612,222.391,24.715,-1.144,24.461,222.388,24.599,0.132,833.686,40.852,17.416,30.178,-22.768,27.734,34.624,9.909,0,1,#NAME?,-1.993,2.952,-1.015,-5.386,0.004,0.002,29.991,31.312,32.08,33.864,34.572,34.764,29.379,29.844,29.552,33.676,34.443,34.506,28.788,29.371,28.822,31.661,29.119,0,0
3760110845,0.942066669,20.597,10.114,17.142,30.558,13.152,16.404,1716.788,0.882,400.876,23.448,14.467,0.061,0,1,0,0,0,5898.324,1.429,0,8.754,24.53,221.866,23.599,222.358,24.71,-1.152,24.426,222.423,24.604,0.172,834.304,40.819,17.377,30.175,-22.768,27.725,34.609,9.899,0,1,-0.001,-2.027,2.946,-0.952,-5.164,0.004,0.002,29.981,31.308,32.052,33.87,34.57,34.77,29.399,29.836,29.557,33.676,34.452,34.505,28.782,29.377,28.816,31.662,29.114,0,0
3760110846,0.970666671,20.598,10.121,17.142,30.531,13.154,16.404,1712.48,0.862,400.879,23.436,14.467,0.129,0,1,0,0,0,5903.425,1.448,0,8.758,24.523,221.952,23.626,222.387,24.714,-1.129,24.427,222.429,24.605,0.172,834.612,40.814,17.409,30.162,-22.768,27.716,34.603,9.889,0,1,-0.001,-2.003,2.949,-0.932,-5.098,0.004,0.003,29.996,31.311,32.061,33.874,34.581,34.785,29.401,29.846,29.565,33.692,34.458,34.533,28.778,29.382,28.825,31.654,29.125,0,0
3760110848,1.005066665,20.595,10.052,17.143,30.537,13.128,16.404,1721.322,0.857,400.864,23.445,14.467,0.081,0,1,0,0,0,5937.316,1.45,0,8.33,24.516,221.908,23.61,222.429,24.721,-1.152,24.444,222.378,24.597,0.147,833.633,40.816,17.441,30.163,-22.768,27.742,34.611,9.89,0,1,-0.001,-2.024,2.946,-1.144,-5.234,0.004,0.002,29.975,31.307,32.069,33.858,34.574,34.772,29.385,29.844,29.552,33.676,34.442,34.514,28.772,29.363,28.824,31.655,29.1,0,0
3760110850,1.033283337,20.596,10.066,17.141,30.561,13.123,16.404,1703.471,0.867,400.851,23.44,14.469,0.12,0,1,0,0,0,5939.916,1.448,0,8.368,24.516,221.867,23.601,222.359,24.71,-1.151,24.427,222.419,24.603,0.17,834.269,40.864,17.447,30.176,-22.767,27.751,34.605,9.895,0,1,-0.001,-2.021,2.958,-1.103,-5.311,0.004,0.002,29.981,31.292,32.039,33.872,34.572,34.785,29.391,29.85,29.557,33.693,34.451,34.493,28.771,29.369,28.811,31.646,29.111,0,0
3760110852,1.061083333,20.574,10.117,17.143,30.537,13.122,16.403,1740.35,0.847,400.918,23.41,14.468,0.167,0,1,0,0,0,5936.55,1.431,0,8.206,24.517,221.866,23.623,222.413,24.719,-1.137,24.438,222.351,24.593,0.149,833.537,40.846,17.385,30.164,-22.768,27.728,34.619,9.9,0,1,-0.001,-1.967,2.954,-0.91,-5.266,0.004,0.002,29.969,31.304,32.06,33.866,34.571,34.769,29.38,29.844,29.556,33.676,34.44,34.501,28.763,29.368,28.817,31.649,29.114,0,0
3760110854,1.095816668,20.617,10.096,17.143,30.541,13.127,16.404,1723.443,0.889,400.89,23.433,14.469,0.115,0,1,0,0,0,5906.099,1.43,0,8.18,24.509,221.869,23.625,222.441,24.723,-1.14,24.444,222.324,24.589,0.138,833.818,40.846,17.371,30.145,-22.768,27.75,34.61,9.887,0,1,#NAME?,-2.027,2.96,-1.038,-5.252,0.004,0.002,29.976,31.306,32.066,33.874,34.576,34.775,29.381,29.843,29.55,33.667,34.447,34.504,28.774,29.384,28.819,31.654,29.116,0,0
3760110856,1.124183337,20.624,10.089,17.142,30.543,13.124,16.403,1743.61,0.87,400.91,23.443,14.467,0.1,0,1,0,0,0,5904.86,1.449,0,8.551,24.506,221.817,23.596,222.397,24.716,-1.161,24.422,222.336,24.591,0.163,834.322,40.864,17.377,30.186,-22.768,27.761,34.618,9.902,0,1,-0.001,-2.009,2.955,-1.066,-5.267,0.004,0.002,29.977,31.314,32.063,33.853,34.573,34.761,29.367,29.83,29.541,33.662,34.421,34.495,28.767,29.381,28.828,31.648,29.12,0,0
3760110857,1.153099998,20.633,10.124,17.142,30.559,13.127,16.404,1720.944,0.893,400.86,23.427,14.467,0.073,0,1,0,0,0,5938.756,1.441,0,8.181,24.514,221.8,23.621,222.405,24.717,-1.137,24.457,222.397,24.6,0.137,833.625,40.858,17.391,30.167,-22.768,27.761,34.625,9.908,0,1,#NAME?,-2.013,2.956,-0.97,-5.282,0.004,0.002,29.97,31.303,32.06,33.874,34.567,34.772,29.379,29.848,29.555,33.66,34.423,34.511,28.775,29.38,28.82,31.648,29.108,0,0
3760110859,1.188633331,20.593,10.055,17.144,30.544,13.121,16.404,1753.298,0.866,400.854,23.442,14.468,0,0,1,0,0,0,5925.075,1.449,0,8.204,24.514,221.852,23.611,222.285,24.698,-1.129,24.439,222.344,24.592,0.146,834.546,40.858,17.401,30.167,-22.768,27.744,34.62,9.922,0,1,-0.001,-2.026,2.96,-1.133,-5.288,0.004,0.002,29.981,31.313,32.073,33.858,34.561,34.748,29.374,29.822,29.542,33.649,34.408,34.511,28.784,29.389,28.824,31.647,29.118,0,0
3760110861,1.218216666,20.56,10.101,17.143,30.544,13.126,16.404,1716.44,0.904,400.885,23.41,14.469,0.085,0,1,0,0,0,5938.62,1.47,0,8.275,24.515,221.853,23.611,222.399,24.716,-1.146,24.403,222.507,24.618,0.208,834.633,40.892,17.365,30.175,-22.767,27.787,34.637,9.921,0,1,-0.001,-2.039,2.967,-0.943,-5.261,0.004,0.002,29.99,31.3,32.061,33.872,34.575,34.764,29.383,29.839,29.546,33.668,34.435,34.498,28.777,29.38,28.823,31.66,29.106,0,0
3760110863,1.253450004,20.59,10.088,17.143,30.545,13.113,16.404,1726.831,0.862,400.916,23.442,14.467,0.066,0,1,0,0,0,5974.87,1.464,0,8.602,24.506,221.858,23.592,222.284,24.698,-1.148,24.433,222.375,24.597,0.158,834.63,40.882,17.372,30.125,-22.768,27.772,34.631,9.933,0,1,-0.001,-1.995,2.978,-1.023,-5.322,0.004,0.002,29.998,31.307,32.07,33.867,34.565,34.762,29.377,29.84,29.554,33.659,34.42,34.505,28.785,29.395,28.828,31.654,29.128,0,0
3760110865,1.281750003,20.593,10.099,17.142,30.549,13.139,16.404,1740.499,0.873,400.869,23.429,14.468,0,0,1,0,0,0,5965.682,1.421,0,8.725,24.508,221.803,23.612,222.318,24.703,-1.133,24.432,222.376,24.597,0.159,834.51,40.889,17.365,30.178,-22.768,27.754,34.654,9.95,0,1,-0.001,-2.018,2.965,-0.993,-5.207,0.004,0.002,29.991,31.307,32.071,33.843,34.564,34.765,29.371,29.82,29.548,33.651,34.415,34.495,28.789,29.37,28.813,31.664,29.123,0,0
3760110867,1.311199999,20.614,10.085,17.142,30.555,13.125,16.404,1697.636,0.889,400.884,23.431,14.468,0,0,1,0,0,0,4913.657,1.424,0,8.226,24.505,221.818,23.62,222.369,24.712,-1.133,24.439,222.489,24.615,0.169,833.822,40.863,17.373,30.141,-22.768,27.771,34.632,9.92,0,1,-0.001,-2.033,2.966,-1.066,-5.288,0.004,0.002,29.985,31.294,32.044,33.858,34.572,34.762,29.378,29.834,29.552,33.67,34.423,34.491,28.786,29.363,28.816,31.652,29.121,0,0
3760110869,1.340033333,20.59,10.107,17.143,30.539,13.144,16.405,1737.479,0.84,400.895,23.427,14.466,0,0,1,0,0,0,5894.824,1.431,0,8.288,24.526,221.796,23.609,222.387,24.714,-1.146,24.44,222.409,24.602,0.156,834.658,40.883,17.424,30.141,-22.767,27.771,34.637,9.923,0,1,-0.001,-1.982,2.974,-0.961,-5.16,0.004,0.002,29.978,31.285,32.046,33.848,34.545,34.753,29.362,29.822,29.539,33.654,34.417,34.495,28.779,29.37,28.796,31.664,29.124,0,0
3760110871,1.375300002,20.588,10.107,17.143,30.567,13.121,16.403,1741.333,0.885,400.845,23.426,14.468,0.015,0,1,0,0,0,5906.43,1.425,0,8.134,24.515,221.93,23.599,222.264,24.695,-1.137,24.434,222.452,24.609,0.168,834.653,40.872,17.391,30.164,-22.768,27.771,34.635,9.94,0,1,-0.001,-2.012,2.964,-0.962,-5.333,0.004,0.002,29.977,31.286,32.039,33.858,34.55,34.753,29.374,29.83,29.551,33.663,34.431,34.491,28.776,29.361,28.8,31.659,29.128,0,0
