Time elapsed (s),Time Elapsed(min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3760113208,0.318549999,22.599,11.045,15.499,31.545,13.615,15.011,1752.05,0.856,400.386,23.383,14.447,2.599,0,1,0,0,0,4946.653,1.411,0,14.135,24.51,221.791,23.843,221.641,24.593,-0.793,24.2,221.86,24.512,0.306,833.798,40.905,17.527,31.239,-22.768,25.112,35.291,10.697,0,1,-0.001,-1.723,2.673,-0.71,-4.744,0.004,0.003,31.123,32.333,32.995,34.614,35.25,35.419,30.593,31.017,30.745,34.412,35.101,35.153,29.932,30.516,30,32.618,30.279,0,0
3760113210,0.349433327,22.624,11.069,15.5,31.572,13.608,15.126,1742.924,0.896,400.323,23.359,14.447,2.697,0,1,0,0,0,4909.497,1.449,0,13.937,24.508,221.843,23.844,221.741,24.609,-0.807,24.182,221.867,24.513,0.325,834.308,40.88,17.474,31.254,-22.768,25.046,35.281,10.672,0,1,-0.001,-1.736,2.664,-0.665,-4.828,0.004,0.003,31.132,32.344,33.007,34.627,35.242,35.425,30.596,31.018,30.741,34.415,35.101,35.156,29.933,30.512,30.007,32.615,30.3,0,0
3760113211,0.372616665,22.643,11.05,15.501,31.567,13.603,15.01,1742.835,0.885,400.314,23.385,14.447,2.688,0,1,0,0,0,4973.698,1.437,0,13.747,24.51,221.835,23.841,221.659,24.596,-0.797,24.215,221.933,24.524,0.302,833.434,40.843,17.546,31.241,-22.768,25.102,35.302,10.706,0,1,-0.001,-1.737,2.655,-0.752,-4.839,0.004,0.003,31.124,32.334,32.981,34.616,35.234,35.422,30.587,31.011,30.733,34.406,35.095,35.148,29.924,30.509,30.005,32.618,30.311,0,0
3760113213,0.407916665,22.616,11.058,15.618,31.577,13.601,15.011,1716.845,0.852,400.315,23.376,14.447,2.747,0,1,0,0,0,4973.499,1.435,0,13.797,24.503,221.845,23.841,221.651,24.595,-0.795,24.21,221.817,24.505,0.289,833.398,40.865,17.537,31.264,-22.769,25.048,35.305,10.711,0,1,-0.001,-1.73,2.654,-0.689,-4.868,0.004,0.003,31.133,32.333,32.983,34.623,35.244,35.424,30.598,31.018,30.748,34.423,35.103,35.148,29.927,30.512,30.003,32.62,30.288,0,0
3760113215,0.43853333,22.625,11.051,15.617,31.551,13.611,15.01,1737.076,0.855,400.308,23.388,14.45,2.725,0,1,0,0,0,4951.19,1.41,0,14.051,24.501,221.805,23.833,221.732,24.607,-0.816,24.209,221.835,24.508,0.293,833.861,40.865,17.566,31.264,-22.768,25.058,35.281,10.673,0,1,-0.001,-1.716,2.656,-0.727,-4.78,0.004,0.003,31.14,32.338,32.992,34.611,35.244,35.426,30.597,31.008,30.746,34.414,35.107,35.152,29.935,30.517,30.008,32.617,30.301,0,0
3760113217,0.475449999,22.627,11.083,15.617,31.575,13.62,15.01,1734.495,0.879,400.395,23.386,14.447,2.696,0,1,0,0,0,4906.928,1.415,0,14.189,24.505,221.789,23.827,221.703,24.603,-0.818,24.192,221.898,24.519,0.32,834.037,40.825,17.513,31.232,-22.768,25.032,35.283,10.68,0,1,-0.001,-1.721,2.654,-0.624,-4.773,0.004,0.003,31.13,32.327,32.986,34.605,35.247,35.421,30.594,31.014,30.739,34.411,35.1,35.148,29.916,30.498,30.001,32.613,30.3,0,0
3760113219,0.510599995,22.637,11.05,15.617,31.585,13.585,15.01,1735.381,0.875,400.323,23.388,14.447,2.787,0,1,0,0,0,4915.727,1.417,0,14.041,24.502,221.815,23.838,221.653,24.595,-0.799,24.232,221.902,24.519,0.28,833.413,40.837,17.517,31.253,-22.768,25.016,35.295,10.7,0,1,-0.001,-1.715,2.649,-0.743,-4.959,0.004,0.003,31.145,32.34,32.989,34.621,35.253,35.422,30.6,31.017,30.747,34.431,35.117,35.163,29.943,30.509,30.008,32.614,30.291,0,0
3760113221,0.539999994,22.615,11.015,15.617,31.558,13.618,15.009,1723.834,0.876,400.309,23.381,14.447,2.694,0,1,0,0,0,4919.744,1.44,0,13.795,24.505,221.797,23.824,221.738,24.608,-0.826,24.215,221.879,24.515,0.294,833.39,40.853,17.53,31.267,-22.768,25.09,35.272,10.664,0,1,-0.001,-1.764,2.65,-0.826,-4.751,0.004,0.003,31.122,32.324,32.956,34.626,35.259,35.439,30.595,31.009,30.746,34.423,35.111,35.152,29.929,30.499,29.999,32.609,30.275,0,0
3760113223,0.569149995,22.651,11.057,15.618,31.546,13.602,15.01,1710.334,0.863,400.313,23.378,14.448,2.654,0,1,0,0,0,4958.418,1.423,0,13.824,24.51,221.816,23.855,221.66,24.596,-0.782,24.207,221.869,24.513,0.3,833.918,40.849,17.482,31.271,-22.768,25.075,35.266,10.67,0,1,-0.001,-1.712,2.649,-0.741,-4.809,0.004,0.003,31.136,32.333,33.005,34.618,35.244,35.421,30.589,31.005,30.741,34.413,35.097,35.163,29.936,30.509,30.006,32.609,30.302,0,0
3760113225,0.599566666,22.652,11.051,15.617,31.577,13.599,15.009,1736.958,0.848,400.338,23.37,14.446,2.617,0,1,0,0,0,4929.011,1.431,0,13.874,24.514,221.85,23.826,221.657,24.596,-0.811,24.227,221.858,24.512,0.278,833.408,40.834,17.521,31.264,-22.769,25.006,35.281,10.685,0,1,-0.001,-1.7,2.646,-0.759,-4.875,0.004,0.003,31.127,32.329,33.006,34.612,35.244,35.431,30.603,31.013,30.746,34.426,35.104,35.172,29.955,30.506,30.009,32.61,30.289,0,0
3760113226,0.624316661,22.648,11.052,15.499,31.574,13.597,15.011,1741.764,0.878,400.298,23.362,14.447,2.631,0,1,0,0,0,4943.963,1.426,0,13.76,24.509,221.873,23.846,221.617,24.589,-0.785,24.214,221.89,24.517,0.296,833.47,40.824,17.522,31.267,-22.768,24.99,35.28,10.691,0,1,-0.001,-1.725,2.642,-0.752,-4.88,0.004,0.003,31.128,32.32,33.006,34.61,35.262,35.44,30.597,31.012,30.741,34.432,35.101,35.16,29.933,30.506,30.014,32.613,30.295,0,0
3760113228,0.653799995,22.63,11.061,15.501,31.578,13.614,15.01,1724.406,0.884,400.307,23.357,14.447,2.643,0,1,0,0,0,4935.55,1.425,0,13.788,24.524,221.839,23.843,221.64,24.593,-0.791,24.207,221.87,24.514,0.3,833.331,40.839,17.54,31.263,-22.769,25.091,35.286,10.693,0,1,-0.001,-1.736,2.647,-0.698,-4.81,0.004,0.003,31.127,32.332,33.01,34.618,35.243,35.422,30.58,31.01,30.742,34.422,35.092,35.171,29.937,30.507,30.013,32.616,30.295,0,0
3760113230,0.682983327,22.618,11.06,15.5,31.571,13.597,15.009,1714.602,0.864,400.315,23.395,14.448,2.659,0,1,0,0,0,4934.152,1.431,0,13.783,24.519,221.937,23.807,221.702,24.603,-0.837,24.21,221.839,24.509,0.293,833.259,40.836,17.505,31.281,-22.768,25.091,35.279,10.676,0,1,-0.001,-1.708,2.641,-0.688,-4.876,0.004,0.003,31.136,32.325,33.003,34.619,35.243,35.426,30.603,31.023,30.74,34.427,35.112,35.174,29.929,30.515,30.001,32.611,30.291,0,0
3760113231,0.713016661,22.625,11.044,15.5,31.559,13.614,15.01,1759.324,0.853,400.339,23.36,14.448,2.606,0,1,0,0,0,4943.008,1.406,0,13.798,24.512,221.902,23.838,221.627,24.591,-0.794,24.195,221.914,24.521,0.32,834.087,40.834,17.581,31.257,-22.768,25.015,35.289,10.698,0,1,-0.001,-1.721,2.65,-0.748,-4.774,0.004,0.003,31.124,32.333,33.001,34.617,35.253,35.438,30.596,31.025,30.75,34.432,35.116,35.163,29.935,30.504,30.008,32.614,30.286,0,0
3760113233,0.743499994,22.638,11.023,15.5,31.566,13.601,15.01,1732.073,0.904,400.338,23.383,14.446,2.738,0,1,0,0,0,4900.314,1.401,0,13.757,24.511,221.86,23.844,221.781,24.615,-0.813,24.207,221.785,24.5,0.287,833.506,40.87,17.595,31.244,-22.768,25.07,35.277,10.662,0,1,-0.001,-1.77,2.661,-0.83,-4.848,0.004,0.003,31.14,32.332,33.014,34.617,35.236,35.43,30.591,31.016,30.736,34.415,35.091,35.174,29.943,30.51,30.011,32.608,30.286,0,0
3760113235,0.772833331,22.617,11.02,15.617,31.576,13.599,15.01,1723.471,0.872,400.282,23.368,14.448,2.668,0,1,0,0,0,4891.488,1.428,0,13.721,24.51,221.852,23.86,221.628,24.591,-0.773,24.198,221.882,24.515,0.311,833.433,40.863,17.544,31.241,-22.769,25.054,35.273,10.682,0,1,-0.001,-1.743,2.66,-0.811,-4.879,0.004,0.003,31.131,32.328,32.999,34.621,35.237,35.433,30.584,31.009,30.741,34.419,35.093,35.159,29.944,30.504,29.999,32.604,30.293,0,0
3760113237,0.802366662,22.623,11.035,15.617,31.59,13.581,15.011,1739.756,0.863,400.34,23.367,14.447,2.588,0,1,0,0,0,4937.866,1.412,0,14.17,24.518,221.852,23.855,221.643,24.594,-0.78,24.181,221.896,24.518,0.331,833.323,40.861,17.528,31.246,-22.767,25.022,35.268,10.675,0,1,-0.001,-1.712,2.658,-0.772,-4.986,0.004,0.003,31.138,32.331,32.991,34.62,35.242,35.428,30.588,31.012,30.739,34.423,35.105,35.155,29.932,30.504,30.002,32.606,30.29,0,0
3760113239,0.83118333,22.627,11.017,15.617,31.568,13.617,15.127,1736.223,0.881,400.314,23.366,14.447,2.611,0,1,0,0,0,4910.937,1.42,0,13.84,24.516,221.898,23.862,221.65,24.595,-0.774,24.214,221.846,24.51,0.29,833.468,40.861,17.538,31.246,-22.767,25.009,35.278,10.683,0,1,-0.001,-1.766,2.658,-0.836,-4.778,0.004,0.003,31.126,32.327,32.988,34.62,35.241,35.416,30.588,31.016,30.733,34.405,35.083,35.143,29.938,30.504,30.009,32.61,30.284,0,0
3760113240,0.861316665,22.616,11.081,15.499,31.559,13.634,15.126,1745.961,0.877,400.323,23.373,14.447,2.644,0,1,0,0,0,4924.136,1.409,0,13.752,24.528,221.887,23.856,221.612,24.588,-0.774,24.197,221.894,24.517,0.314,833.845,40.866,17.578,31.259,-22.768,25.129,35.277,10.689,0,1,-0.001,-1.732,2.657,-0.617,-4.677,0.004,0.003,31.135,32.328,32.999,34.608,35.214,35.402,30.585,31.006,30.732,34.401,35.077,35.157,29.946,30.522,30.022,32.606,30.293,0,0
3760113242,0.892383329,22.638,11.072,15.617,31.562,13.608,15.01,1730.413,0.888,400.315,23.393,14.447,2.66,0,1,0,0,0,4905.264,1.426,0,13.842,24.511,221.959,23.854,221.668,24.597,-0.785,24.211,221.846,24.51,0.293,833.529,40.838,17.582,31.231,-22.768,25.101,35.276,10.679,0,1,-0.001,-1.729,2.656,-0.675,-4.806,0.004,0.003,31.122,32.323,32.998,34.614,35.236,35.413,30.596,31.008,30.742,34.417,35.091,35.133,29.943,30.509,30.006,32.608,30.276,0,0
3760113244,0.921633331,22.67,11.055,15.617,31.608,13.596,15.01,1717.961,0.871,400.322,23.377,14.446,2.622,0,1,0,0,0,4935.458,1.416,0,13.637,24.528,221.856,23.841,221.667,24.597,-0.797,24.225,221.788,24.501,0.269,834.041,40.83,17.512,31.241,-22.768,25.047,35.286,10.689,0,1,-0.001,-1.715,2.653,-0.769,-4.944,0.004,0.003,31.129,32.332,33.019,34.62,35.235,35.424,30.594,31.005,30.747,34.41,35.091,35.146,29.938,30.51,30.002,32.607,30.287,0,0
3760113246,0.950749993,22.617,11.056,15.5,31.572,13.598,15.126,1753.943,0.856,400.284,23.373,14.448,2.569,0,1,0,0,0,4918.775,1.435,0,13.835,24.516,221.961,23.822,221.604,24.587,-0.806,24.204,221.803,24.503,0.293,834.343,40.857,17.56,31.283,-22.769,25.031,35.283,10.696,0,1,-0.001,-1.704,2.65,-0.697,-4.876,0.004,0.003,31.139,32.341,33.002,34.611,35.232,35.424,30.597,31.015,30.749,34.414,35.096,35.141,29.952,30.517,30.011,32.617,30.277,0,0
3760113247,0.974316661,22.616,11.066,15.617,31.568,13.613,15.048,1705.539,0.898,400.332,23.387,14.447,2.618,0,1,0,0,0,4949.586,1.411,0,13.769,24.514,221.888,23.868,221.591,24.585,-0.759,24.179,221.895,24.518,0.333,833.324,40.843,17.544,31.249,-22.768,25.031,35.281,10.696,0,1,-0.001,-1.744,2.652,-0.665,-4.796,0.004,0.003,31.12,32.33,33.009,34.622,35.235,35.428,30.591,31.006,30.741,34.409,35.089,35.138,29.938,30.494,30.013,32.611,30.278,0,0
3760113249,1.003149994,22.608,11.017,15.617,31.558,13.596,15.01,1717.349,0.842,400.324,23.376,14.447,2.652,0,1,0,0,0,4909.2,1.438,0,13.753,24.527,221.873,23.853,221.681,24.6,-0.788,24.204,221.783,24.5,0.29,833.443,40.87,17.567,31.233,-22.769,25.013,35.289,10.689,0,1,-0.001,-1.716,2.664,-0.809,-4.858,0.004,0.003,31.13,32.329,33.011,34.624,35.238,35.421,30.598,31.01,30.742,34.425,35.099,35.141,29.939,30.498,30.007,32.61,30.277,0,0
3760113250,1.027499994,22.626,11.08,15.5,31.579,13.627,15.011,1717.451,0.856,400.314,23.354,14.446,2.665,0,1,0,0,0,4955.98,1.415,0,13.569,24.521,221.954,23.86,221.69,24.601,-0.783,24.187,221.802,24.503,0.31,833.513,40.89,17.569,31.23,-22.768,25.013,35.271,10.671,0,1,-0.001,-1.708,2.671,-0.634,-4.749,0.004,0.003,31.132,32.32,32.996,34.609,35.235,35.419,30.584,31.006,30.728,34.418,35.087,35.161,29.927,30.506,29.996,32.607,30.287,0,0
3760113252,1.062050001,22.617,11.073,15.501,31.561,13.626,15.01,1694.379,0.877,400.3,23.405,14.446,2.688,0,1,0,0,0,4956.184,1.414,0,13.419,24.53,221.917,23.819,221.618,24.589,-0.812,24.199,221.853,24.511,0.305,833.677,40.861,17.552,31.237,-22.768,25.058,35.292,10.703,0,1,-0.001,-1.712,2.661,-0.643,-4.721,0.004,0.003,31.126,32.327,33.003,34.588,35.222,35.425,30.576,30.995,30.721,34.411,35.083,35.145,29.936,30.502,29.994,32.617,30.299,0,0
3760113254,1.092033331,22.601,11.026,15.5,31.583,13.621,15.009,1720.055,0.83,400.291,23.384,14.448,2.595,0,1,0,0,0,4914.002,1.425,0,13.788,24.525,221.973,23.821,221.582,24.584,-0.804,24.234,221.802,24.503,0.263,833.417,40.869,17.539,31.211,-22.769,25.087,35.3,10.717,0,1,-0.001,-1.717,2.67,-0.772,-4.784,0.004,0.003,31.123,32.318,32.993,34.611,35.238,35.426,30.595,30.997,30.728,34.411,35.079,35.143,29.924,30.504,29.999,32.625,30.29,0,0
3760113256,1.127216665,22.638,11.035,15.617,31.566,13.595,15.009,1719.671,0.859,400.332,23.377,14.447,2.595,0,1,0,0,0,4933.359,1.423,0,13.837,24.54,221.945,23.831,221.619,24.59,-0.8,24.177,221.819,24.506,0.322,833.158,40.87,17.562,31.218,-22.768,25.016,35.297,10.708,0,1,-0.001,-1.718,2.668,-0.793,-4.879,0.004,0.003,31.144,32.339,33.015,34.602,35.223,35.416,30.579,30.991,30.729,34.405,35.088,35.161,29.944,30.509,30.005,32.618,30.298,0,0
3760113259,1.164599999,22.614,11.079,15.617,31.575,13.599,15.009,1737.629,0.858,400.324,23.365,14.447,2.688,0,1,0,0,0,4929.083,1.414,0,13.704,24.534,222.039,23.826,221.697,24.602,-0.818,24.212,221.828,24.507,0.288,834.233,40.891,17.564,31.232,-22.768,25.024,35.294,10.692,0,1,-0.001,-1.692,2.673,-0.622,-4.873,0.004,0.003,31.132,32.329,32.988,34.607,35.241,35.429,30.579,30.995,30.726,34.41,35.087,35.148,29.936,30.493,29.996,32.616,30.281,0,0
3760113261,1.201016665,22.635,11.027,15.617,31.581,13.584,15.01,1703.951,0.879,400.324,23.39,14.448,2.718,0,1,0,0,0,4914.465,1.433,0,13.616,24.537,222.001,23.838,221.76,24.612,-0.815,24.195,221.836,24.508,0.307,832.807,40.824,17.525,31.268,-22.77,25.078,35.288,10.676,0,1,-0.001,-1.733,2.64,-0.814,-4.958,0.004,0.003,31.144,32.336,32.99,34.611,35.226,35.416,30.577,31.004,30.721,34.411,35.086,35.168,29.936,30.491,30.002,32.61,30.289,0,0
3760113263,1.235816662,22.645,11.028,15.617,31.583,13.587,15.01,1699.94,0.841,400.33,23.362,14.447,2.63,0,1,0,0,0,4947.119,1.43,0,13.751,24.555,222.019,23.82,221.61,24.588,-0.81,24.208,221.855,24.511,0.297,833.298,40.854,17.483,31.258,-22.769,25.046,35.299,10.711,0,1,-0.001,-1.701,2.653,-0.823,-4.947,0.004,0.003,31.128,32.333,32.983,34.603,35.226,35.42,30.577,31.002,30.742,34.405,35.096,35.155,29.939,30.498,29.991,32.614,30.288,0,0
3760113264,1.259933329,22.633,10.994,15.5,31.578,13.598,15.011,1699.911,0.836,400.323,23.357,14.446,2.577,0,1,0,0,0,4942.222,1.422,0,13.804,24.575,222.133,23.823,221.747,24.61,-0.828,24.21,221.8,24.503,0.287,833.445,40.852,17.536,31.253,-22.769,25.046,35.294,10.684,0,1,-0.001,-1.727,2.654,-0.915,-4.881,0.004,0.003,31.133,32.343,32.991,34.615,35.251,35.434,30.594,31.009,30.74,34.415,35.093,35.182,29.947,30.511,30.004,32.616,30.281,0,0
3760113266,1.295249995,22.641,11.054,15.5,31.558,13.592,15.01,1728.877,0.873,400.29,23.339,14.446,2.657,0,1,0,0,0,4942.164,1.425,0,13.824,24.571,222.261,23.833,221.678,24.599,-0.807,24.224,221.809,24.504,0.274,833.365,40.851,17.563,31.279,-22.768,25.105,35.284,10.685,0,1,-0.001,-1.683,2.646,-0.734,-4.874,0.004,0.003,31.127,32.32,32.981,34.626,35.234,35.43,30.601,31.004,30.745,34.417,35.092,35.172,29.937,30.491,29.993,32.609,30.296,0,0
3760113268,1.325566665,22.629,11.074,15.617,31.573,13.626,15.01,1728.164,0.869,400.292,23.372,14.446,2.567,0,1,0,0,0,4933.017,1.437,0,13.72,24.588,222.237,23.826,221.684,24.6,-0.815,24.214,221.866,24.513,0.293,833.243,40.822,17.557,31.245,-22.767,25.089,35.281,10.681,0,1,-0.001,-1.723,2.647,-0.654,-4.74,0.004,0.003,31.119,32.325,32.978,34.616,35.234,35.439,30.599,31.003,30.742,34.409,35.099,35.162,29.934,30.495,29.992,32.609,30.282,0,0
3760113270,1.348683333,22.656,11.052,15.5,31.556,13.626,15.01,1728.084,0.868,400.281,23.371,14.447,2.696,0,1,0,0,0,4954.445,1.41,0,13.675,24.585,222.344,23.8,221.676,24.598,-0.84,24.209,221.899,24.518,0.303,833.419,40.826,17.537,31.252,-22.768,25.065,35.279,10.681,0,1,-0.001,-1.737,2.647,-0.76,-4.71,0.004,0.003,31.12,32.313,32.99,34.619,35.238,35.425,30.594,31.004,30.739,34.413,35.082,35.157,29.925,30.489,29.998,32.611,30.294,0,0
3760113271,1.373383331,22.617,11.029,15.615,31.562,13.6,15.01,1700.522,0.837,400.307,23.38,14.446,2.643,0,1,0,0,0,4954.28,1.417,0,13.506,24.594,222.324,23.843,221.689,24.601,-0.799,24.214,221.796,24.502,0.282,833.408,40.827,17.552,31.257,-22.768,25.065,35.282,10.681,0,1,-0.001,-1.733,2.646,-0.782,-4.845,0.004,0.003,31.126,32.335,32.988,34.616,35.245,35.437,30.606,31.011,30.743,34.418,35.103,35.178,29.939,30.511,29.997,32.611,30.297,0,0
