Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3759852094,0,20.561,11.798,30.729,30.707,14.959,30.217,1762.257,0.859,389.586,21.855,14.059,0,0,1,0,0,0,6421.938,1.647,0,18.078,24.679,223.253,22.212,210.616,22.751,-0.579,22.405,210.534,22.622,0.211,1768.109,37.971,21.103,32.642,-22.019,28.93,34.382,11.632,0,1,0,-2.251,3.126,4.416,2.265,0.005,0.005,31.433,32.417,32.893,33.325,34.135,34.343,30.962,31.707,31.513,33.323,34.186,34.104,30.359,31.333,30.743,32.46,30.54,0,0
3759852097,0.036250003,20.559,11.779,30.728,30.702,14.954,30.216,1764.118,0.865,389.571,21.846,14.059,0,0,1,0,0,0,6436.573,1.632,0,17.973,24.668,223.307,22.183,210.583,22.745,-0.603,22.409,210.601,22.633,0.218,1764.394,37.943,21.129,32.63,-22.02,28.928,34.379,11.634,0,1,-0.001,-2.268,3.11,4.37,2.256,0.005,0.005,31.417,32.41,32.895,33.331,34.138,34.343,30.961,31.712,31.511,33.317,34.186,34.106,30.35,31.335,30.733,32.457,30.544,0,0
3759852099,0.072066665,20.578,11.802,30.728,30.709,14.961,30.216,1788.774,0.867,389.554,21.841,14.06,0,0,1,0,0,0,6411.173,1.655,0,17.705,24.681,223.234,22.229,210.51,22.733,-0.544,22.411,210.5,22.617,0.2,1766.623,37.932,21.055,32.642,-22.019,28.894,34.375,11.642,0,1,0,-2.259,3.1,4.409,2.269,0.005,0.005,31.432,32.426,32.89,33.327,34.128,34.341,30.964,31.703,31.499,33.315,34.19,34.109,30.349,31.336,30.747,32.454,30.547,0,0
3759852101,0.10291667,20.573,11.777,30.728,30.709,14.944,30.215,1775.957,0.895,389.586,21.841,14.06,0,0,1,0,0,0,6448.898,1.637,0,17.419,24.685,223.316,22.206,210.569,22.743,-0.577,22.431,210.56,22.627,0.19,1766.829,37.946,21.131,32.618,-22.02,28.895,34.392,11.649,0,1,-0.001,-2.295,3.123,4.348,2.211,0.005,0.005,31.433,32.422,32.893,33.324,34.136,34.34,30.964,31.719,31.509,33.319,34.187,34.104,30.352,31.347,30.744,32.462,30.548,0,0
3759852103,0.138416664,20.573,11.791,30.846,30.727,14.977,30.217,1762.85,0.881,389.587,21.828,14.059,0,0,1,0,0,0,6420.158,1.651,0,17.378,24.666,223.34,22.183,210.6,22.748,-0.605,22.416,210.578,22.63,0.207,1766.754,37.959,21.169,32.615,-22.019,28.941,34.386,11.638,0,1,-0.001,-2.295,3.132,4.386,2.303,0.005,0.005,31.426,32.41,32.906,33.302,34.137,34.345,30.958,31.707,31.515,33.317,34.18,34.115,30.35,31.332,30.738,32.462,30.543,0,0
3759852105,0.174650002,20.544,11.778,30.843,30.678,14.961,30.216,1795.024,0.866,389.57,21.812,14.059,0,0,1,0,0,0,6443.258,1.658,0,17.729,24.671,223.224,22.198,210.564,22.742,-0.584,22.399,210.631,22.638,0.234,1765.513,37.946,21.185,32.621,-22.019,28.916,34.369,11.627,0,1,0,-2.274,3.118,4.383,2.308,0.005,0.005,31.426,32.422,32.901,33.304,34.154,34.36,30.964,31.724,31.516,33.328,34.199,34.115,30.344,31.34,30.74,32.456,30.549,0,0
3759852107,0.204733332,20.553,11.772,30.729,30.686,14.946,30.216,1766.257,0.903,389.557,21.823,14.059,0,0,1,0,0,0,6454.168,1.65,0,17.576,24.664,223.254,22.203,210.526,22.736,-0.573,22.416,210.608,22.634,0.212,1764.339,37.954,21.103,32.607,-22.019,28.928,34.37,11.635,0,1,0,-2.308,3.129,4.358,2.247,0.005,0.005,31.433,32.433,32.894,33.319,34.142,34.355,30.951,31.722,31.502,33.312,34.189,34.123,30.352,31.346,30.743,32.46,30.53,0,0
3759852108,0.228116663,20.563,11.805,30.839,30.709,14.952,30.216,1766.385,0.87,389.557,21.862,14.058,0,0,1,0,0,0,6441.74,1.67,0,17.365,24.678,223.213,22.222,210.609,22.749,-0.568,22.41,210.569,22.628,0.212,1763.2,37.935,21.151,32.632,-22.02,28.93,34.377,11.627,0,1,0,-2.253,3.101,4.434,2.243,0.005,0.005,31.431,32.415,32.908,33.33,34.158,34.35,30.97,31.726,31.52,33.327,34.194,34.124,30.358,31.345,30.752,32.457,30.541,0,0
3759852110,0.258500004,20.572,11.797,30.846,30.708,14.962,30.216,1759.405,0.873,389.526,21.87,14.059,0,0,1,0,0,0,6442.227,1.635,0,17.371,24.672,223.298,22.19,210.495,22.73,-0.581,22.383,210.577,22.629,0.24,1764.213,37.901,21.184,32.633,-22.02,28.929,34.375,11.644,0,1,0,-2.266,3.083,4.402,2.274,0.005,0.005,31.42,32.412,32.899,33.339,34.157,34.353,30.977,31.731,31.517,33.34,34.2,34.119,30.336,31.343,30.743,32.461,30.545,0,0
3759852112,0.28805,20.561,11.793,30.728,30.703,14.944,30.215,1760.568,0.862,389.573,21.831,14.057,0,0,1,0,0,0,6416.524,1.643,0,17.302,24.66,223.259,22.196,210.592,22.747,-0.591,22.41,210.555,22.626,0.209,1764.594,37.96,21.118,32.609,-22.02,28.846,34.375,11.628,0,1,0,-2.246,3.132,4.404,2.221,0.005,0.005,31.428,32.414,32.909,33.323,34.147,34.346,30.974,31.718,31.518,33.325,34.194,34.115,30.353,31.351,30.758,32.461,30.553,0,0
