Time elapsed (s),Time Elapsed(min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3760118195,3.449066663,22.691,11.107,15.499,33.991,14.499,15.01,1698.778,0.839,400.179,23.409,14.443,0,0,1,0,0,0,4958.964,1.41,0,10.178,26.217,232.812,23.462,220.356,24.388,-0.968,23.984,220.691,24.326,0.336,1765.732,40.875,20.764,35.255,-21.991,30.05,37.093,12.705,0,1,-0.001,-2.341,3.292,-0.632,-4.963,0.004,0.003,34.033,35.083,35.592,36.029,36.895,37.129,33.579,34.357,34.16,36.001,36.915,36.843,32.851,33.91,33.301,35.098,32.338,0,0
3760118197,3.478700002,22.692,11.095,15.499,33.967,14.513,15.01,1724.17,0.821,400.203,23.381,14.443,0,0,1,0,0,0,4932.347,1.396,0,10.2,26.206,232.824,23.466,220.341,24.386,-0.961,23.945,220.743,24.334,0.383,1765.751,40.877,20.825,35.264,-21.991,30.044,37.095,12.709,0,1,-0.001,-2.308,3.288,-0.668,-4.848,0.004,0.003,34.034,35.093,35.599,36.038,36.907,37.124,33.58,34.369,34.144,36.001,36.918,36.858,32.862,33.902,33.295,35.1,32.356,0,0
3760118199,3.503549997,22.69,11.151,15.5,33.959,14.51,15.01,1756.524,0.85,400.195,23.405,14.442,0,0,1,0,0,0,4907.771,1.395,0,9.979,26.211,232.751,23.467,220.309,24.381,-0.955,23.947,220.774,24.339,0.386,1765.494,40.867,20.83,35.25,-21.991,30.031,37.113,12.733,0,1,-0.001,-2.304,3.29,-0.49,-4.845,0.004,0.003,34.016,35.071,35.592,36.028,36.901,37.114,33.576,34.359,34.139,36.004,36.911,36.856,32.849,33.899,33.292,35.114,32.344,0,0
3760118201,3.538900002,22.679,11.142,15.5,33.965,14.52,15.009,1759.852,0.887,400.165,23.398,14.443,0,0,1,0,0,0,4906.403,1.427,0,10.198,26.21,232.783,23.442,220.293,24.378,-0.978,23.921,220.715,24.33,0.402,1764.475,40.866,20.746,35.244,-21.992,30.004,37.102,12.724,0,1,-0.001,-2.361,3.29,-0.505,-4.81,0.004,0.003,34.025,35.076,35.595,36.031,36.906,37.117,33.572,34.353,34.135,36.01,36.912,36.85,32.849,33.913,33.289,35.11,32.342,0,0
3760118203,3.570600001,22.695,11.123,15.5,33.947,14.508,15.01,1749.07,0.891,400.205,23.405,14.442,0,0,1,0,0,0,4960.392,1.423,0,10.18,26.205,232.777,23.482,220.271,24.375,-0.934,23.94,220.706,24.328,0.382,1764.646,40.86,20.82,35.251,-21.992,30.066,37.116,12.741,0,1,-0.001,-2.369,3.283,-0.586,-4.835,0.004,0.003,34.008,35.083,35.599,36.015,36.897,37.103,33.557,34.346,34.13,35.993,36.905,36.855,32.854,33.908,33.294,35.115,32.353,0,0
3760118205,3.60673333,22.696,11.105,15.5,33.969,14.487,15.009,1751.838,0.878,400.19,23.394,14.443,0,0,1,0,0,0,4954.539,1.422,0,10.26,26.226,232.741,23.494,220.257,24.373,-0.92,23.939,220.761,24.337,0.392,1764.721,40.851,20.816,35.248,-21.99,30.069,37.122,12.75,0,1,-0.001,-2.35,3.28,-0.643,-4.98,0.004,0.003,34.035,35.086,35.595,36.019,36.887,37.111,33.563,34.353,34.142,36.009,36.909,36.86,32.86,33.916,33.303,35.113,32.345,0,0
3760118206,3.630833332,22.661,11.087,15.5,33.966,14.485,15.01,1751.824,0.881,400.195,23.394,14.441,0.04,0,1,0,0,0,4952.164,1.412,0,10.165,26.202,232.881,23.48,220.364,24.39,-0.95,23.95,220.778,24.34,0.383,1764.349,40.882,20.828,35.279,-21.992,30.018,37.122,12.732,0,1,-0.001,-2.365,3.279,-0.651,-4.977,0.004,0.003,34.026,35.092,35.589,36.026,36.898,37.099,33.572,34.358,34.131,36.013,36.906,36.859,32.855,33.914,33.311,35.116,32.346,0,0
3760118208,3.660716669,22.686,11.085,15.5,33.959,14.515,15.009,1706.355,0.879,400.151,23.402,14.442,0,0,1,0,0,0,4952.136,1.415,0,9.921,26.211,232.721,23.494,220.411,24.397,-0.944,23.935,220.85,24.351,0.41,1764.648,40.884,20.734,35.284,-21.991,30.017,37.122,12.725,0,1,-0.001,-2.39,3.278,-0.693,-4.821,0.004,0.003,34.032,35.094,35.588,36.03,36.892,37.119,33.584,34.355,34.136,36.012,36.908,36.866,32.852,33.921,33.306,35.119,32.357,0,0
3760118210,3.690399996,22.682,11.113,15.499,33.966,14.515,15.01,1736.725,0.83,400.179,23.379,14.442,0,0,1,0,0,0,4940.86,1.429,0,10.545,26.206,232.787,23.472,220.298,24.379,-0.949,23.962,220.781,24.34,0.372,1765.181,40.87,20.754,35.283,-21.991,30.031,37.136,12.757,0,1,-0.001,-2.309,3.272,-0.598,-4.831,0.004,0.003,34.016,35.086,35.577,36.01,36.891,37.108,33.55,34.346,34.135,36.001,36.901,36.851,32.838,33.906,33.288,35.128,32.363,0,0
3760118211,3.720183333,22.68,11.124,15.5,33.955,14.514,15.01,1718.681,0.864,400.173,23.418,14.442,0,0,1,0,0,0,4965.482,1.42,0,10.147,26.206,232.747,23.481,220.369,24.39,-0.95,23.949,220.751,24.335,0.38,1763.167,40.888,20.77,35.281,-21.991,30.044,37.125,12.735,0,1,-0.001,-2.342,3.279,-0.56,-4.818,0.004,0.003,34.022,35.079,35.586,36.013,36.889,37.101,33.561,34.336,34.134,35.998,36.893,36.863,32.847,33.901,33.307,35.124,32.36,0,0
3760118213,3.744033329,22.703,11.139,15.5,33.96,14.506,15.011,1718.71,0.844,400.172,23.403,14.442,0,0,1,0,0,0,4949.155,1.406,0,10.171,26.208,232.748,23.454,220.385,24.393,-0.98,23.965,220.858,24.352,0.382,1762.547,40.872,20.761,35.272,-21.991,30.076,37.127,12.734,0,1,-0.001,-2.302,3.274,-0.546,-4.866,0.004,0.003,34.01,35.076,35.567,36.018,36.894,37.107,33.56,34.355,34.119,35.994,36.899,36.849,32.84,33.896,33.285,35.125,32.356,0,0
3760118215,3.780649996,22.663,11.101,15.5,33.958,14.506,15.008,1734.143,0.904,400.181,23.387,14.442,0,0,1,0,0,0,4949.215,1.424,0,10.261,26.212,232.762,23.426,220.295,24.379,-0.994,23.925,220.795,24.342,0.411,1763.197,40.875,20.759,35.283,-21.99,30.042,37.12,12.742,0,1,-0.001,-2.327,3.271,-0.612,-4.864,0.004,0.003,34.012,35.084,35.581,36.009,36.883,37.109,33.563,34.346,34.128,36.001,36.9,36.858,32.839,33.896,33.293,35.121,32.356,0,0
3760118217,3.815599998,22.679,11.15,15.5,33.97,14.526,15.01,1746.964,0.861,400.163,23.39,14.442,0,0,1,0,0,0,4956.938,1.41,0,10.152,26.209,232.791,23.482,220.388,24.393,-0.953,23.953,220.778,24.34,0.381,1764.505,40.857,20.783,35.284,-21.991,30.041,37.114,12.721,0,1,-0.001,-2.33,3.262,-0.479,-4.785,0.004,0.003,34.027,35.09,35.594,36.024,36.907,37.132,33.57,34.368,34.139,36.008,36.919,36.865,32.858,33.908,33.306,35.122,32.34,0,0
3760118219,3.846233328,22.678,11.13,15.5,33.957,14.523,15.009,1742.383,0.875,400.165,23.415,14.442,0,0,1,0,0,0,4932.258,1.427,0,10.482,26.202,232.773,23.483,220.302,24.38,-0.938,23.914,220.866,24.354,0.433,1763.287,40.868,20.76,35.263,-21.991,30.073,37.119,12.74,0,1,-0.001,-2.359,3.279,-0.539,-4.776,0.004,0.003,34.019,35.091,35.586,36.019,36.896,37.118,33.573,34.364,34.142,36.008,36.908,36.86,32.854,33.907,33.309,35.125,32.347,0,0
3760118221,3.876233331,22.723,11.141,15.5,33.971,14.524,15.01,1784.575,0.87,400.18,23.365,14.442,0,0,1,0,0,0,4961.741,1.43,0,10.046,26.216,232.727,23.476,220.312,24.381,-0.947,23.919,220.803,24.344,0.419,1762.555,40.855,20.75,35.285,-21.991,30.069,37.125,12.744,0,1,-0.001,-2.345,3.256,-0.565,-4.8,0.004,0.003,34.025,35.093,35.599,36.015,36.909,37.127,33.576,34.366,34.145,36.004,36.922,36.859,32.861,33.919,33.299,35.122,32.364,0,0
3760118223,3.905749997,22.673,11.149,15.5,33.987,14.521,15.009,1775.342,0.919,400.181,23.378,14.442,0,0,1,0,0,0,4967.054,1.423,0,9.803,26.213,232.815,23.488,220.331,24.384,-0.938,23.984,220.781,24.34,0.35,1762.526,40.877,20.786,35.274,-21.991,30.099,37.129,12.744,0,1,-0.001,-2.394,3.276,-0.471,-4.839,0.004,0.003,34.027,35.09,35.597,36.016,36.906,37.123,33.571,34.355,34.138,36.009,36.928,36.869,32.854,33.914,33.301,35.128,32.353,0,0
3760118225,3.941033332,22.674,11.151,15.5,33.966,14.508,15.01,1720.771,0.908,400.164,23.406,14.441,0,0,1,0,0,0,4954.201,1.442,0,10.224,26.22,232.793,23.476,220.316,24.382,-0.947,23.938,220.703,24.328,0.383,1762.234,40.871,20.724,35.282,-21.991,30.141,37.121,12.739,0,1,-0.001,-2.371,3.267,-0.469,-4.867,0.004,0.003,34.042,35.094,35.598,36.026,36.904,37.116,33.579,34.357,34.14,36.012,36.927,36.856,32.859,33.918,33.315,35.124,32.35,0,0
3760118227,3.970549997,22.669,11.126,15.5,33.96,14.518,15.01,1715.079,0.846,400.157,23.382,14.442,0,0,1,0,0,0,4986.758,1.416,0,10.213,26.223,232.843,23.481,220.415,24.397,-0.958,23.93,220.788,24.341,0.405,1765.088,40.868,20.813,35.269,-21.992,30.064,37.12,12.722,0,1,-0.001,-2.322,3.278,-0.541,-4.807,0.004,0.003,34.037,35.1,35.597,36.03,36.908,37.116,33.579,34.36,34.153,36.013,36.928,36.869,32.869,33.913,33.311,35.123,32.349,0,0
3760118228,4.000716662,22.676,11.103,15.501,33.974,14.501,15.011,1759.209,0.84,400.163,23.396,14.443,0,0,1,0,0,0,4941.774,1.423,0,10.284,26.218,232.862,23.478,220.326,24.383,-0.946,23.932,220.727,24.331,0.393,1764.377,40.873,20.802,35.275,-21.99,30.101,37.121,12.738,0,1,-0.001,-2.317,3.277,-0.624,-4.919,0.004,0.003,34.051,35.113,35.6,36.04,36.91,37.126,33.588,34.382,34.164,36.022,36.941,36.877,32.854,33.934,33.319,35.126,32.359,0,0
3760118231,4.037099997,22.657,11.115,15.499,33.966,14.508,15.01,1761.293,0.89,400.214,23.394,14.442,0,0,1,0,0,0,4954.282,1.416,0,10.196,26.216,232.829,23.478,220.332,24.385,-0.948,23.943,220.824,24.347,0.398,1762.604,40.891,20.702,35.294,-21.991,30.101,37.127,12.743,0,1,-0.001,-2.374,3.273,-0.559,-4.868,0.004,0.003,34.033,35.096,35.605,36.046,36.913,37.132,33.592,34.374,34.162,36.022,36.931,36.866,32.854,33.921,33.31,35.137,32.375,0,0
3760118232,4.067016665,22.653,11.116,15.5,33.965,14.496,15.01,1725.316,0.892,400.174,23.392,14.442,0,0,1,0,0,0,4942.053,1.419,0,9.982,26.212,232.812,23.483,220.311,24.381,-0.939,23.933,220.726,24.331,0.392,1760.947,40.884,20.732,35.278,-21.991,30.091,37.129,12.748,0,1,-0.001,-2.366,3.274,-0.549,-4.925,0.004,0.003,34.049,35.1,35.616,36.04,36.916,37.12,33.581,34.376,34.155,36.014,36.933,36.873,32.866,33.929,33.309,35.136,32.359,0,0
3760118235,4.104166667,22.675,11.114,15.499,33.99,14.503,15.009,1757.547,0.851,400.165,23.389,14.441,0,0,1,0,0,0,4947.854,1.431,0,10.223,26.22,232.787,23.5,220.328,24.384,-0.925,23.925,220.762,24.337,0.406,1761.558,40.88,20.753,35.272,-21.991,30.091,37.113,12.73,0,1,-0.001,-2.325,3.277,-0.586,-4.936,0.004,0.003,34.038,35.097,35.606,36.038,36.91,37.121,33.579,34.38,34.153,36.005,36.926,36.864,32.864,33.928,33.302,35.129,32.369,0,0
3760118236,4.12833333,22.683,11.129,15.501,33.988,14.499,15.01,1759.452,0.888,400.155,23.393,14.442,0,0,1,0,0,0,4968.239,1.405,0,10.136,26.217,232.844,23.473,220.256,24.372,-0.941,23.939,220.778,24.34,0.394,1763.125,40.896,20.781,35.274,-21.991,30.065,37.123,12.75,0,1,-0.001,-2.355,3.288,-0.55,-4.954,0.004,0.003,34.056,35.094,35.603,36.034,36.907,37.122,33.587,34.376,34.145,36.013,36.92,36.863,32.867,33.921,33.326,35.126,32.369,0,0
3760118238,4.162933334,22.676,11.134,15.5,33.98,14.521,15.009,1718.124,0.89,400.171,23.414,14.442,0,0,1,0,0,0,4923.212,1.433,0,10.194,26.218,232.82,23.457,220.246,24.371,-0.955,23.928,220.775,24.339,0.405,1764.099,40.869,20.747,35.269,-21.991,30.065,37.122,12.751,0,1,-0.001,-2.371,3.277,-0.524,-4.828,0.004,0.003,34.045,35.111,35.599,36.041,36.903,37.116,33.582,34.38,34.159,36.013,36.925,36.866,32.886,33.931,33.314,35.128,32.367,0,0
3760118240,4.193883332,22.667,11.151,15.501,33.968,14.533,15.01,1711.006,0.843,400.167,23.369,14.442,0,0,1,0,0,0,4971.723,1.425,0,10.215,26.21,232.829,23.469,220.273,24.375,-0.947,23.943,220.784,24.34,0.392,1764.422,40.864,20.676,35.286,-21.992,30.079,37.12,12.745,0,1,-0.001,-2.313,3.265,-0.461,-4.749,0.004,0.003,34.03,35.089,35.594,36.046,36.924,37.125,33.581,34.376,34.154,36.023,36.931,36.858,32.868,33.918,33.311,35.123,32.366,0,0
3760118242,4.229150001,22.681,11.131,15.499,33.973,14.507,15.01,1716.723,0.835,400.186,23.4,14.441,0,0,1,0,0,0,4957.519,1.39,0,10.138,26.208,232.778,23.471,220.276,24.376,-0.946,23.921,220.845,24.35,0.423,1764.797,40.83,20.711,35.274,-21.991,30.069,37.113,12.737,0,1,-0.001,-2.297,3.253,-0.538,-4.882,0.004,0.003,34.046,35.108,35.613,36.047,36.919,37.126,33.581,34.369,34.146,36.019,36.935,36.878,32.881,33.927,33.325,35.117,32.358,0,0
3760118244,4.265766668,22.668,11.165,15.5,33.957,14.506,15.01,1768.842,0.841,400.15,23.375,14.441,0,0,1,0,0,0,4897.112,1.41,0,10.005,26.208,232.764,23.465,220.333,24.384,-0.961,23.946,220.745,24.334,0.382,1765.531,40.83,20.82,35.264,-21.991,30.067,37.098,12.713,0,1,-0.001,-2.282,3.26,-0.416,-4.858,0.004,0.003,34.032,35.093,35.588,36.046,36.922,37.137,33.599,34.381,34.149,36.03,36.927,36.872,32.876,33.908,33.303,35.111,32.364,0,0
3760118246,4.30165,22.706,11.117,15.501,33.957,14.488,15.01,1723.888,0.901,400.157,23.413,14.443,0,0,1,0,0,0,4932.255,1.434,0,9.807,26.224,232.763,23.466,220.291,24.378,-0.953,23.921,220.835,24.349,0.421,1765.446,40.805,20.728,35.265,-21.991,30.058,37.101,12.724,0,1,-0.001,-2.37,3.245,-0.62,-4.953,0.004,0.003,34.036,35.1,35.593,36.045,36.916,37.134,33.578,34.374,34.145,36.028,36.925,36.87,32.871,33.915,33.314,35.115,32.356,0,0
3760118248,4.325416668,22.696,11.062,15.499,33.97,14.484,15.01,1725.567,0.85,400.198,23.419,14.442,0,0,1,0,0,0,4973.616,1.412,0,10.24,26.217,232.872,23.47,220.307,24.381,-0.952,23.944,220.783,24.341,0.39,1765.805,40.84,20.729,35.271,-21.992,30.071,37.105,12.724,0,1,-0.001,-2.343,3.262,-0.778,-4.992,0.004,0.003,34.043,35.093,35.618,36.038,36.915,37.131,33.592,34.365,34.148,36.014,36.927,36.876,32.883,33.924,33.32,35.109,32.353,0,0
3760118250,4.361666663,22.725,11.126,15.5,33.967,14.503,15.01,1727.897,0.851,400.165,23.395,14.442,0,0,1,0,0,0,4936.412,1.425,0,10.203,26.224,232.822,23.464,220.404,24.396,-0.973,23.993,220.735,24.333,0.333,1764.808,40.887,20.749,35.272,-21.991,30.073,37.101,12.705,0,1,-0.001,-2.317,3.287,-0.614,-4.894,0.004,0.003,34.044,35.111,35.626,36.048,36.935,37.139,33.605,34.39,34.156,36.035,36.933,36.892,32.88,33.93,33.329,35.105,32.363,0,0
3760118252,4.398216669,22.69,11.094,15.5,33.995,14.513,15.009,1721.47,0.854,400.182,23.402,14.442,0,0,1,0,0,0,4957.586,1.412,0,10.239,26.22,232.871,23.475,220.271,24.375,-0.941,23.918,220.743,24.334,0.41,1764.753,40.869,20.784,35.275,-21.991,30.081,37.114,12.739,0,1,-0.001,-2.349,3.275,-0.67,-4.894,0.004,0.003,34.052,35.113,35.609,36.053,36.937,37.15,33.604,34.379,34.172,36.034,36.935,36.887,32.881,33.931,33.309,35.111,32.352,0,0
3760118254,4.433849994,22.672,11.096,15.5,33.978,14.506,15.01,1747.156,0.847,400.165,23.389,14.443,0,0,1,0,0,0,4936.782,1.406,0,10.187,26.208,232.842,23.484,220.282,24.376,-0.933,23.934,220.837,24.349,0.409,1765.84,40.856,20.743,35.268,-21.991,30.094,37.127,12.75,0,1,-0.001,-2.334,3.273,-0.64,-4.903,0.004,0.003,34.046,35.114,35.607,36.045,36.925,37.141,33.587,34.372,34.162,36.016,36.919,36.885,32.871,33.927,33.315,35.109,32.353,0,0
3760118256,4.463383333,22.672,11.093,15.5,33.976,14.506,15.009,1737.784,0.876,400.204,23.388,14.442,0,0,1,0,0,0,4925.186,1.417,0,10.18,26.219,232.762,23.469,220.293,24.378,-0.951,23.939,220.699,24.327,0.382,1763.168,40.891,20.763,35.269,-21.991,30.049,37.126,12.748,0,1,-0.001,-2.371,3.288,-0.647,-4.894,0.004,0.003,34.052,35.107,35.614,36.027,36.921,37.135,33.587,34.379,34.155,36.017,36.928,36.869,32.864,33.926,33.313,35.118,32.349,0,0
3760118258,4.493549999,22.66,11.073,15.501,33.973,14.508,15.01,1737.366,0.865,400.165,23.394,14.442,0,0,1,0,0,0,4943.692,1.416,0,10.215,26.226,232.831,23.476,220.341,24.386,-0.951,23.958,220.795,24.342,0.378,1761.9,40.902,20.746,35.275,-21.991,30.045,37.136,12.75,0,1,-0.001,-2.373,3.289,-0.696,-4.882,0.004,0.003,34.052,35.117,35.616,36.038,36.916,37.129,33.584,34.371,34.152,36.023,36.928,36.868,32.88,33.921,33.324,35.128,32.364,0,0
3760118260,4.523266665,22.692,11.08,15.501,33.984,14.486,15.009,1749.962,0.865,400.163,23.389,14.441,0,0,1,0,0,0,4943.421,1.422,0,10.264,26.213,232.881,23.486,220.31,24.381,-0.936,23.947,220.753,24.336,0.382,1764.14,40.921,20.741,35.268,-21.991,30.064,37.126,12.745,0,1,-0.001,-2.351,3.308,-0.716,-5.009,0.004,0.003,34.04,35.098,35.596,36.041,36.913,37.127,33.59,34.367,34.162,36.028,36.926,36.864,32.861,33.922,33.311,35.123,32.363,0,0
3760118262,4.559166662,22.686,11.092,15.5,33.975,14.517,15.01,1756.236,0.879,400.14,23.42,14.442,0,0,1,0,0,0,4954.026,1.416,0,10.251,26.225,232.798,23.467,220.328,24.384,-0.958,23.906,220.802,24.343,0.431,1763.503,40.89,20.753,35.288,-21.991,30.037,37.135,12.752,0,1,-0.001,-2.383,3.277,-0.669,-4.839,0.004,0.003,34.031,35.1,35.583,36.034,36.898,37.128,33.581,34.377,34.159,36.015,36.918,36.849,32.864,33.919,33.308,35.129,32.363,0,0
3760118264,4.58915,22.693,11.105,15.5,33.99,14.512,15.01,1722.928,0.886,400.182,23.39,14.443,0,0,1,0,0,0,4942.619,1.412,0,10.184,26.221,232.877,23.463,220.28,24.376,-0.955,23.937,220.84,24.35,0.406,1764.631,40.899,20.724,35.28,-21.991,30.061,37.133,12.757,0,1,-0.001,-2.379,3.289,-0.639,-4.895,0.004,0.003,34.035,35.098,35.592,36.019,36.897,37.11,33.577,34.355,34.138,35.998,36.904,36.841,32.87,33.918,33.307,35.13,32.368,0,0
3760118265,4.618649999,22.697,11.091,15.5,33.987,14.5,15.01,1717.77,0.848,400.205,23.373,14.443,0,0,1,0,0,0,4935.351,1.406,0,9.917,26.217,232.851,23.469,220.272,24.375,-0.947,23.964,220.755,24.336,0.366,1763.289,40.906,20.723,35.298,-21.992,30.083,37.132,12.757,0,1,-0.001,-2.335,3.28,-0.691,-4.948,0.004,0.003,34.033,35.097,35.593,36.03,36.9,37.114,33.576,34.364,34.15,36.01,36.907,36.855,32.866,33.924,33.308,35.141,32.363,0,0
3760118268,4.65608333,22.683,11.109,15.499,33.974,14.521,15.01,1744.039,0.843,400.213,23.389,14.442,0,0,1,0,0,0,4926.084,1.417,0,10.195,26.222,232.825,23.462,220.168,24.358,-0.938,23.936,220.769,24.338,0.396,1763.209,40.893,20.728,35.283,-21.991,30.066,37.135,12.777,0,1,-0.001,-2.332,3.282,-0.613,-4.818,0.004,0.003,34.027,35.088,35.602,36.019,36.89,37.099,33.568,34.353,34.14,35.999,36.911,36.855,32.864,33.92,33.3,35.13,32.36,0,0
3760118270,4.6875,22.652,11.127,15.5,33.962,14.517,15.01,1757.338,0.872,400.188,23.391,14.442,0,0,1,0,0,0,4944.304,1.417,0,10.173,26.223,232.853,23.464,220.228,24.368,-0.945,23.972,220.719,24.33,0.352,1764.307,40.901,20.788,35.297,-21.991,30.086,37.147,12.779,0,1,-0.001,-2.351,3.28,-0.512,-4.819,0.004,0.003,34.018,35.081,35.586,36.028,36.896,37.108,33.541,34.354,34.136,35.992,36.907,36.854,32.855,33.91,33.301,35.129,32.369,0,0
3760118271,4.718633334,22.671,11.108,15.498,33.969,14.506,15.01,1742.097,0.888,400.171,23.389,14.44,0,0,1,0,0,0,4943.962,1.408,0,10.177,26.217,232.861,23.493,220.246,24.371,-0.919,23.895,220.738,24.333,0.432,1763.891,40.879,20.738,35.293,-21.991,30.053,37.141,12.77,0,1,-0.001,-2.374,3.269,-0.597,-4.88,0.004,0.003,34.015,35.092,35.581,36.029,36.908,37.123,33.56,34.356,34.145,36.021,36.919,36.858,32.857,33.9,33.304,35.135,32.37,0,0
3760118273,4.74835,22.688,11.118,15.5,33.994,14.526,15.01,1713.956,0.87,400.124,23.389,14.442,0,0,1,0,0,0,4929.573,1.429,0,10.186,26.236,232.825,23.483,220.184,24.361,-0.919,23.912,220.812,24.345,0.426,1763.452,40.877,20.756,35.301,-21.991,30.06,37.133,12.772,0,1,-0.001,-2.362,3.262,-0.591,-4.832,0.004,0.003,34.013,35.085,35.58,36.024,36.913,37.125,33.561,34.35,34.145,36.016,36.933,36.854,32.848,33.9,33.295,35.13,32.364,0,0
3760118275,4.777716668,22.691,11.142,15.5,33.999,14.529,15.01,1740.477,0.838,400.189,23.408,14.442,0,0,1,0,0,0,4965.159,1.443,0,10.229,26.216,232.947,23.45,220.213,24.366,-0.956,23.934,220.772,24.339,0.398,1765.028,40.84,20.722,35.294,-21.991,30.06,37.137,12.772,0,1,-0.001,-2.31,3.247,-0.519,-4.829,0.004,0.003,34.012,35.093,35.583,36.042,36.913,37.13,33.585,34.372,34.148,36.016,36.932,36.855,32.857,33.922,33.303,35.131,32.361,0,0
3760118277,4.807783333,22.707,11.134,15.5,33.964,14.517,15.011,1716.509,0.868,400.19,23.391,14.443,0,0,1,0,0,0,4988.541,1.422,0,9.964,26.224,232.818,23.462,220.287,24.377,-0.957,23.9,220.7,24.327,0.421,1765.141,40.865,20.686,35.265,-21.991,30.065,37.121,12.744,0,1,-0.001,-2.342,3.279,-0.567,-4.822,0.004,0.003,34.032,35.109,35.608,36.056,36.916,37.14,33.583,34.37,34.149,36.022,36.941,36.881,32.866,33.927,33.318,35.123,32.362,0,0
3760118279,4.844349996,22.684,11.157,15.5,33.974,14.509,15.01,1712.292,0.841,400.197,23.368,14.442,0,0,1,0,0,0,4952.653,1.428,0,10.153,26.23,232.869,23.481,220.361,24.389,-0.949,23.967,220.859,24.353,0.38,1765.636,40.867,20.798,35.28,-21.991,30.056,37.12,12.73,0,1,-0.001,-2.289,3.272,-0.464,-4.88,0.004,0.003,34.032,35.101,35.598,36.045,36.93,37.124,33.571,34.376,34.155,36.023,36.932,36.856,32.86,33.925,33.318,35.128,32.351,0,0
3760118281,4.882100002,22.692,11.11,15.499,33.98,14.516,15.01,1733.878,0.837,400.189,23.385,14.442,0,0,1,0,0,0,4962.662,1.43,0,10.245,26.235,232.904,23.461,220.352,24.388,-0.968,23.957,220.818,24.346,0.383,1765.913,40.85,20.746,35.274,-21.991,30.029,37.12,12.732,0,1,-0.001,-2.319,3.266,-0.62,-4.855,0.004,0.003,34.028,35.102,35.597,36.064,36.925,37.141,33.589,34.377,34.165,36.037,36.941,36.865,32.859,33.928,33.319,35.126,32.363,0,0
3760118283,4.911983331,22.696,11.097,15.5,33.987,14.499,15.01,1747.46,0.861,400.189,23.399,14.441,0,0,1,0,0,0,4966.218,1.409,0,10.107,26.218,232.94,23.449,220.314,24.382,-0.974,23.95,220.801,24.343,0.387,1765.571,40.901,20.71,35.28,-21.991,30.039,37.119,12.737,0,1,-0.001,-2.345,3.292,-0.668,-4.948,0.004,0.003,34.04,35.101,35.598,36.065,36.919,37.141,33.593,34.378,34.158,36.033,36.939,36.877,32.867,33.928,33.314,35.126,32.359,0,0
3760118285,4.940766668,22.675,11.094,15.5,33.982,14.519,15.009,1725.981,0.876,400.156,23.388,14.442,0,0,1,0,0,0,4930.808,1.41,0,10.572,26.218,232.829,23.482,220.393,24.394,-0.954,23.96,220.723,24.331,0.364,1765.501,40.897,20.792,35.277,-21.991,30.044,37.125,12.731,0,1,-0.001,-2.381,3.291,-0.65,-4.842,0.004,0.003,34.058,35.121,35.624,36.062,36.93,37.132,33.594,34.386,34.165,36.052,36.938,36.896,32.875,33.946,33.331,35.122,32.367,0,0
3760118287,4.979633331,22.697,11.112,15.499,33.98,14.517,15.01,1772.887,0.852,400.18,23.417,14.443,0,0,1,0,0,0,4931.819,1.43,0,10.188,26.222,232.832,23.484,220.323,24.383,-0.94,23.941,220.728,24.332,0.384,1765.86,40.88,20.704,35.319,-21.992,30.019,37.109,12.726,0,1,-0.001,-2.337,3.257,-0.623,-4.856,0.004,0.003,34.05,35.101,35.594,36.045,36.931,37.136,33.584,34.38,34.159,36.038,36.941,36.88,32.869,33.925,33.312,35.12,32.355,0,0
