Time elapsed (s),Time Elapsed(min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3760108706,0.291916664,20.484,10.166,17.494,28.901,12.52,16.521,1701.553,0.869,401.267,23.638,14.481,1.202,0,1,0,0,0,5903.146,1.434,0,36.685,24.684,222.931,24.227,223.744,24.931,-0.746,24.531,223.784,24.821,0.284,836.776,37.972,17.046,28.669,-22.767,24.195,32.459,7.528,0,0,-0.002,-1.533,2.582,-0.649,-5.063,0.004,0.003,28.443,29.559,30.215,31.786,32.382,32.54,27.992,28.314,28.061,31.588,32.232,32.331,27.318,27.847,27.208,29.884,27.713,0,0
3760108708,0.321433338,20.433,10.188,17.493,28.891,12.521,16.52,1725.581,0.855,401.248,23.64,14.481,1.245,0,1,0,0,0,5879.215,1.435,0,34.901,24.674,222.913,24.225,223.832,24.944,-0.762,24.558,223.685,24.805,0.241,835.86,37.935,17.054,28.656,-22.767,24.208,32.457,7.512,0,0,-0.002,-1.509,2.573,-0.516,-5.034,0.004,0.003,28.453,29.577,30.232,31.789,32.389,32.544,27.981,28.313,28.064,31.584,32.236,32.33,27.317,27.857,27.209,29.883,27.708,0,0
3760108710,0.351083334,20.435,10.182,17.493,28.9,12.519,16.52,1734.54,0.882,401.242,23.641,14.479,1.208,0,1,0,0,0,5879.865,1.436,0,34.491,24.681,222.852,24.226,223.832,24.944,-0.76,24.556,223.716,24.81,0.248,835.947,37.923,17.028,28.667,-22.768,24.163,32.464,7.52,0,0,-0.002,-1.532,2.567,-0.536,-5.063,0.004,0.003,28.448,29.575,30.227,31.801,32.4,32.553,28.002,28.312,28.069,31.598,32.254,32.337,27.313,27.853,27.229,29.895,27.695,0,0
3760108712,0.38513333,20.465,10.153,17.377,28.9,12.537,16.52,1714.331,0.892,401.21,23.653,14.481,1.25,0,1,0,0,0,5883.193,1.445,0,33.417,24.676,222.899,24.244,223.884,24.952,-0.75,24.544,223.703,24.808,0.257,835.884,37.913,17.029,28.665,-22.766,24.195,32.461,7.509,0,0,-0.001,-1.572,2.564,-0.665,-4.981,0.004,0.003,28.449,29.571,30.237,31.794,32.393,32.551,27.979,28.317,28.062,31.593,32.232,32.334,27.308,27.841,27.21,29.89,27.709,0,0
3760108713,0.4136,20.443,10.14,17.493,28.915,12.527,16.521,1727.757,0.869,401.256,23.673,14.479,1.249,0,1,0,0,0,5899.101,1.45,0,33.519,24.676,222.866,24.259,223.941,24.962,-0.744,24.577,223.747,24.815,0.232,835.862,37.893,17.033,28.658,-22.768,24.193,32.472,7.51,0,0,-0.001,-1.555,2.561,-0.673,-5.052,0.004,0.003,28.443,29.587,30.229,31.806,32.421,32.58,27.996,28.333,28.075,31.614,32.269,32.342,27.324,27.852,27.209,29.893,27.714,0,0
3760108715,0.447416671,20.472,10.187,17.378,28.902,12.515,16.52,1755.259,0.885,401.201,23.621,14.48,1.159,0,1,0,0,0,5907.434,1.432,0,33.773,24.685,222.863,24.244,223.756,24.932,-0.73,24.563,223.685,24.805,0.236,835.862,37.962,17.001,28.695,-22.767,24.217,32.482,7.55,0,0,-0.001,-1.528,2.569,-0.568,-5.082,0.004,0.003,28.438,29.575,30.233,31.788,32.403,32.554,27.985,28.323,28.07,31.606,32.258,32.33,27.309,27.845,27.222,29.896,27.714,0,0
3760108717,0.476283336,20.454,10.187,17.375,28.886,12.526,16.52,1769.267,0.917,401.217,23.665,14.48,1.268,0,1,0,0,0,5876.586,1.44,0,35.042,24.678,222.925,24.201,223.884,24.952,-0.794,24.544,223.642,24.798,0.248,835.891,37.924,17.009,28.669,-22.768,24.24,32.477,7.525,0,0,-0.002,-1.56,2.566,-0.544,-5.003,0.004,0.003,28.463,29.592,30.246,31.809,32.403,32.565,27.988,28.331,28.066,31.615,32.264,32.353,27.321,27.867,27.226,29.892,27.708,0,0
3760108719,0.50388333,20.433,10.149,17.377,28.891,12.542,16.52,1748.996,0.933,401.218,23.666,14.478,1.191,0,1,0,0,0,5889.201,1.418,0,36.597,24.687,222.876,24.222,223.815,24.942,-0.762,24.544,223.594,24.791,0.24,835.852,37.918,17.031,28.656,-22.767,24.24,32.471,7.529,0,0,-0.002,-1.609,2.568,-0.631,-4.936,0.004,0.003,28.436,29.578,30.234,31.815,32.425,32.576,27.988,28.336,28.067,31.623,32.267,32.349,27.316,27.854,27.219,29.893,27.715,0,0
3760108721,0.536133337,20.465,10.135,17.377,28.884,12.524,16.518,1716.136,0.909,401.18,23.66,14.479,1.181,0,1,0,0,0,5852.039,1.445,0,36.124,24.684,222.935,24.24,223.761,24.933,-0.734,24.566,223.687,24.805,0.233,835.842,37.908,17.063,28.689,-22.768,24.242,32.483,7.55,0,0,-0.002,-1.588,2.556,-0.718,-5.004,0.004,0.003,28.461,29.583,30.257,31.827,32.43,32.599,27.997,28.342,28.086,31.627,32.277,32.352,27.325,27.88,27.239,29.895,27.708,0,0
3760108722,0.565316669,20.433,10.159,17.494,28.903,12.527,16.521,1718.436,0.871,401.188,23.643,14.48,1.29,0,1,0,0,0,5899.633,1.41,0,36.089,24.67,222.915,24.219,223.859,24.948,-0.772,24.567,223.629,24.796,0.223,835.94,37.948,17.053,28.696,-22.768,24.247,32.464,7.516,0,0,-0.002,-1.545,2.566,-0.604,-5.029,0.004,0.003,28.457,29.58,30.248,31.817,32.421,32.584,27.98,28.329,28.065,31.608,32.266,32.362,27.316,27.877,27.231,29.893,27.723,0,0
3760108724,0.594033337,20.475,10.144,17.377,28.909,12.537,16.521,1696.785,0.874,401.228,23.653,14.479,1.282,0,1,0,0,0,5837.631,1.421,0,34.29,24.691,222.826,24.238,223.877,24.951,-0.755,24.538,223.742,24.814,0.27,835.943,37.92,17.045,28.694,-22.768,24.239,32.469,7.517,0,0,-0.001,-1.563,2.558,-0.705,-4.992,0.004,0.003,28.45,29.589,30.246,31.832,32.423,32.592,27.989,28.342,28.079,31.631,32.276,32.368,27.33,27.871,27.243,29.896,27.723,0,0
3760108726,0.622416671,20.453,10.164,17.377,28.912,12.517,16.52,1729.998,0.849,401.194,23.633,14.48,1.242,0,1,0,0,0,5857.03,1.467,0,34.987,24.683,222.963,24.213,223.821,24.942,-0.771,24.56,223.607,24.793,0.227,835.802,37.909,17.041,28.684,-22.768,24.24,32.459,7.517,0,0,-0.002,-1.517,2.558,-0.614,-5.094,0.004,0.003,28.452,29.588,30.253,31.814,32.425,32.592,27.99,28.341,28.082,31.624,32.274,32.373,27.322,27.881,27.233,29.889,27.715,0,0
3760108728,0.652333331,20.432,10.171,17.377,28.918,12.51,16.52,1749.524,0.887,401.227,23.649,14.479,1.324,0,1,0,0,0,5937.691,1.441,0,35.226,24.674,222.91,24.217,223.843,24.946,-0.771,24.545,223.744,24.815,0.263,835.941,37.885,17.011,28.723,-22.767,24.23,32.453,7.507,0,0,-0.002,-1.537,2.54,-0.564,-5.137,0.004,0.002,28.474,29.599,30.255,31.837,32.433,32.608,27.999,28.357,28.102,31.633,32.282,32.383,27.33,27.884,27.249,29.893,27.725,0,0
3760108729,0.681066664,20.427,10.171,17.49,28.88,12.519,16.52,1727.783,0.91,401.203,23.648,14.479,1.279,0,1,0,0,0,5892.156,1.43,0,36.194,24.669,222.853,24.225,223.789,24.937,-0.755,24.55,223.657,24.801,0.245,835.859,37.901,17.045,28.702,-22.768,24.231,32.466,7.528,0,0,-0.002,-1.561,2.551,-0.558,-5.023,0.004,0.003,28.473,29.602,30.274,31.82,32.422,32.593,27.994,28.344,28.087,31.618,32.278,32.371,27.339,27.885,27.25,29.897,27.715,0,0
3760108731,0.710050003,20.456,10.14,17.494,28.881,12.533,16.52,1691.743,0.885,401.211,23.635,14.48,1.286,0,1,0,0,0,5871.587,1.434,0,37.155,24.681,222.821,24.239,223.83,24.944,-0.747,24.55,223.688,24.806,0.25,835.859,37.896,17.002,28.679,-22.768,24.204,32.456,7.513,0,0,-0.002,-1.572,2.556,-0.693,-4.96,0.004,0.003,28.487,29.595,30.246,31.831,32.427,32.604,28.002,28.356,28.094,31.625,32.289,32.374,27.329,27.891,27.248,29.887,27.702,0,0
3760108733,0.739383332,20.486,10.163,17.493,28.923,12.508,16.52,1710.682,0.843,401.218,23.631,14.48,1.276,0,1,0,0,0,5879.756,1.434,0,37.666,24.687,222.897,24.229,223.8,24.939,-0.752,24.545,223.704,24.808,0.257,835.856,37.917,17.038,28.681,-22.768,24.204,32.446,7.507,0,0,-0.002,-1.507,2.561,-0.662,-5.155,0.004,0.002,28.473,29.603,30.248,31.829,32.449,32.598,28.017,28.348,28.1,31.632,32.299,32.363,27.341,27.895,27.251,29.878,27.704,0,0
3760108735,0.768349997,20.453,10.179,17.376,28.905,12.515,16.52,1726.101,0.865,401.228,23.639,14.479,1.252,0,1,0,0,0,5879.249,1.433,0,37.714,24.684,222.934,24.209,223.863,24.949,-0.782,24.556,223.679,24.804,0.242,835.679,37.917,17.047,28.707,-22.768,24.125,32.443,7.493,0,0,-0.002,-1.518,2.553,-0.569,-5.09,0.004,0.003,28.47,29.598,30.231,31.832,32.433,32.597,28.007,28.352,28.103,31.638,32.294,32.36,27.333,27.878,27.245,29.88,27.71,0,0
3760108736,0.796983337,20.424,10.165,17.375,28.903,12.528,16.52,1725.541,0.883,401.194,23.631,14.48,1.221,0,1,0,0,0,5877.647,1.436,0,37.571,24.679,222.913,24.209,223.806,24.94,-0.773,24.557,223.656,24.801,0.238,836.531,37.903,17.048,28.703,-22.767,24.19,32.45,7.51,0,0,-0.002,-1.55,2.553,-0.572,-5.026,0.004,0.003,28.477,29.606,30.234,31.822,32.426,32.602,28.004,28.352,28.112,31.628,32.288,32.358,27.342,27.899,27.24,29.881,27.703,0,0
3760108738,0.83015,20.468,10.124,17.377,28.904,12.556,16.52,1747.342,0.882,401.218,23.631,14.477,1.241,0,1,0,0,0,5882.276,1.438,0,37.652,24.685,222.888,24.208,223.95,24.963,-0.796,24.533,223.594,24.791,0.251,836.034,37.898,17.063,28.658,-22.768,24.228,32.45,7.487,0,0,-0.002,-1.596,2.563,-0.755,-4.892,0.004,0.003,28.478,29.615,30.234,31.828,32.44,32.594,28.021,28.364,28.115,31.625,32.3,32.36,27.342,27.879,27.233,29.876,27.703,0,0
3760108741,0.867216667,20.466,10.173,17.376,28.909,12.532,16.52,1698.353,0.907,401.155,23.634,14.478,1.37,0,1,0,0,0,5887.379,1.458,0,37.514,24.677,222.925,24.233,223.812,24.941,-0.749,24.558,223.681,24.804,0.24,835.871,37.909,16.992,28.702,-22.768,24.095,32.441,7.501,0,0,-0.002,-1.567,2.553,-0.602,-5.014,0.004,0.003,28.486,29.605,30.256,31.81,32.426,32.585,28.007,28.36,28.103,31.619,32.282,32.37,27.348,27.895,27.25,29.877,27.715,0,0
3760108742,0.896716666,20.437,10.126,17.378,28.928,12.516,16.52,1744.683,0.851,401.179,23.656,14.479,1.334,0,1,0,0,0,5922.713,1.447,0,37.085,24.689,222.874,24.205,223.758,24.932,-0.769,24.545,223.646,24.799,0.247,836.777,37.89,17.038,28.663,-22.768,24.134,32.446,7.513,0,0,-0.002,-1.542,2.561,-0.709,-5.126,0.004,0.002,28.485,29.622,30.251,31.818,32.434,32.593,28,28.361,28.102,31.625,32.286,32.36,27.361,27.893,27.243,29.875,27.7,0,0
3760108744,0.930366667,20.441,10.139,17.377,28.906,12.53,16.521,1734.72,0.904,401.186,23.637,14.479,1.399,0,1,0,0,0,5902.482,1.437,0,38.149,24.676,222.946,24.238,223.874,24.951,-0.754,24.566,223.673,24.803,0.231,835.92,37.912,17.012,28.673,-22.769,24.118,32.439,7.488,0,0,-0.002,-1.586,2.562,-0.675,-5.018,0.004,0.003,28.491,29.606,30.241,31.816,32.427,32.58,27.998,28.357,28.099,31.626,32.276,32.354,27.343,27.887,27.24,29.87,27.716,0,0
3760108746,0.960250004,20.482,10.137,17.493,28.915,12.503,16.521,1724.988,0.893,401.21,23.622,14.479,1.429,0,1,0,0,0,5885.266,1.413,0,40.238,24.667,222.864,24.206,223.863,24.949,-0.785,24.557,223.558,24.785,0.222,835.704,37.924,16.991,28.713,-22.768,24.07,32.445,7.496,0,0,-0.002,-1.559,2.553,-0.733,-5.16,0.004,0.002,28.482,29.617,30.282,31.814,32.425,32.584,27.997,28.353,28.096,31.621,32.27,32.365,27.353,27.889,27.253,29.877,27.713,0,0
3760108748,0.995416665,20.449,10.184,17.378,28.905,12.542,16.52,1732.236,0.881,401.195,23.619,14.479,1.33,0,1,0,0,0,5842.262,1.439,0,42.259,24.683,222.811,24.189,223.827,24.943,-0.796,24.56,223.576,24.788,0.222,836.006,37.893,17.033,28.689,-22.768,24.068,32.44,7.497,0,0,-0.002,-1.546,2.553,-0.547,-4.963,0.004,0.003,28.473,29.616,30.285,31.827,32.426,32.589,28,28.361,28.095,31.631,32.283,32.357,27.357,27.893,27.26,29.871,27.706,0,0
3760108750,1.023699999,20.471,10.167,17.376,28.908,12.528,16.52,1725.979,0.89,401.194,23.649,14.479,1.296,0,1,0,0,0,5889.265,1.418,0,42.736,24.678,222.911,24.206,223.817,24.942,-0.778,24.543,223.63,24.796,0.248,836.601,37.876,17.027,28.675,-22.768,24.099,32.447,7.506,0,0,-0.002,-1.554,2.553,-0.627,-5.033,0.004,0.003,28.482,29.611,30.275,31.808,32.417,32.577,27.96,28.348,28.095,31.624,32.273,32.352,27.348,27.885,27.244,29.879,27.706,0,0
3760108752,1.056483332,20.457,10.152,17.376,28.87,12.523,16.521,1720.935,0.882,401.193,23.626,14.479,1.401,0,1,0,0,0,5852.043,1.425,0,44.112,24.669,222.878,24.197,223.765,24.934,-0.779,24.536,223.656,24.8,0.259,836.934,37.89,17.028,28.698,-22.768,24.098,32.44,7.506,0,0,-0.002,-1.555,2.552,-0.656,-4.986,0.004,0.003,28.471,29.611,30.247,31.816,32.413,32.569,27.94,28.335,28.08,31.603,32.263,32.357,27.345,27.876,27.237,29.87,27.707,0,0
3760108754,1.084783332,20.454,10.157,17.377,28.918,12.534,16.519,1690.471,0.877,401.202,23.63,14.479,1.351,0,1,0,0,0,5862.868,1.438,0,44.255,24.68,222.822,24.238,223.837,24.945,-0.749,24.531,223.595,24.791,0.253,836.474,37.872,17.05,28.668,-22.767,24.065,32.442,7.497,0,0,-0.002,-1.555,2.554,-0.638,-5.024,0.004,0.003,28.473,29.619,30.26,31.804,32.409,32.57,27.946,28.339,28.098,31.614,32.26,32.354,27.335,27.884,27.234,29.872,27.723,0,0
3760108756,1.11936667,20.44,10.162,17.377,28.904,12.52,16.521,1695.771,0.842,401.193,23.619,14.478,1.351,0,1,0,0,0,5887.156,1.457,0,44.073,24.679,222.893,24.205,223.827,24.943,-0.78,24.571,223.62,24.795,0.218,835.891,37.847,17.016,28.68,-22.768,24.023,32.439,7.496,0,0,-0.002,-1.515,2.542,-0.602,-5.061,0.004,0.003,28.478,29.617,30.245,31.817,32.408,32.566,27.941,28.344,28.095,31.611,32.267,32.356,27.341,27.886,27.245,29.877,27.711,0,0
3760108757,1.147816666,20.44,10.14,17.494,28.933,12.517,16.52,1741.063,0.848,401.18,23.628,14.479,1.297,0,1,0,0,0,5919.538,1.427,0,45.61,24.675,222.886,24.222,223.812,24.941,-0.76,24.551,223.707,24.808,0.251,836.379,37.868,17.047,28.667,-22.768,24.074,32.438,7.497,0,0,-0.002,-1.531,2.553,-0.67,-5.13,0.004,0.002,28.464,29.609,30.249,31.818,32.416,32.576,27.933,28.339,28.085,31.605,32.267,32.34,27.349,27.874,27.219,29.869,27.712,0,0
3760108759,1.171399999,20.464,10.148,17.376,28.89,12.518,16.52,1740.854,0.9,401.185,23.631,14.478,1.311,0,1,0,0,0,5867.714,1.435,0,47.974,24.675,222.861,24.218,223.751,24.931,-0.756,24.557,223.626,24.796,0.233,835.926,37.867,16.996,28.663,-22.768,24.09,32.424,7.493,0,0,-0.002,-1.568,2.552,-0.677,-5.042,0.004,0.003,28.483,29.61,30.248,31.81,32.408,32.574,27.931,28.332,28.083,31.608,32.258,32.354,27.348,27.874,27.235,29.868,27.712,0,0
3760108761,1.200433334,20.46,10.162,17.494,28.909,12.524,16.52,1726.977,0.886,401.163,23.634,14.478,1.39,0,1,0,0,0,5866.954,1.47,0,57.931,24.662,222.86,24.204,223.865,24.949,-0.787,24.556,223.478,24.772,0.21,835.606,37.891,17.022,28.662,-22.767,24.104,32.443,7.493,0,0,-0.003,-1.562,2.558,-0.628,-5.051,0.004,0.003,28.469,29.591,30.25,31.816,32.408,32.564,27.932,28.353,28.093,31.617,32.263,32.339,27.346,27.874,27.215,29.874,27.72,0,0
3760108762,1.2296,20.457,10.181,17.494,28.887,12.528,16.52,1737.428,0.883,401.161,23.626,14.479,1.294,0,1,0,0,0,5942.587,1.445,0,63.664,24.681,222.778,24.224,223.796,24.938,-0.756,24.546,223.596,24.791,0.239,836.035,37.835,17.059,28.672,-22.767,24.132,32.445,7.506,0,0,-0.003,-1.541,2.541,-0.566,-4.993,0.004,0.003,28.463,29.583,30.251,31.812,32.4,32.574,27.937,28.341,28.082,31.594,32.256,32.335,27.333,27.862,27.225,29.871,27.706,0,0
3760108764,1.252749999,20.458,10.098,17.494,28.906,12.515,16.52,1728.14,0.896,401.203,23.648,14.479,1.356,0,1,0,0,0,5899.244,1.457,0,75.177,24.678,222.901,24.216,223.731,24.928,-0.754,24.529,223.701,24.808,0.272,836.978,37.873,17.053,28.656,-22.768,24.027,32.44,7.512,0,0,-0.003,-1.595,2.559,-0.823,-5.09,0.004,0.003,28.48,29.597,30.264,31.817,32.405,32.564,27.94,28.334,28.09,31.617,32.262,32.345,27.355,27.872,27.219,29.867,27.735,0,0
3760108765,1.280783335,20.454,10.186,17.377,28.894,12.526,16.52,1729.94,0.885,401.204,23.624,14.478,1.291,0,1,0,0,0,5920.001,1.429,0,84.165,24.674,222.881,24.223,223.814,24.941,-0.76,24.526,223.617,24.794,0.262,836.009,37.89,17.037,28.686,-22.767,24.025,32.441,7.499,0,0,-0.003,-1.537,2.553,-0.547,-5.011,0.004,0.003,28.464,29.584,30.224,31.808,32.405,32.565,27.957,28.329,28.092,31.623,32.257,32.336,27.332,27.867,27.218,29.868,27.705,0,0
3760108767,1.313399998,20.433,10.153,17.377,28.899,12.522,16.52,1737.611,0.887,401.169,23.641,14.479,1.33,0,1,0,0,0,5871.59,1.431,0,85.994,24.683,222.852,24.196,223.718,24.926,-0.772,24.557,223.631,24.796,0.233,835.867,37.846,17.032,28.676,-22.768,24.079,32.426,7.5,0,0,-0.004,-1.557,2.542,-0.621,-5.043,0.004,0.003,28.474,29.592,30.245,31.809,32.414,32.562,27.968,28.339,28.082,31.615,32.264,32.351,27.356,27.877,27.236,29.863,27.714,0,0
3760108769,1.346583335,20.449,10.154,17.376,28.912,12.545,16.52,1708.511,0.896,401.201,23.638,14.478,1.314,0,1,0,0,0,5873.606,1.443,0,76.711,24.677,222.913,24.227,223.748,24.931,-0.746,24.531,223.519,24.779,0.242,835.877,37.854,17.039,28.651,-22.768,24.102,32.443,7.512,0,0,-0.003,-1.58,2.552,-0.639,-4.958,0.004,0.003,28.468,29.594,30.253,31.792,32.398,32.552,27.98,28.314,28.067,31.598,32.257,32.333,27.356,27.875,27.219,29.867,27.713,0,0
